provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
CORDOVA COMMUNITY MEDICAL CENTER,"P. O. BOX 160, 602 CHASE AVE.",,Cordova,Valdez Cordova,AK,99574-0160,0173-0901-86,Sotrovimab,2022-02-21T00:00:00.000,2022-02-24T00:00:00.000,6,,,,1609395128.0
COPPER RIVER NATIVE ASSOC. PHARMACY,MILE 111.5 RICHARDSON HWY,,Glennallen,Valdez Cordova,AK,99588,0173-0901-86,Sotrovimab,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,12,,,,1962900100.0
PETERSBURG MEDICAL CENTER HOSPITAL,103 FRAM ST,c/o PHARMACY,Petersburg,Wrangell Petersburg,AK,99833,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-132.955619 56.812483),1972666345.0
WYBENGA FAMILY HEALTHCARE,564 N. Memorial Drive,,Prattville,Autauga,AL,36067,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-86.451904 32.474684),1090298755.0
NORTH BALDWIN INFIRMARY,1815 Hand Avenue,,Bay Minette,Baldwin,AL,36507,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,36,,,POINT (-87.783711 30.903337),1134164924.0
THOMAS HOSPITAL,750 MORPHY AVE,,Fairhope,Baldwin,AL,36532-1812,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-87.889276 30.519992),
IMMEDIATE CARE FOLEY,1265 S MCKENZIE ST,,Foley,Baldwin,AL,36535,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-87.683347 30.392757),
MAINSTREET FAMILY CARE EUFAULA,1026 S EUFAULA AVE,,Eufaula,Barbour,AL,36027,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,36,,,POINT (-85.147338 31.880066),
MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,,Eufaula,Barbour,AL,36027-1822,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-85.156644 31.887979),1730692641.0
BIBB MEDICAL CENTER PHARMACY,208 Pierson Avenue,Attn: Pharmacy,Centreville,Bibb,AL,35042,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,30,,,POINT (-87.147865 32.951101),1568558146.0
MAINSTREET FAMILY CARE ONEONTA,2022 2ND AVE EAST,,Oneonta,Blount,AL,35121,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,48,,,POINT (-86.454448 33.967787),
PRIMARY CARE SERVICESBLOUNT LLC,101 LEMLEY DR STE A,,Oneonta,Blount,AL,35121-2100,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,12,,,POINT (-86.488503 33.936203),1225108723.0
NORTHEAST ALABAMA REGIONAL MEDICAL,400 East 10th Street,,Anniston,Calhoun,AL,36207,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-85.823647 33.657122),1003996000.0
EAMC LANIER,4800 48th Street,,Valley,Chambers,AL,36854,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-85.1702 32.82397),1780235002.0
MAINSTREET FAMILY CARE VALLEY,3306 20TH AVENUE,,Valley,Chambers,AL,36854,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,36,,,POINT (-85.177973 32.839765),
CHEROKEE MEDICAL CENTER,400 Northwood Drive,,Centre,Cherokee,AL,35960,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-85.65142 34.162761),1962999664.0
MAINSTREET FAMILY CARE CENTRE,1925 WEST MAIN STREET,SUITE 102,Centre,Cherokee,AL,35960,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,36,,,POINT (-85.713773 34.160721),
ASCENSION ST VINCENTS CHILTON,2030 Lay Dam Road,,Clanton,Chilton,AL,35045,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-02-24T00:00:00.000,12,,,POINT (-86.623511 32.876583),1093171860.0
CHOCTAW GENERAL HOSPITAL,401 VANITY FAIR AVE,,Butler,Choctaw,AL,36904-3032,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,12,,,POINT (-88.208321 32.093445),
GROVE HILL MEMORIAL HOSPITAL,295 S JACKSON ST,,Grove Hill,Clarke,AL,36451-3231,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-01T00:00:00.000,24,,,POINT (-87.777197 31.694369),1386694487.0
THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,,Thomasville,Clarke,AL,36784,0173-0901-86,Sotrovimab,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,36,,,,1902468085.0
ASHLAND PHARMACY,83074 Highway 9,,Ashland,Clay,AL,36251,0173-0901-86,Sotrovimab,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,6,,,POINT (-85.836341 33.273436),1003850785.0
CLAY COUNTY HOSPITAL AND NURSING HO,83825 HIGHWAY 9,,Ashland,Clay,AL,36251-7981,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,36,,,POINT (-85.823875 33.276514),1629133673.0
MEDICAL CENTER ENTERPRISE,400 N Edwards Street,,Enterprise,Coffee,AL,36330,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,6,,,POINT (-85.855269 31.318147),1720039712.0
MK INFUSION PHARMACY LLC,307 West State Street,,Muscle Shoals,Colbert,AL,35661,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-87.675329 34.743914),1093179509.0
HELEN KELLER HOSPITAL,1300 S MONTGOMERY AVE,,Sheffield,Colbert,AL,35660-6334,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,72,,,POINT (-87.698913 34.745928),
EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVE,,Evergreen,Conecuh,AL,36401,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,,18,,,POINT (-86.941683 31.431295),
ANDALUSIA REGIONAL HOSPITAL,849 South Three Notch Street,,Andalusia,Covington,AL,36420,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-86.495664 31.297418),
MAINSTREET FAMILY CARE ANDALUSIA,508 EAST THREE NOTCH STREET,,Andalusia,Covington,AL,36420,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-86.476533 31.308365),
CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL DRIVE,,Luverne,Crenshaw,AL,36049,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,18,,,POINT (-86.265595 31.694493),1750480406.0
BAILEYTON FAMILY MEDICINE,105 FIRE STATION ROAD,,Baileyton,Cullman,AL,35019,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-86.61429 34.26383),1285837377.0
CULLMAN REGIONAL MED CENTER,1912 AL HIGHWAY 157,,Cullman,Cullman,AL,35058-0609,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,42,,,POINT (-86.805642 34.198587),1114919339.0
Express Meds (TPB LLC dba Express M,1800 AL Hwy 157,Suite 101,Cullman,Cullman,AL,35058,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-86.804032 34.1986),1720377419.0
Patricia Diana Wilhite,4131 COUNTY ROAD 1141,,Vinemont,Cullman,AL,35179,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,6,,,POINT (-86.959506 34.238538),1639329576.0
DALE MEDICAL CENTER,126 HOSPITAL AVE,,Ozark,Dale,AL,36360-2018,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,36,,,POINT (-85.630958 31.451637),1093721390.0
VAUGHAN REGIONAL MEDICAL CENTER,1015 MEDICAL CENTER PKWY,,Selma,Dallas,AL,36701-6748,0173-0901-86,Sotrovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,18,,,POINT (-87.055271 32.430311),1871655993.0
DEKALB REGIONAL MEDICAL CENTER,200 MEDICAL CENTER DRIVE SW,,Fort Payne,De Kalb,AL,35968,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-85.75656 34.440533),1710901178.0
GERALDINE CLINIC,41263 ALABAMA HWY 75,SUITE D,Geraldine,De Kalb,AL,35974,0173-0901-86,Sotrovimab,2022-02-23T00:00:00.000,2022-02-28T00:00:00.000,24,,,POINT (-86.003532 34.364437),1588207476.0
NORTH DEKALB PRIMARY CARE,136 COMMERCE AVE,,Valley Head,De Kalb,AL,35989,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-85.607715 34.573349),1265470900.0
MAINSTREET FAMILY CARE MILLBROOK,1401 HIGHWAY 14,,Millbrook,Elmore,AL,36054,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-86.403871 32.493926),
ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DR,,Wetumpka,Elmore,AL,36092-1625,0173-0901-86,Sotrovimab,2022-02-23T00:00:00.000,2022-03-01T00:00:00.000,6,,,POINT (-86.18637 32.552069),
ATMORE COMMUNITY HOSPITAL,401 Medical Park Dr,,Atmore,Escambia,AL,36502,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-87.479707 31.017327),1124073879.0
BUFORD L ROLIN HEALTH CENTER,5811 Jack Springs Rd,,Atmore,Escambia,AL,36502,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-25T00:00:00.000,6,,,POINT (-87.544443 31.089407),
D W MCMILLAN MEM HOSP,1301 N BELLEVILLE AVENUE,,Brewton,Escambia,AL,36426,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-87.072367 31.127087),1609811538.0
MAINSTREET FAMILY CARE BREWTON,2134 DOUGLAS AVE,,Brewton,Escambia,AL,36426,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-02-25T00:00:00.000,12,,,POINT (-87.068841 31.141493),
southern immediate care,956 GILBERT FERRY ROAD SE,,Attalla,Etowah,AL,35954,0173-0901-86,Sotrovimab,2022-02-16T00:00:00.000,2022-02-22T00:00:00.000,6,,,POINT (-86.096064 33.997114),1467909978.0
DOCTORS CARE,307 E MEIGHAN BLVD,,Gadsden,Etowah,AL,35903,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-85.988607 34.009703),
GADSDEN RAPID CARE,1039 FORREST AVENUE,,Gadsden,Etowah,AL,35901,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-02-24T00:00:00.000,30,,,POINT (-86.016673 34.017592),1053367342.0
FAYETTE MEDICAL CENTER,1653 TEMPLE AVE N,,Fayette,Fayette,AL,35555-1314,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,12,,,POINT (-87.823189 33.708511),1851323836.0
RED BAY HOSPITAL,211 Hospital Road,,Red Bay,Franklin,AL,35582,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-88.147418 34.457454),
CIRCLE PHARMACY,2021 Alexander Drive,,Dothan,Houston,AL,36301,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-25T00:00:00.000,6,,,POINT (-85.362591 31.21235),1710977970.0
FLOWERS HOSPITAL,4370 W MAIN ST,,Dothan,Houston,AL,36305-1056,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,42,,,POINT (-85.457563 31.235892),1801830500.0
PULMONARY ASSOCIATES PA,1450 Ross Clark Circle Suite 400,,Dothan,Houston,AL,36301,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-07T00:00:00.000,36,,,POINT (-85.369345 31.199825),1659365138.0
FAMILY FIRST MEDICINE LLC,1601 Veterans Drive,Suite 102,Scottsboro,Jackson,AL,35769,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-02-17T00:00:00.000,24,,,POINT (-86.005094 34.658319),1194905075.0
HIGHLANDS MEDICAL CENTER,380 WOODS COVE RD,,Scottsboro,Jackson,AL,35768-2428,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-86.046982 34.661401),1659473916.0
SECTION PHARMACY,5295 Tammy Little Drive,,Section,Jackson,AL,35771,0173-0901-86,Sotrovimab,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,18,,,POINT (-85.985428 34.58274),1902867377.0
MEDICAL WEST HOSPITAL,995 9TH AVENUE SW,INPATIENT PHARMACY  5TH FLOOR,Bessemer,Jefferson,AL,35022,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,12,,,POINT (-86.991709 33.373086),
ASCENSION ST VINCENTS BIRMINGHAM,810 SAINT VINCENTS DR,,Birmingham,Jefferson,AL,35205-1601,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,30,,,POINT (-86.788794 33.508075),
GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PKWY,,Birmingham,Jefferson,AL,35243,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-86.720483 33.434364),1023061405.0
MEDHELP PC,ONE WEST LAKESHORE DRIVE,SUITE 100,Birmingham,Jefferson,AL,35209,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,12,,,,1083772560.0
ROSS BRIDGE MEDICAL PRACTICE,3635 MARKET STREET SUITE A,,Birmingham,Jefferson,AL,35226,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,18,,,,
NORWOOD CLINIC PLAZA INTERNAL MEDIC,339 WALKER CHAPEL PLAZA,STE 115,Fultondale,Jefferson,AL,35068,0173-0901-86,Sotrovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,30,,,POINT (-86.797678 33.610693),1104879741.0
GARDENDALE PRIMARY CARE,313 Fieldstown Road,Ste 103,Gardendale,Jefferson,AL,35071-2796,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,,12,,,POINT (-86.814359 33.651849),1881865103.0
Amber Specialty Pharmacy Birmingham,2100 Riverchase Center,Suite 400,Hoover,Jefferson,AL,35244,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-86.786134 33.365751),1518584697.0
WELLNESS MEDICAL CENTER,4735 Norrell Dr,Suite 109,Trussville,Jefferson,AL,35173,0173-0901-86,Sotrovimab,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,12,,,POINT (-86.613528 33.641574),1073882700.0
FLEXCARE INFUSION CENTER,2409 ACTON RD,SUITE 153,Vestavia Hills,Jefferson,AL,35243,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-86.764245 33.410311),
HAMILTON FAMILY URGENT CARE,3500 CLOVERDALE ROAD,3500 CLOVERDALE ROAD,Florence,Lauderdale,AL,35633,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-87.691127 34.852554),1205484326.0
MEDPLUS INC,2908 MALL RD,,Florence,Lauderdale,AL,35630,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-87.639042 34.839732),
NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,,Florence,Lauderdale,AL,35630,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-87.653141 34.802511),1477874337.0
KILLEN FAMILY CLINIC,148 J C MAULDIN HIGHWAY,,Killen,Lauderdale,AL,35645-0309,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,42,,,POINT (-87.54614 34.85774),1467443424.0
EAST ALABAMA MEDICAL CENTER,2000 Pepperell Parkway,,Opelika,Lee,AL,36801,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,12,,,POINT (-85.404324 32.638032),1154386431.0
Athens Limestone Hospital,700 W Market Street,,Athens,Limestone,AL,35611,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-02-17T00:00:00.000,18,,,POINT (-86.978017 34.803509),1144695081.0
Comprehensive Primary and Urgent Ca,707 W Market St,Suite C,Athens,Limestone,AL,35611,0173-0901-86,Sotrovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,12,,,POINT (-86.97844 34.803545),1750997706.0
THE DOCTORS OFFICE/LAURA LEE TAYLOR,12935 Hwy 231-431 N,,Hazel Green,Madison,AL,35750,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-86.57005 34.890468),1083824601.0
CRESTWOOD MEDICAL CENTER,1 HOSPITAL DR SW,,Huntsville,Madison,AL,35801-6455,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,42,,,POINT (-86.572527 34.692379),1023061496.0
SYNERGY WELLNESS,7105 BAILEY CREEK CIR,Suite B,Huntsville,Madison,AL,35802,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-08T00:00:00.000,120,,,POINT (-86.53817 34.673486),
TRINITY MEDICAL CENTER,500 GOVERNORS DRIVE,,Huntsville,Madison,AL,35801,0173-0901-86,Sotrovimab,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,18,,,POINT (-86.586474 34.719944),1689617458.0
APPROXIE HEALTH,101 IVORY PL,,Madison,Madison,AL,35758-2349,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,54,,,POINT (-86.752633 34.678521),1780941740.0
FLEXCARE INFUSION CENTERS,1038 RESEARCH BLVD,SUITE 280,Madison,Madison,AL,35758,0173-0901-86,Sotrovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,6,,,,
QUICKCARE,7500 HWY 72 W,,Madison,Madison,AL,35758,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,,24,,,POINT (-86.727643 34.756498),1093794497.0
WHITFIELD REGIONAL HOSPITAL,105 US HIGHWAY 80 E,,Demopolis,Marengo,AL,36732-3605,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,12,,,POINT (-87.836677 32.503688),
NORTH MISSISSIPPI MEDICAL CENTERHA,1256 MILITARY ST S,,Hamilton,Marion,AL,35570,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,12,,,POINT (-87.989813 34.126066),
MED 360 HEALTH,125 Bob Lawrence Drive,,Winfield,Marion,AL,35594,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,60,,,,1477511194.0
NORTHWEST REGIONAL HEALTH,1530 US HIGHWAY 43,,Winfield,Marion,AL,35594,0173-0901-86,Sotrovimab,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,12,,,POINT (-87.8244 33.929257),1750495941.0
BRINDLEYS FAMILY PHARMACY,209 Sand Mountain Drive East,Suite 100,Albertville,Marshall,AL,35950,0173-0901-86,Sotrovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,30,,,POINT (-86.208537 34.266667),
MAINSTREET FAMILY CARE ARAB,1420 N BRINDLEE MOUNTAIN PKWY,SUITE A-1,Arab,Marshall,AL,35016,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,48,,,POINT (-86.503604 34.341533),
MARSHALL MEDICAL CENTER SOUTH,2505 US Highway 431 North,,Boaz,Marshall,AL,35957,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,6,,,,1407313760.0
LAKESIDE NORTH FAMILY MEDICINE,38 ROWE DRIVE,,Guntersville,Marshall,AL,35976-7135,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-86.422327 34.364497),1245809896.0
MARSHALL MEDICAL CENTER NORTH,8000 AL HIGHWAY 69,,Guntersville,Marshall,AL,35976-7140,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,36,,,POINT (-86.42017 34.36372),1407313760.0
ALABAMA MEDICAL GROUP,101 MEMORIAL HOSPITAL DR STE 200,,Mobile,Mobile,AL,36608-1787,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,12,,,POINT (-88.130758 30.683078),
GACEK EAR AND SINUS CENTER,100 MEMORIAL HOSPITAL DR,SUITE 3C,Mobile,Mobile,AL,36608,0173-0901-86,Sotrovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,6,,,POINT (-88.13104 30.684685),1932449451.0
IMMEDIATE CARE OF THE SOUTH,4270,Cottage Hill Rd,Mobile,Mobile,AL,36609,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,30,,,,
MAINSTREET FAMILY CARE MOBILE,6280 GRELOT ROAD,,Mobile,Mobile,AL,36609,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,24,,,POINT (-88.188157 30.661235),
MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,,Mobile,Mobile,AL,36607,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,78,,,POINT (-88.081013 30.696442),
PROVIDENCE HOSPITAL,6801 AIRPORT BLVD,,Mobile,Mobile,AL,36608-3709,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,90,,,POINT (-88.198327 30.681693),1952390643.0
USA HEALTH UNIVERSITY HOSPITAL,2451 UNIVERSITY HOSPITAL DRIVE,,Mobile,Mobile,AL,36617,0173-0901-86,Sotrovimab,2022-03-01T00:00:00.000,2022-03-04T00:00:00.000,6,,,,
MAINSTREET FAMILY CARE MONROEVILL,1195 SOUTH ALABAMA AVE,,Monroeville,Monroe,AL,36460,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,48,,,POINT (-87.320147 31.511099),
MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,,Monroeville,Monroe,AL,36460,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,42,,,POINT (-87.319411 31.497839),
PRIMARY CARE CENTER OF MONROEVILLE,1075 DREWRY RD STE B,,Monroeville,Monroe,AL,36460-2839,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,6,,,POINT (-87.311949 31.511812),1265478663.0
BAPTIST MED CTR SOUTH,2105 E SOUTH BLVD,,Montgomery,Montgomery,AL,36116,0173-0901-86,Sotrovimab,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,60,,,POINT (-86.276489 32.327148),1700977105.0
MAINSTREET FAMILY CARE MONTGOMERY,3039 VAUGHN ROAD,,Montgomery,Montgomery,AL,36106,0173-0901-86,Sotrovimab,2022-03-07T00:00:00.000,2022-03-04T00:00:00.000,18,,,POINT (-86.262012 32.352384),
Turenne Pharmedco Inc.,355 Industrial Park Blvd,,Montgomery,Montgomery,AL,36117,0173-0901-86,Sotrovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,12,,,POINT (-86.112515 32.37292),
DECATUR MORGAN HOSP PARKWAY CAMPUS,1874 Beltline Road,,Decatur,Morgan,AL,35601,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,18,,,,
DECATUR MORGAN HOSPITAL DECATUR C,1201 7TH ST SE,,Decatur,Morgan,AL,35601-3337,0173-0901-86,Sotrovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,18,,,POINT (-86.97261 34.591168),
