provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
IMMEDIATE CARE FOLEY,1265 S MCKENZIE ST,,Foley,Baldwin,AL,36535,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,25,10.0,2022-02-21T00:00:00.000,POINT (-87.683347 30.392757),
MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,,Eufaula,Barbour,AL,36027-1822,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,30,,,POINT (-85.156644 31.887979),1730692641.0
ASCENSION ST VINCENTS BLOUNT,150 Gilbreath Dr,,Oneonta,Blount,AL,35121,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,,,POINT (-86.492973 33.932504),1447353941.0
PRIMARY CARE SERVICESBLOUNT LLC,101 LEMLEY DR STE A,,Oneonta,Blount,AL,35121-2100,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,10,,,POINT (-86.488503 33.936203),1225108723.0
REGIONAL MEDICAL CENTER OF CENTRAL,29 L V STABLER DR,29 LV STABLER DRIVE,Greenville,Butler,AL,36037-3850,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,45,,,POINT (-86.64586 31.82945),
NORTHEAST ALABAMA REGIONAL MEDICAL,400 East 10th Street,,Anniston,Calhoun,AL,36207,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,25,10.0,2022-03-02T00:00:00.000,POINT (-85.823647 33.657122),1003996000.0
STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH STREET,,Anniston,Calhoun,AL,36207,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,10,10.0,2022-03-02T00:00:00.000,POINT (-85.824495 33.66751),
EAMC LANIER,4800 48th Street,,Valley,Chambers,AL,36854,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,25,,,POINT (-85.1702 32.82397),1780235002.0
ASCENSION ST VINCENTS CHILTON,2030 Lay Dam Road,,Clanton,Chilton,AL,35045,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,30,,,POINT (-86.623511 32.876583),1093171860.0
CHOCTAW GENERAL HOSPITAL,401 VANITY FAIR AVE,,Butler,Choctaw,AL,36904-3032,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,10,5.0,2022-03-01T00:00:00.000,POINT (-88.208321 32.093445),
THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,,Thomasville,Clarke,AL,36784,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-02-23T00:00:00.000,45,,,,1902468085.0
CLAY COUNTY HOSPITAL AND NURSING HO,83825 HIGHWAY 9,,Ashland,Clay,AL,36251-7981,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,25,,,POINT (-85.823875 33.276514),1629133673.0
MEDICAL CENTER ENTERPRISE,400 N Edwards Street,,Enterprise,Coffee,AL,36330,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,,,POINT (-85.855269 31.318147),1720039712.0
SHOALS HOSPITAL,201 W. AVALON AVE,,Muscle Shoals,Colbert,AL,35661,0002-7589-01,Bebtelovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,5,,,POINT (-87.676287 34.744941),1699096552.0
HELEN KELLER HOSPITAL,1300 S MONTGOMERY AVE,,Sheffield,Colbert,AL,35660-6334,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,40,,,POINT (-87.698913 34.745928),
CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL DRIVE,,Luverne,Crenshaw,AL,36049,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,20,10.0,2022-03-08T00:00:00.000,POINT (-86.265595 31.694493),1750480406.0
BAILEYTON FAMILY MEDICINE,105 FIRE STATION ROAD,,Baileyton,Cullman,AL,35019,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,50,10.0,2022-03-03T00:00:00.000,POINT (-86.61429 34.26383),1285837377.0
Express Meds (TPB LLC dba Express M,1800 AL Hwy 157,Suite 101,Cullman,Cullman,AL,35058,0002-7589-01,Bebtelovimab,2022-02-23T00:00:00.000,2022-03-01T00:00:00.000,5,5.0,2022-03-07T00:00:00.000,POINT (-86.804032 34.1986),1720377419.0
VAUGHAN REGIONAL MEDICAL CENTER,1015 MEDICAL CENTER PKWY,,Selma,Dallas,AL,36701-6748,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,,,POINT (-87.055271 32.430311),1871655993.0
DEKALB REGIONAL MEDICAL CENTER,200 MEDICAL CENTER DRIVE SW,,Fort Payne,De Kalb,AL,35968,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,25,,,POINT (-85.75656 34.440533),1710901178.0
GERALDINE CLINIC,41263 ALABAMA HWY 75,SUITE D,Geraldine,De Kalb,AL,35974,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,5.0,2022-02-23T00:00:00.000,POINT (-86.003532 34.364437),1588207476.0
COMMUNITY HOSP INC TALLASSEE,805 FRIENDSHIP RD,,Tallassee,Elmore,AL,36078,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,5,,,POINT (-85.911996 32.535293),1730120726.0
ATMORE COMMUNITY HOSPITAL,401 Medical Park Dr,,Atmore,Escambia,AL,36502,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,,,POINT (-87.479707 31.017327),1124073879.0
D W MCMILLAN MEM HOSP,1301 N BELLEVILLE AVENUE,,Brewton,Escambia,AL,36426,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,40,,,POINT (-87.072367 31.127087),1609811538.0
southern immediate care,956 GILBERT FERRY ROAD SE,,Attalla,Etowah,AL,35954,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,5,,,POINT (-86.096064 33.997114),1467909978.0
GADSDEN RAPID CARE,1039 FORREST AVENUE,,Gadsden,Etowah,AL,35901,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-02-23T00:00:00.000,45,,,POINT (-86.016673 34.017592),1053367342.0
FAYETTE MEDICAL CENTER,1653 TEMPLE AVE N,,Fayette,Fayette,AL,35555-1314,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,5,,,POINT (-87.823189 33.708511),1851323836.0
CIRCLE PHARMACY,2021 Alexander Drive,,Dothan,Houston,AL,36301,0002-7589-01,Bebtelovimab,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,5,,,POINT (-85.362591 31.21235),1710977970.0
PULMONARY ASSOCIATES PA,1450 Ross Clark Circle Suite 400,,Dothan,Houston,AL,36301,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,30,20.0,2022-02-23T00:00:00.000,POINT (-85.369345 31.199825),1659365138.0
FAMILY FIRST MEDICINE LLC,1601 Veterans Drive,Suite 102,Scottsboro,Jackson,AL,35769,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-02-23T00:00:00.000,65,,,POINT (-86.005094 34.658319),1194905075.0
HIGHLANDS MEDICAL CENTER,380 WOODS COVE RD,,Scottsboro,Jackson,AL,35768-2428,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,20,,,POINT (-86.046982 34.661401),1659473916.0
SECTION PHARMACY,5295 Tammy Little Drive,,Section,Jackson,AL,35771,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,,,POINT (-85.985428 34.58274),1902867377.0
ASCENSION ST VINCENTS BIRMINGHAM,810 SAINT VINCENTS DR,,Birmingham,Jefferson,AL,35205-1601,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,25,15.0,2022-02-24T00:00:00.000,POINT (-86.788794 33.508075),
ContinuumRx of Central Alabama,2 Perimeter Park S,Suite 250E,Birmingham,Jefferson,AL,35243,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,5,,,POINT (-86.724755 33.436044),1174807572.0
GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PKWY,,Birmingham,Jefferson,AL,35243,0002-7589-01,Bebtelovimab,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,5,10.0,2022-03-03T00:00:00.000,POINT (-86.720483 33.434364),1023061405.0
MEDHELP PC,ONE WEST LAKESHORE DRIVE,SUITE 100,Birmingham,Jefferson,AL,35209,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,,,,1083772560.0
NORWOOD CLINIC PLAZA INTERNAL MEDIC,339 WALKER CHAPEL PLAZA,STE 115,Fultondale,Jefferson,AL,35068,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,25,,,POINT (-86.797678 33.610693),1104879741.0
GARDENDALE PRIMARY CARE,313 Fieldstown Road,Ste 103,Gardendale,Jefferson,AL,35071-2796,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,,10,,,POINT (-86.814359 33.651849),1881865103.0
Amber Specialty Pharmacy Birmingham,2100 Riverchase Center,Suite 400,Hoover,Jefferson,AL,35244,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,10,10.0,2022-03-07T00:00:00.000,POINT (-86.786134 33.365751),1518584697.0
WELLNESS MEDICAL CENTER,4735 Norrell Dr,Suite 109,Trussville,Jefferson,AL,35173,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,13.0,2022-03-02T00:00:00.000,POINT (-86.613528 33.641574),1073882700.0
FLEXCARE INFUSION CENTER,2409 ACTON RD,SUITE 153,Vestavia Hills,Jefferson,AL,35243,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,15.0,2022-03-07T00:00:00.000,POINT (-86.764245 33.410311),
HAMILTON FAMILY URGENT CARE,3500 CLOVERDALE ROAD,3500 CLOVERDALE ROAD,Florence,Lauderdale,AL,35633,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,20,2.0,2022-03-08T00:00:00.000,POINT (-87.691127 34.852554),1205484326.0
MEDPLUS INC,2908 MALL RD,,Florence,Lauderdale,AL,35630,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,25,15.0,2022-03-03T00:00:00.000,POINT (-87.639042 34.839732),
NORTH ALABAMA MEDICAL CENTER,1701 VETERANS DRIVE,,Florence,Lauderdale,AL,35630,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,20,20.0,2022-03-07T00:00:00.000,POINT (-87.653141 34.802511),1477874337.0
EAST ALABAMA MEDICAL CENTER,2000 Pepperell Parkway,,Opelika,Lee,AL,36801,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,40,,,POINT (-85.404324 32.638032),1154386431.0
Athens Limestone Hospital,700 W Market Street,,Athens,Limestone,AL,35611,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-02-18T00:00:00.000,20,10.0,2022-02-23T00:00:00.000,POINT (-86.978017 34.803509),1144695081.0
THE DOCTORS OFFICE/LAURA LEE TAYLOR,12935 Hwy 231-431 N,,Hazel Green,Madison,AL,35750,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,5,,,POINT (-86.57005 34.890468),1083824601.0
CRESTWOOD MEDICAL CENTER,1 HOSPITAL DR SW,,Huntsville,Madison,AL,35801-6455,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,45,35.0,2022-03-08T00:00:00.000,POINT (-86.572527 34.692379),1023061496.0
SYNERGY WELLNESS,7105 BAILEY CREEK CIR,Suite B,Huntsville,Madison,AL,35802,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,65,26.0,2022-03-07T00:00:00.000,POINT (-86.53817 34.673486),
FLEXCARE INFUSION CENTERS,1038 RESEARCH BLVD,SUITE 280,Madison,Madison,AL,35758,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,10.0,2022-03-02T00:00:00.000,,
Padgett Medical Care,165 Chestnut Dr,Suite A,Madison,Madison,AL,35758,0002-7589-01,Bebtelovimab,2022-03-02T00:00:00.000,,5,,,POINT (-86.749036 34.751147),1275587636.0
QUICKCARE,7500 HWY 72 W,,Madison,Madison,AL,35758,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,40,5.0,2022-03-02T00:00:00.000,POINT (-86.727643 34.756498),1093794497.0
WHITFIELD REGIONAL HOSPITAL,105 US HIGHWAY 80 E,,Demopolis,Marengo,AL,36732-3605,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,20,15.0,2022-03-07T00:00:00.000,POINT (-87.836677 32.503688),
NORTH MISSISSIPPI MEDICAL CENTERHA,1256 MILITARY ST S,,Hamilton,Marion,AL,35570,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,,,POINT (-87.989813 34.126066),
NORTHWEST REGIONAL HEALTH,1530 US HIGHWAY 43,,Winfield,Marion,AL,35594,0002-7589-01,Bebtelovimab,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,5,,,POINT (-87.8244 33.929257),1750495941.0
BRINDLEYS FAMILY PHARMACY,209 Sand Mountain Drive East,Suite 100,Albertville,Marshall,AL,35950,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,,,POINT (-86.208537 34.266667),
RAPID CARE INC ALBERTVILLE,9511 US HIGHWAY 431,,Albertville,Marshall,AL,35950-0128,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,5,,,POINT (-86.241065 34.28883),
MARSHALL MEDICAL CENTER SOUTH,2505 US Highway 431 North,,Boaz,Marshall,AL,35957,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-04T00:00:00.000,5,,,,1407313760.0
LAKESIDE NORTH FAMILY MEDICINE,38 ROWE DRIVE,,Guntersville,Marshall,AL,35976-7135,0002-7589-01,Bebtelovimab,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,30,,,POINT (-86.422327 34.364497),1245809896.0
MARSHALL MEDICAL CENTER NORTH,8000 AL HIGHWAY 69,,Guntersville,Marshall,AL,35976-7140,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,30,,,POINT (-86.42017 34.36372),1407313760.0
ALABAMA MEDICAL GROUP,101 MEMORIAL HOSPITAL DR STE 200,,Mobile,Mobile,AL,36608-1787,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,15,,,POINT (-88.130758 30.683078),
GACEK EAR AND SINUS CENTER,100 MEMORIAL HOSPITAL DR,SUITE 3C,Mobile,Mobile,AL,36608,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,10,9.0,2022-03-08T00:00:00.000,POINT (-88.13104 30.684685),1932449451.0
IMMEDIATE CARE OF THE SOUTH,4270,Cottage Hill Rd,Mobile,Mobile,AL,36609,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,25,10.0,2022-02-21T00:00:00.000,,
MIDTOWN PHARMACY,2152 AIRPORT BLVD,suite 107,Mobile,Mobile,AL,36606,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,5,5.0,2022-03-07T00:00:00.000,POINT (-88.09208 30.676449),1497055347.0
MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,,Mobile,Mobile,AL,36607,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,120,,,POINT (-88.081013 30.696442),
PROVIDENCE HOSPITAL,6801 AIRPORT BLVD,,Mobile,Mobile,AL,36608-3709,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,165,62.0,2022-02-28T00:00:00.000,POINT (-88.198327 30.681693),1952390643.0
USA HEALTH UNIVERSITY HOSPITAL,2451 UNIVERSITY HOSPITAL DRIVE,,Mobile,Mobile,AL,36617,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-04T00:00:00.000,5,,,,
MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE,,Monroeville,Monroe,AL,36460,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,35,15.0,2022-02-28T00:00:00.000,POINT (-87.319411 31.497839),
PRIMARY CARE CENTER OF MONROEVILLE,1075 DREWRY RD STE B,,Monroeville,Monroe,AL,36460-2839,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,10,10.0,2022-03-07T00:00:00.000,POINT (-87.311949 31.511812),1265478663.0
BAPTIST MED CTR SOUTH,2105 E SOUTH BLVD,,Montgomery,Montgomery,AL,36116,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,125,,,POINT (-86.276489 32.327148),1700977105.0
DECATUR MORGAN HOSP PARKWAY CAMPUS,1874 Beltline Road,,Decatur,Morgan,AL,35601,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,30,,,,
DECATUR MORGAN HOSPITAL DECATUR C,1201 7TH ST SE,,Decatur,Morgan,AL,35601-3337,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,40,,,POINT (-86.97261 34.591168),
WHITFIELD FAMILY PRACTICE LLC,2828 Hwy 31 S,SUITE 111,Decatur,Morgan,AL,35603,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,10,,,POINT (-86.97352 34.553031),1013507680.0
TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 S,,Troy,Pike,AL,36081-3058,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,,,POINT (-85.945687 31.780373),
TANNER MEDICAL CENTER EAST ALABAMA,1032 South Main St,,Wedowee,Randolph,AL,36278,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,15.0,2022-03-03T00:00:00.000,POINT (-85.480028 33.296666),1447772751.0
JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVERCHASE DR,,Phenix City,Russell,AL,36867-7483,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,10,,,POINT (-85.006268 32.509707),1023050101.0
ASCENSION ST VINCENTS ST CLAIR,7063 VETERANS PKWY,,Pell City,Saint Clair,AL,35125-5114,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-02-23T00:00:00.000,15,,,POINT (-86.301432 33.605082),
INTEGRACARE PHARMACY,199 CORPORATE WOODS DRIVE,,Alabaster,Shelby,AL,35007,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,5,,,POINT (-86.790153 33.189282),1114359817.0
Southern Wellness LLC,321 1st Street North,,Alabaster,Shelby,AL,35007,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-03-03T00:00:00.000,35,17.0,2022-03-08T00:00:00.000,POINT (-86.815543 33.24702),1437527009.0
MEDHELP 280,4600 HIGHWAY 280,SUITE 102,Birmingham,Shelby,AL,35242-5028,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,25,,,POINT (-86.708989 33.42929),1174681654.0
CHELSEA URGENT CARE,15582 Highway 280 South,#106,Chelsea,Shelby,AL,35043,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-02-23T00:00:00.000,15,5.0,2022-03-07T00:00:00.000,POINT (-86.611754 33.351138),1043252505.0
EMINENCE CLINIC URGENT CARE,2156 HIGHWAY 52 EAST,SUITE 150,Pelham,Shelby,AL,35124,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,25,,,,1285221671.0
MEDHELP SHELBY,3143 PELHAM PKWY,,Pelham,Shelby,AL,35124,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-24T00:00:00.000,5,,,POINT (-86.810829 33.288866),1053832089.0
COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,,Sylacauga,Talladega,AL,35150-2913,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,10,10.0,2022-02-22T00:00:00.000,POINT (-86.254598 33.164666),1972527265.0
RUSSELL MEDICAL CENTER,3316 Highway 280,,Alexander City,Tallapoosa,AL,35010,0002-7589-01,Bebtelovimab,2022-03-07T00:00:00.000,2022-02-17T00:00:00.000,15,5.0,2022-03-07T00:00:00.000,POINT (-85.968394 32.93103),1881849024.0
LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN RD,,Dadeville,Tallapoosa,AL,36853-6244,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-04T00:00:00.000,5,,,POINT (-85.741632 32.818415),
ALLEGRA FAMILY CLINIC,1116 MITT LARY ROAD,,Northport,Tuscaloosa,AL,35475,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,5,,,,1578183190.0
NORTHPORT MEDICAL CENTER,2700 HOSPITAL DR,,Northport,Tuscaloosa,AL,35476,0002-7589-01,Bebtelovimab,2022-02-21T00:00:00.000,2022-02-23T00:00:00.000,15,15.0,2022-03-08T00:00:00.000,POINT (-87.569515 33.234872),1831480797.0
LAKELAND COMMUNITY HOSPITAL,42024 Hwy 195 East,,Haleyville,Winston,AL,35565,0002-7589-01,Bebtelovimab,2022-02-15T00:00:00.000,2022-02-17T00:00:00.000,5,6.0,2022-03-08T00:00:00.000,POINT (-87.589857 34.241718),1275600967.0
DEWITT HOSP AND NUR CLINIC,1641 S WHITEHEAD DR,,De Witt,Arkansas,AR,72042,0002-7589-01,Bebtelovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,15,15.0,2022-03-08T00:00:00.000,POINT (-91.337491 34.279206),
ASHLEY COUNTY MED CENTER,1015 UNITY RD,,Crossett,Ashley,AR,71635,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,75,74.0,2022-03-08T00:00:00.000,POINT (-91.939011 33.137339),
Baxter Regional Medical Center,624 Hospital Drive,,Mountain Home,Baxter,AR,72653,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-05T00:00:00.000,40,20.0,2022-03-03T00:00:00.000,POINT (-92.395905 36.343067),1164770293.0
OZARKS COMMUNITY HOSPITAL GRAVETTE,1101 JACKSON,,Gravette,Benton,AR,72736,0002-7589-01,Bebtelovimab,2022-03-01T00:00:00.000,2022-03-04T00:00:00.000,20,,,,
MERCY HOSPITAL ROGERS,2710 RIFE MEDICAL LN,,Rogers,Benton,AR,72758,0002-7589-01,Bebtelovimab,2022-02-22T00:00:00.000,2022-02-24T00:00:00.000,30,,,POINT (-94.184709 36.309562),
NORTH ARKANSAS MEDICAL CENTER,620 N MAIN ST,,Harrison,Boone,AR,72601,0002-7589-01,Bebtelovimab,2022-02-16T00:00:00.000,2022-02-18T00:00:00.000,20,20.0,2022-03-07T00:00:00.000,POINT (-93.107153 36.236124),1275523912.0
MERCY HOSPITAL BERRYVILLE,214 CARTER ST,,Berryville,Carroll,AR,72616,0002-7589-01,Bebtelovimab,2022-02-22T00:00:00.000,2022-02-25T00:00:00.000,20,20.0,2022-03-07T00:00:00.000,POINT (-93.551474 36.358381),
CHICOT MEMORIAL HOSPITAL,2729 HWY 65 82,,Lake Village,Chicot,AR,71653,0002-7589-01,Bebtelovimab,2022-02-16T00:00:00.000,2022-02-22T00:00:00.000,10,,,POINT (-91.290592 33.305731),
