provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
Amber Specialty Pharmacy Birmingham,2100 Riverchase Center,Suite 400,Hoover,Jefferson,AL,35244,0310-7442-02,Evusheld,2022-02-14T00:00:00.000,2022-02-16T00:00:00.000,72,60.0,2022-03-07T00:00:00.000,POINT (-86.786134 33.365751),1518584697.0
WELLNESS MEDICAL CENTER,4735 Norrell Dr,Suite 109,Trussville,Jefferson,AL,35173,0310-7442-02,Evusheld,2022-02-18T00:00:00.000,2022-02-22T00:00:00.000,24,,,POINT (-86.613528 33.641574),1073882700.0
HAMILTON FAMILY URGENT CARE,3500 CLOVERDALE ROAD,3500 CLOVERDALE ROAD,Florence,Lauderdale,AL,35633,0310-7442-02,Evusheld,2022-02-07T00:00:00.000,2022-02-10T00:00:00.000,24,23.0,2022-03-08T00:00:00.000,POINT (-87.691127 34.852554),1205484326.0
"Allergy, Asthma, and Imm of East AL","1925 East Glenn Ave, Suite 101",,Auburn,Lee,AL,36830,0310-7442-02,Evusheld,2022-03-07T00:00:00.000,2022-01-26T00:00:00.000,96,46.0,2022-03-02T00:00:00.000,POINT (-85.439972 32.605612),
EAST ALABAMA MEDICAL CENTER,2000 Pepperell Parkway,,Opelika,Lee,AL,36801,0310-7442-02,Evusheld,2022-02-07T00:00:00.000,2022-02-10T00:00:00.000,24,24.0,2022-03-07T00:00:00.000,POINT (-85.404324 32.638032),1154386431.0
"East Alabama Apothecary, LLC","2000 Pepperell Parkway, Suite 292",,Opelika,Lee,AL,36801,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,2022-02-08T00:00:00.000,24,,,POINT (-85.404324 32.638032),1215089305.0
CRESTWOOD MEDICAL CENTER,1 HOSPITAL DR SW,,Huntsville,Madison,AL,35801-6455,0310-7442-02,Evusheld,2022-03-07T00:00:00.000,2022-01-21T00:00:00.000,72,17.0,2022-03-08T00:00:00.000,POINT (-86.572527 34.692379),1023061496.0
SYNERGY WELLNESS,7105 BAILEY CREEK CIR,Suite B,Huntsville,Madison,AL,35802,0310-7442-02,Evusheld,2022-02-28T00:00:00.000,2022-03-02T00:00:00.000,72,68.0,2022-03-07T00:00:00.000,POINT (-86.53817 34.673486),
Padgett Medical Care,165 Chestnut Dr,Suite A,Madison,Madison,AL,35758,0310-7442-02,Evusheld,2022-02-23T00:00:00.000,,24,,,POINT (-86.749036 34.751147),1275587636.0
WHITFIELD REGIONAL HOSPITAL,105 US HIGHWAY 80 E,,Demopolis,Marengo,AL,36732-3605,0310-7442-02,Evusheld,2022-01-24T00:00:00.000,2022-01-26T00:00:00.000,72,60.0,2022-03-07T00:00:00.000,POINT (-87.836677 32.503688),
GACEK EAR AND SINUS CENTER,100 MEMORIAL HOSPITAL DR,SUITE 3C,Mobile,Mobile,AL,36608,0310-7442-02,Evusheld,2022-02-14T00:00:00.000,2022-02-17T00:00:00.000,24,18.0,2022-03-08T00:00:00.000,POINT (-88.13104 30.684685),1932449451.0
MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,,Mobile,Mobile,AL,36607,0310-7442-02,Evusheld,2022-02-28T00:00:00.000,2022-03-02T00:00:00.000,24,24.0,2022-03-08T00:00:00.000,POINT (-88.081013 30.696442),
PRIMARY CARE CENTER OF MONROEVILLE,1075 DREWRY RD STE B,,Monroeville,Monroe,AL,36460-2839,0310-7442-02,Evusheld,2022-02-28T00:00:00.000,2022-03-02T00:00:00.000,24,24.0,2022-03-07T00:00:00.000,POINT (-87.311949 31.511812),1265478663.0
PICKENS COUNTY PRIMARY CARE PC,108 4th Ave SW,Suite A,Reform,Pickens,AL,35481,0310-7442-02,Evusheld,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,24,24.0,2022-03-01T00:00:00.000,,1255397824.0
Southern Wellness LLC,321 1st Street North,,Alabaster,Shelby,AL,35007,0310-7442-02,Evusheld,2022-02-14T00:00:00.000,2022-02-17T00:00:00.000,24,24.0,2022-03-08T00:00:00.000,POINT (-86.815543 33.24702),1437527009.0
CHELSEA URGENT CARE,15582 Highway 280 South,#106,Chelsea,Shelby,AL,35043,0310-7442-02,Evusheld,2022-02-14T00:00:00.000,2022-02-17T00:00:00.000,24,21.0,2022-03-07T00:00:00.000,POINT (-86.611754 33.351138),1043252505.0
COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,,Sylacauga,Talladega,AL,35150-2913,0310-7442-02,Evusheld,2022-01-05T00:00:00.000,2022-01-13T00:00:00.000,24,23.0,2022-02-22T00:00:00.000,POINT (-86.254598 33.164666),1972527265.0
RUSSELL MEDICAL CENTER,3316 Highway 280,,Alexander City,Tallapoosa,AL,35010,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,2022-01-18T00:00:00.000,120,91.0,2022-03-07T00:00:00.000,POINT (-85.968394 32.93103),1881849024.0
"Senior Care Pharmacy, Inc.",4373 Northcreek Blvd,,Northport,Tuscaloosa,AL,35473,0310-7442-02,Evusheld,2022-01-03T00:00:00.000,2022-01-11T00:00:00.000,24,24.0,2022-01-24T00:00:00.000,POINT (-87.596099 33.27226),1346239795.0
LAKELAND COMMUNITY HOSPITAL,42024 Hwy 195 East,,Haleyville,Winston,AL,35565,0310-7442-02,Evusheld,2022-01-05T00:00:00.000,2022-01-13T00:00:00.000,24,22.0,2022-03-08T00:00:00.000,POINT (-87.589857 34.241718),1275600967.0
ASHLEY COUNTY MED CENTER,1015 UNITY RD,,Crossett,Ashley,AR,71635,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-14T00:00:00.000,24,23.0,2022-03-08T00:00:00.000,POINT (-91.939011 33.137339),
Baxter Regional Medical Center,624 Hospital Drive,,Mountain Home,Baxter,AR,72653,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,9.0,2022-03-03T00:00:00.000,POINT (-92.395905 36.343067),1164770293.0
NORTH ARKANSAS MEDICAL CENTER,620 N MAIN ST,,Harrison,Boone,AR,72601,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,24,23.0,2022-03-07T00:00:00.000,POINT (-93.107153 36.236124),1275523912.0
NEA BAPTIST MEMORIAL HOSP PHARMACY,4800 E JOHNSON AVE,,Jonesboro,Craighead,AR,72401,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-02-08T00:00:00.000,192,88.0,2022-03-08T00:00:00.000,POINT (-90.635674 35.864196),
ST. BERNARD MEDICAL CENTER,225 E WASHINGTON AVE,,Jonesboro,Craighead,AR,72401,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,216,101.0,2022-03-07T00:00:00.000,POINT (-90.703102 35.838397),
The Medicine Shoppe- Jonesboro,325 Southwest Drive,,Jonesboro,Craighead,AR,72401,0310-7442-02,Evusheld,2022-02-28T00:00:00.000,2022-03-03T00:00:00.000,24,,,POINT (-90.708464 35.81825),
East Arkansas Family Health Center,900 North 7th Street,,West Memphis,Crittenden,AR,72301,0310-7442-02,Evusheld,2022-02-28T00:00:00.000,2022-03-03T00:00:00.000,24,24.0,2022-03-08T00:00:00.000,POINT (-90.175828 35.154315),
FOUNTAIN LAKE FAMILY MEDICINE,4517 PARK AVE,,Hot Springs,Garland,AR,71901,0310-7442-02,Evusheld,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,48,48.0,2022-03-08T00:00:00.000,POINT (-92.983934 34.576689),1316279375.0
LAKESIDE FAMILY MEDICINE,124 HOLLYWOOD AVE,,Hot Springs,Garland,AR,71901,0310-7442-02,Evusheld,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,24,24.0,2022-03-04T00:00:00.000,POINT (-93.035305 34.487283),1144782632.0
HAMILTON WEST FAMILY MEDICINE,1629 AIRPORT RD,STE B,Hot Springs National Park,Garland,AR,71913,0310-7442-02,Evusheld,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,48,34.0,2022-03-07T00:00:00.000,POINT (-93.14102 34.467447),1821176934.0
EAST GATE PHARMACY - LONSDALE,24615 HIGHWAY 5,UNIT 2,Lonsdale,Garland,AR,72087,0310-7442-02,Evusheld,2022-02-28T00:00:00.000,2022-03-02T00:00:00.000,24,24.0,2022-03-07T00:00:00.000,POINT (-92.853409 34.621154),
Bryants Pharmacy,2000 HARRISON ST,SUITE A,Batesville,Independence,AR,72501,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-02T00:00:00.000,24,23.0,2022-03-04T00:00:00.000,POINT (-91.6311 35.769537),
WHITE RIVER MED CENTER,1710 HARRISON ST,,Batesville,Independence,AR,72501,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,19.0,2022-03-04T00:00:00.000,POINT (-91.634368 35.769566),
DOCTORS ORDERS PHARMACY #2,2302 W 28TH AVE,Suite B,Pine Bluff,Jefferson,AR,71603,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,24.0,2022-02-16T00:00:00.000,POINT (-92.026468 34.201824),
EXPRESS RX - PARIS,508 E WALNUT ST,,Paris,Logan,AR,72855,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,24.0,2022-01-19T00:00:00.000,POINT (-93.72501 35.29204),
GLENWOOD FAMILY MEDICINE,248 US -70 East,,Glenwood,Pike,AR,71943,0310-7442-02,Evusheld,2022-03-01T00:00:00.000,2022-03-03T00:00:00.000,72,72.0,2022-03-07T00:00:00.000,POINT (-93.534275 34.328645),1740368877.0
FIRST CARE FAMILY MEDICINE MENA,1706 N U.S. 71,,Mena,Polk,AR,71953,0310-7442-02,Evusheld,2022-02-23T00:00:00.000,2022-02-25T00:00:00.000,48,48.0,2022-03-07T00:00:00.000,POINT (-94.251291 34.570331),1619410040.0
ARKANSAS HEART HOSPITAL,1701 S SHACKELFORD RD,,Little Rock,Pulaski,AR,72211,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,120,119.0,2022-02-01T00:00:00.000,POINT (-92.394431 34.73916),
Arkansas Childrens Hospital,1 Childrens Way,,Little Rock,Pulaski,AR,72202,0310-7442-02,Evusheld,2022-02-10T00:00:00.000,2022-02-16T00:00:00.000,24,24.0,2022-03-02T00:00:00.000,POINT (-92.291658 34.743014),
Baptist Health Medical Center - LR,9601 BAPTISIT HEALTH DR,,Little Rock,Pulaski,AR,72205,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,288,24.0,2022-03-07T00:00:00.000,POINT (-92.3813 34.745758),
CARTI CANCER CENTER,8901 CARTI Way,,Little Rock,Pulaski,AR,72205,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,144,101.0,2022-03-04T00:00:00.000,POINT (-92.3678 34.743601),
CHI ST. VINCENT INFIRMARY,2 ST. VINCENT CIR,UNIT ATTN. PHARMACY,Little Rock,Pulaski,AR,72205,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-19T00:00:00.000,192,100.0,2022-02-22T00:00:00.000,POINT (-92.338251 34.750183),
UAMS,4301 W. Markham St. Slot 571,"Pharmacy Stores Stockroom, G1030",Little Rock,Pulaski,AR,72205,0310-7442-02,Evusheld,2022-03-02T00:00:00.000,2022-03-04T00:00:00.000,624,104.0,2022-03-02T00:00:00.000,POINT (-92.321037 34.751585),1477549756.0
Premier Pharmacy Care,760 Michaela Dr,,North Little Rock,Pulaski,AR,72117,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,24,24.0,2022-03-07T00:00:00.000,POINT (-92.140372 34.734066),1558764159.0
FIVE RIVERS MED CENTER,2801 MEDICAL CENTER DR,,Pocahontas,Randolph,AR,72455,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,24.0,2022-03-07T00:00:00.000,POINT (-90.996348 36.289922),
WEST SIDE PHARMACY,620 W South St,,Benton,Saline,AR,72015,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,23.0,2022-03-07T00:00:00.000,POINT (-92.593674 34.563662),
MERCY COVID CLINIC FORT SMITH,7301 Rogers Ave,,Fort Smith,Sebastian,AR,72903,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,19.0,2022-03-07T00:00:00.000,POINT (-94.353957 35.354072),
De Queen Health and Wellness,1357 W Collin Raye Drive,,De Queen,Sevier,AR,71832,0310-7442-02,Evusheld,2022-03-08T00:00:00.000,2022-03-03T00:00:00.000,264,240.0,2022-02-22T00:00:00.000,POINT (-94.357178 34.046177),
WASHINGTON REGIONAL MED. CNTR.,3215 N NORTHHILLS BLVD,,Fayetteville,Washington,AR,72703,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,168,139.0,2022-03-08T00:00:00.000,POINT (-94.157859 36.11091),
HIGHLANDS ONCOLOGY- PARKWAY,3901 PARKWAY CIR,100,Springdale,Washington,AR,72762,0310-7442-02,Evusheld,2022-03-08T00:00:00.000,2022-02-01T00:00:00.000,336,46.0,2022-03-07T00:00:00.000,,
Advanced Care Hospital,1200 South Main Street,,Searcy,White,AR,72143,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,18.0,2022-03-08T00:00:00.000,POINT (-91.732412 35.233805),
AMERICAN SAMOA DEPT OF HEALTH,3965 LYONS PARK,LUA ST,Pago Pago,American Samoa,AS,96799,0310-7442-02,Evusheld,2022-03-07T00:00:00.000,,48,,,,
LBJ TROPICAL MEDICAL CENTER,FAGAALU VILLAGE,,Pago Pago,American Samoa,AS,96799,0310-7442-02,Evusheld,2022-02-15T00:00:00.000,2022-02-18T00:00:00.000,144,,,,
Chinle Comprehensive Healthcare,Hwy 191 and Hospital Road,,Chinle,Apache,AZ,86503,0310-7442-02,Evusheld,2021-12-30T00:00:00.000,2022-01-07T00:00:00.000,48,37.0,2022-03-04T00:00:00.000,,
FORT DEFIANCE INDIAN HOSPITAL,CORNER OF N12 AND N7,,Fort Defiance,Apache,AZ,86504,0310-7442-02,Evusheld,2022-01-18T00:00:00.000,2022-01-21T00:00:00.000,24,24.0,2022-03-07T00:00:00.000,,
FOUR CORNERS REGIONAL HEALTH CENTER,US Hwy 160 and Navajo Rte 35,,Red Mesa,Apache,AZ,86514,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,24,10.0,2022-02-28T00:00:00.000,,
BENSON HOSPITAL,450 S OCOTILLO AVE,,Benson,Cochise,AZ,85602,0310-7442-02,Evusheld,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,24,,,POINT (-110.307121 31.965078),
SACRED PEAKS /TCRHCC IHS,6300 N US Hwy 89,,Flagstaff,Coconino,AZ,86004,0310-7442-02,Evusheld,2022-02-11T00:00:00.000,2022-02-16T00:00:00.000,48,52.0,2022-02-25T00:00:00.000,POINT (-111.571962 35.23868),
TUBA CITY REG HEALTH CARE CENTER,3008 EAST BIRCH AVE,,Tuba City,Coconino,AZ,86045,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,48,47.0,2022-03-07T00:00:00.000,,
PONDEROSA FAMILY CARE LLC,127 E Main St,Suite D,Payson,Gila,AZ,85541,0310-7442-02,Evusheld,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,120,,,POINT (-111.322884 34.229752),1376512129.0
San Carlos Healthcare Corporation,103 Medicine Way RD,,Peridot,Gila,AZ,85542,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-02-08T00:00:00.000,48,60.0,2022-02-22T00:00:00.000,,
LA PAZ REGIONAL HOSPITAL,1200 W MOHAVE RD,,Parker,La Paz,AZ,85344,0310-7442-02,Evusheld,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,24,,,POINT (-114.285431 34.135209),
Parker Indian Health Center,12033 Agency Road,,Parker,La Paz,AZ,85344,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,24.0,2022-03-02T00:00:00.000,POINT (-114.30135 34.146493),
CHANDLER REGIONAL MEDICAL CENTER,1955 W. Frye Road,,Chandler,Maricopa,AZ,85224,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,936,,,POINT (-111.873507 33.298691),
FOUNTAIN HILLS MEDICAL CENTER,9700 N SAGUARO BLVD,,Fountain Hills,Maricopa,AZ,85268,0310-7442-02,Evusheld,2022-02-24T00:00:00.000,,96,,,POINT (-111.713408 33.57397),
BANNER GATEWAY MEDICAL CENTER,1900 N Higley Rd,,Gilbert,Maricopa,AZ,85234,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,144,234.0,2022-03-08T00:00:00.000,POINT (-111.719634 33.384225),1699884858.0
Stat Care Medical Services,3738 E Woodside Way,,Gilbert,Maricopa,AZ,85297,0310-7442-02,Evusheld,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,144,56.0,2022-02-23T00:00:00.000,,1609463710.0
BANNER THUNDERBIRD MEDICAL CENTER,5555 W THUNDERBIRD RD,C/O FAMILY OUTPATIENT PHARMACY,Glendale,Maricopa,AZ,85306,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,1104,,,POINT (-112.179439 33.610734),
ARIZONA GENERAL HOSPITAL - LAVEEN,7171 S 51ST AVENUE,,Laveen,Maricopa,AZ,85339,0310-7442-02,Evusheld,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,72,,,POINT (-112.168233 33.380677),
ARIZONA GENERAL HOSPITAL - MESA,9130 E ELLIOT ROAD,,Mesa,Maricopa,AZ,85212,0310-7442-02,Evusheld,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,48,,,POINT (-111.637606 33.350234),
Arizona Clinical Trials,2152 S. Vineyard Ave,"Bldg. 8, Suite 123",Mesa,Maricopa,AZ,85210,0310-7442-02,Evusheld,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,24,50.0,2022-03-04T00:00:00.000,POINT (-111.844212 33.375771),1730496274.0
BANNER DESERT MEDICAL CENTER,1400 S DOBSON RD,,Mesa,Maricopa,AZ,85202,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,144,10.0,2022-02-14T00:00:00.000,POINT (-111.874624 33.39091),
Banner Baywood Medical Center,6644 E Baywood Ave,Acute Pharmacy,Mesa,Maricopa,AZ,85206,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,72,,,POINT (-111.687625 33.410468),
SOUTHWELLNESS MEDICAL,10599 N TATUM BLVD,SUITE F151,Paradise Valley,Maricopa,AZ,85253,0310-7442-02,Evusheld,2021-12-23T00:00:00.000,2021-12-28T00:00:00.000,120,68.0,2022-03-01T00:00:00.000,POINT (-111.977795 33.582143),
Amber Specialty Pharmacy Phoenix,"4602 North 16th Street, Suite 200",,Phoenix,Maricopa,AZ,85016,0310-7442-02,Evusheld,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,24,,,POINT (-112.047557 33.504014),
Banner UMC Phoenix Medical Center,1111 E. McDowell Rd,Attn: Inpatient Pharmacy,Phoenix,Maricopa,AZ,85006,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,552,,,POINT (-112.058056 33.465724),
PHOENIX CHILDRENS HOSPITAL,1919 E Thomas Rd,,Phoenix,Maricopa,AZ,85016,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,120,120.0,2022-02-25T00:00:00.000,POINT (-112.041131 33.480217),
Phoenix Indian Medical Center,4212 N. 16th Street,,Phoenix,Maricopa,AZ,85016,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-25T00:00:00.000,96,,2022-03-07T00:00:00.000,POINT (-112.047612 33.497163),
ST JOSEPHS HOSPITAL AND MEDICAL CTR,350 W Thomas Rd.,,Phoenix,Maricopa,AZ,85013,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-02-08T00:00:00.000,816,613.0,2022-02-16T00:00:00.000,POINT (-112.079431 33.480298),
Valleywise Health Medical Center,2601 E ROOSEVELT ST.,(INPATIENT PHARMACY),Phoenix,Maricopa,AZ,85008,0310-7442-02,Evusheld,2022-02-24T00:00:00.000,,48,,,POINT (-112.026329 33.458524),
BANNER IRONWOOD MEDICAL CENTER,37000 N GANTZEL ROAD,,San Tan Valley,Maricopa,AZ,85140,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,72,,,POINT (-111.563447 33.214839),
MAYO CLINIC PHOENIX,13400 E Shea Blvd,ATTN: PHARMACY SUITE 1-136E,Scottsdale,Maricopa,AZ,85259,0310-7442-02,Evusheld,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,960,413.0,2022-03-08T00:00:00.000,POINT (-111.790095 33.582481),1154392231.0
Osborn Infusion,7400 E Osborn Rd,,Scottsdale,Maricopa,AZ,85251,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,288,633.0,2022-03-02T00:00:00.000,POINT (-111.922944 33.48764),
Salt River Integrated Health Care,10005 E Osborn Rd,Bldg 61,Scottsdale,Maricopa,AZ,85256,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,24.0,2022-03-03T00:00:00.000,POINT (-111.864431 33.487763),
Scottsdale Osborn Medical Center,7400 E. OSBORN RD.,ATTN: PHARMACY,Scottsdale,Maricopa,AZ,85251,0310-7442-02,Evusheld,2022-02-10T00:00:00.000,2022-02-15T00:00:00.000,384,,,POINT (-111.922944 33.48764),
Scottsdale Physicians Group,7949 E Acoma Drive,Suite 102,Scottsdale,Maricopa,AZ,85260,0310-7442-02,Evusheld,2022-02-10T00:00:00.000,2022-02-15T00:00:00.000,48,24.0,2022-02-23T00:00:00.000,POINT (-111.909156 33.617725),1891894333.0
BANNER BOSWELL MEDICAL CENTER,10401 W THUNDERBIRD BLVD,,Sun City,Maricopa,AZ,85351,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,144,206.0,2022-02-24T00:00:00.000,POINT (-112.282999 33.6048),
BANNER FAMILY PHARMACY-BOSWELL,10401 W THUNDERBIRD RD,STE 100,Sun City,Maricopa,AZ,85351,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-02-08T00:00:00.000,864,,,,
Red Rock Pharmacy,2710 S Roosevelt Street,,Tempe,Maricopa,AZ,85282,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-08T00:00:00.000,480,,,POINT (-111.947798 33.399825),1801493705.0
KINGMAN REGIONAL MEDICAL CENTER,3269 N STOCKTON HILL RD,INPATIENT HOSPITAL,Kingman,Mohave,AZ,86409,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,2022-02-08T00:00:00.000,816,948.0,2022-03-08T00:00:00.000,POINT (-114.035814 35.219919),
Peach Springs Health Station,943 Hualapai Way,,Peach Springs,Mohave,AZ,86434,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,10.0,2022-03-03T00:00:00.000,POINT (-113.419843 35.538033),
PINON HEALTH CENTER,2175 State Road 4,,Pinon,Navajo,AZ,86510,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-27T00:00:00.000,24,24.0,2022-02-08T00:00:00.000,,
Hopi Health Care Center,HWY 264 MP 388,,Polacca,Navajo,AZ,86042,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-02-08T00:00:00.000,24,30.0,2022-03-07T00:00:00.000,,
Whiteriver Indian Hospital,200 West Hospital Drive,,Whiteriver,Navajo,AZ,85941,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-02-08T00:00:00.000,96,77.0,2022-03-07T00:00:00.000,POINT (-109.959764 33.875935),
Arizona Liver Health Tucson,1601 N Swan Rd,,Tucson,Pima,AZ,85712,0310-7442-02,Evusheld,2022-02-24T00:00:00.000,2022-03-01T00:00:00.000,384,281.0,2022-02-23T00:00:00.000,POINT (-110.892634 32.241877),1619189800.0
BANNER UNIVERSITY MED CENTER TUCSON,2800 E AJO WAY,,Tucson,Pima,AZ,85713,0310-7442-02,Evusheld,2022-03-03T00:00:00.000,2022-03-08T00:00:00.000,336,,,POINT (-110.931116 32.17788),
CARONDELET ST. JOSEPHS HOSPITAL,350 N. WILMONT,,Tucson,Pima,AZ,85711,0310-7442-02,Evusheld,2022-02-17T00:00:00.000,2022-02-22T00:00:00.000,48,,,,
