provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,npi,last_report_date,provider_status,provider_note
MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,,Mobile,Mobile,AL,36607,00310-7442-02,Evusheld,48.0,POINT (-88.08027 30.69672),,2022-05-23T00:00:00.000,ACTIVE,
USA HEALTH UNIVERSITY HOSPITAL,2451 UNIVERSITY HOSPITAL DRIVE,,Mobile,Mobile,AL,36617,00310-7442-02,Evusheld,6.0,POINT (-88.09879 30.70659),,2022-04-27T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
PRIMARY CARE CENTER OF MONROEVILLE,1075 DREWRY RD STE B,,Monroeville,Monroe,AL,36460-2839,00310-7442-02,Evusheld,48.0,POINT (-87.30422 31.500013),1265478663.0,2022-05-21T00:00:00.000,ACTIVE,
PICKENS COUNTY PRIMARY CARE PC,108 4th Ave SW,Suite A,Reform,Pickens,AL,35481,00310-7442-02,Evusheld,24.0,POINT (-86.844926 34.172365),1255397824.0,2022-05-23T00:00:00.000,ACTIVE,
Southern Wellness LLC,321 1st Street North,,Alabaster,Shelby,AL,35007,00310-7442-02,Evusheld,24.0,POINT (-86.81585 33.24706),1437527009.0,2022-05-24T00:00:00.000,ACTIVE,
CHELSEA URGENT CARE,15582 Highway 280 South,#106,Chelsea,Shelby,AL,35043,00310-7442-02,Evusheld,20.0,POINT (-86.61175 33.35193),1043252505.0,2022-05-25T00:00:00.000,ACTIVE,
COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,,Sylacauga,Talladega,AL,35150-2913,00310-7442-02,Evusheld,23.0,POINT (-86.2538 33.16547),1972527265.0,2022-05-13T00:00:00.000,ACTIVE,
RUSSELL MEDICAL CENTER,3316 Highway 280,,Alexander City,Tallapoosa,AL,35010,00310-7442-02,Evusheld,109.0,POINT (-85.86917 32.88577),1881849024.0,2022-05-20T00:00:00.000,ACTIVE,
CLINIC FOR RHEUMATIC DISEASES,4280 Watermelon Rd. Suite 112,,Northport,Tuscaloosa,AL,35473,00310-7442-02,Evusheld,24.0,POINT (-87.55048 33.24596),1174507800.0,2022-05-25T00:00:00.000,ACTIVE,
LAKELAND COMMUNITY HOSPITAL,42024 Hwy 195 East,,Haleyville,Winston,AL,35565,00310-7442-02,Evusheld,22.0,POINT (-87.59058 34.24182),1275600967.0,2022-05-24T00:00:00.000,ACTIVE,
ASHLEY COUNTY MED CENTER,1015 UNITY RD,,Crossett,Ashley,AR,71635,00310-7442-02,Evusheld,23.0,POINT (-91.93874 33.1385),,2022-05-24T00:00:00.000,ACTIVE,
Baxter Regional Medical Center,624 Hospital Drive,,Mountain Home,Baxter,AR,72653,00310-7442-02,Evusheld,4.0,POINT (-92.39621 36.34274),1164770293.0,2022-05-23T00:00:00.000,ACTIVE,
MERCY HOSPITAL ROGERS,2710 RIFE MEDICAL LN,,Rogers,Benton,AR,72758,00310-7442-02,Evusheld,22.0,POINT (-94.183017 36.309165),,2022-05-23T00:00:00.000,ACTIVE,
NORTH ARKANSAS MEDICAL CENTER,620 N MAIN ST,,Harrison,Boone,AR,72601,00310-7442-02,Evusheld,19.0,POINT (-93.10918 36.23649),1275523912.0,2022-05-23T00:00:00.000,ACTIVE,
NEA BAPTIST MEMORIAL HOSP PHARMACY,4800 E JOHNSON AVE,,Jonesboro,Craighead,AR,72401,00310-7442-02,Evusheld,82.0,POINT (-90.63632 35.8664),,2022-05-24T00:00:00.000,ACTIVE,
ST. BERNARD MEDICAL CENTER,225 E WASHINGTON AVE,,Jonesboro,Craighead,AR,72401,00310-7442-02,Evusheld,96.0,POINT (-90.70289 35.83748),,2022-05-17T00:00:00.000,ACTIVE,
THE MEDICINE SHOPPE #0618,325 SOUTHWEST DRIVE,Suite A,Jonesboro,Craighead,AR,72401,00310-7442-02,Evusheld,24.0,POINT (-90.70795 35.818095),1285706069.0,2022-05-23T00:00:00.000,ACTIVE,
FOUNTAIN LAKE FAMILY MEDICINE,4517 PARK AVE,,Hot Springs,Garland,AR,71901,00310-7442-02,Evusheld,48.0,POINT (-92.98403 34.577225),1316279375.0,2022-05-24T00:00:00.000,ACTIVE,
LAKESIDE FAMILY MEDICINE,124 HOLLYWOOD AVE,,Hot Springs,Garland,AR,71901,00310-7442-02,Evusheld,24.0,POINT (-93.03747 34.4875),1144782632.0,2022-05-24T00:00:00.000,ACTIVE,
HAMILTON WEST FAMILY MEDICINE,1629 AIRPORT RD,STE B,Hot Springs National Park,Garland,AR,71913,00310-7442-02,Evusheld,34.0,POINT (-93.14217 34.46657),1821176934.0,2022-05-25T00:00:00.000,ACTIVE,
Bryants Pharmacy,2000 HARRISON ST,SUITE A,Batesville,Independence,AR,72501,00310-7442-02,Evusheld,23.0,POINT (-91.63111 35.76905),,2022-05-12T00:00:00.000,ACTIVE,
JEFFERSON REGIONAL MEDICAL CTR,1600 W 40TH AVE,,Pine Bluff,Jefferson,AR,71603,00310-7442-02,Evusheld,0.0,POINT (-92.01847 34.18755),,2022-01-11T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
TOTAL ACCESS HEALTH AND WELLNESS,3809 E 9TH ST,suite  15,Texarkana,Miller,AR,71854,00310-7442-02,Evusheld,,POINT (-93.999163 33.431878),1386214872.0,2022-05-24T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
GLENWOOD FAMILY MEDICINE,248 US -70 East,,Glenwood,Pike,AR,71943,00310-7442-02,Evusheld,72.0,POINT (-93.550932 34.321863),1740368877.0,2022-05-18T00:00:00.000,ACTIVE,
FIRST CARE FAMILY MEDICINE MENA,1706 N U.S. 71,,Mena,Polk,AR,71953,00310-7442-02,Evusheld,48.0,POINT (-94.3248 34.68162),1619410040.0,2022-05-24T00:00:00.000,ACTIVE,
ARKANSAS HEART HOSPITAL,1701 S SHACKELFORD RD,,Little Rock,Pulaski,AR,72211,00310-7442-02,Evusheld,58.0,POINT (-92.39898 34.741),,2022-05-11T00:00:00.000,ACTIVE,
CARTI CANCER CENTER,8901 CARTI Way,,Little Rock,Pulaski,AR,72205,00310-7442-02,Evusheld,20.0,POINT (-92.36712 34.74369),,2022-05-18T00:00:00.000,ACTIVE,
UAMS,4301 W. Markham St. Slot 571,"Pharmacy Stores Stockroom, G1030",Little Rock,Pulaski,AR,72205,00310-7442-02,Evusheld,19.0,POINT (-92.3201 34.74901),1477549756.0,2022-05-19T00:00:00.000,ACTIVE,
Premier Pharmacy Care,760 Michaela Dr,,North Little Rock,Pulaski,AR,72117,00310-7442-02,Evusheld,4.0,POINT (-92.139495 34.734025),1558764159.0,2022-05-19T00:00:00.000,ACTIVE,
WEST SIDE PHARMACY,620 W South St,,Benton,Saline,AR,72015,00310-7442-02,Evusheld,23.0,POINT (-92.59379 34.56333),,2022-05-23T00:00:00.000,ACTIVE,
WEST SIDE PHARMACY,620 W SOUTH ST,,Benton,Saline,AR,72015,00310-7442-02,Evusheld,23.0,POINT (-92.59379 34.56333),1013922541.0,2022-05-23T00:00:00.000,ACTIVE,
MERCY COVID CLINIC FORT SMITH,7301 Rogers Ave,,Fort Smith,Sebastian,AR,72903,00310-7442-02,Evusheld,21.0,POINT (-94.35268 35.35684),,2022-05-24T00:00:00.000,ACTIVE,
De Queen Health and Wellness,1357 W Collin Raye Drive,,De Queen,Sevier,AR,71832,00310-7442-02,Evusheld,220.0,POINT (-94.35711 34.04573),,2022-05-25T00:00:00.000,ACTIVE,
De Queen Health and Wellness Pharma,1357 W Collin Raye Drive,,De Queen,Sevier,AR,71832,00310-7442-02,Evusheld,240.0,POINT (-94.35711 34.04573),1740420157.0,2022-05-21T00:00:00.000,ACTIVE,
WASHINGTON REGIONAL MED. CNTR.,3215 N NORTHHILLS BLVD,,Fayetteville,Washington,AR,72703,00310-7442-02,Evusheld,101.0,POINT (-94.16001 36.10929),,2022-05-23T00:00:00.000,ACTIVE,
HIGHLANDS ONCOLOGY- PARKWAY,3901 PARKWAY CIR,100,Springdale,Washington,AR,72762,00310-7442-02,Evusheld,47.0,POINT (-94.17367 36.17532),,2022-05-24T00:00:00.000,ACTIVE,
Advanced Care Hospital,1200 South Main Street,,Searcy,White,AR,72143,00310-7442-02,Evusheld,24.0,POINT (-91.73117 35.23404),,2022-05-24T00:00:00.000,ACTIVE,
LBJ TROPICAL MEDICAL CENTER,FAGAALU VILLAGE,,Pago Pago,American Samoa,AS,96799,00310-7442-02,Evusheld,101.0,POINT (-170.7 -14.27),,2022-05-25T00:00:00.000,ACTIVE,
Chinle Comprehensive Healthcare,Hwy 191 and Hospital Road,,Chinle,Apache,AZ,86503,00310-7442-02,Evusheld,52.0,POINT (-109.58 36.16),,2022-05-21T00:00:00.000,ACTIVE,
FORT DEFIANCE INDIAN HOSPITAL,CORNER OF N12 AND N7,,Fort Defiance,Apache,AZ,86504,00310-7442-02,Evusheld,23.0,POINT (-109.07583 35.744441),,2022-05-16T00:00:00.000,ACTIVE,
SAGE MEMORIAL HOSPITAL,1 Hospital Rd,,Ganado,Apache,AZ,86505,00310-7442-02,Evusheld,48.0,POINT (-109.63 35.75),,2022-05-19T00:00:00.000,ACTIVE,
FOUR CORNERS REGIONAL HEALTH CENTER,US Hwy 160 and Navajo Rte 35,,Red Mesa,Apache,AZ,86514,00310-7442-02,Evusheld,10.0,POINT (-109.3516294 36.9598104),,2022-05-24T00:00:00.000,ACTIVE,
SACRED PEAKS /TCRHCC IHS,6300 N US Hwy 89,,Flagstaff,Coconino,AZ,86004,00310-7442-02,Evusheld,49.0,POINT (-111.571315 35.23818),,2022-05-13T00:00:00.000,ACTIVE,
Vuori Health,823 North Beaver Street,,Flagstaff,Coconino,AZ,86001,00310-7442-02,Evusheld,47.0,POINT (-111.64676 35.206145),1487174926.0,2022-05-11T00:00:00.000,ACTIVE,
TUBA CITY REG HEALTH CARE CENTER,3008 EAST BIRCH AVE,,Tuba City,Coconino,AZ,86045,00310-7442-02,Evusheld,19.0,POINT (-111.23 36.14),,2022-05-18T00:00:00.000,ACTIVE,
San Carlos Healthcare Corporation,103 Medicine Way RD,,Peridot,Gila,AZ,85542,00310-7442-02,Evusheld,60.0,POINT (-110.4205464 33.293724),,2022-05-18T00:00:00.000,ACTIVE,
Parker Indian Health Center,12033 Agency Road,,Parker,La Paz,AZ,85344,00310-7442-02,Evusheld,23.0,POINT (-114.29733 34.14672),,2022-05-25T00:00:00.000,ACTIVE,
ATEMBIS,333 N Dobson Rd Ste 15,,Chandler,Maricopa,AZ,85224,00310-7442-02,Evusheld,7.0,POINT (-111.875517 33.308605),1144372699.0,2022-05-24T00:00:00.000,ACTIVE,
BANNER GATEWAY MEDICAL CENTER,1900 N Higley Rd,,Gilbert,Maricopa,AZ,85234,00310-7442-02,Evusheld,202.0,POINT (-111.72292 33.38444),1699884858.0,2022-05-23T00:00:00.000,ACTIVE,
Stat Care Medical Services,3738 E Woodside Way,,Gilbert,Maricopa,AZ,85297,00310-7442-02,Evusheld,77.0,POINT (-111.709533 33.28728),1609463710.0,2022-05-17T00:00:00.000,ACTIVE,
Arizona Clinical Trials,2152 S. Vineyard Ave,"Bldg. 8, Suite 123",Mesa,Maricopa,AZ,85210,00310-7442-02,Evusheld,81.0,POINT (-111.84412 33.3754),1730496274.0,2022-05-24T00:00:00.000,ACTIVE,
Amber Specialty Pharmacy Phoenix,"4602 North 16th Street, Suite 200",,Phoenix,Maricopa,AZ,85016,00310-7442-02,Evusheld,14.0,POINT (-112.047545 33.404875),,2022-05-24T00:00:00.000,ACTIVE,
VESTRA LABS LLC,2432 W Peoria Ave,"Bldg 15, Suite 1327",Phoenix,Maricopa,AZ,85028,00310-7442-02,Evusheld,190.0,POINT (-112.095508 33.589236),1174705164.0,2022-05-24T00:00:00.000,ACTIVE,
MAYO CLINIC PHOENIX,13400 E Shea Blvd,ATTN: PHARMACY SUITE 1-136E,Scottsdale,Maricopa,AZ,85259,00310-7442-02,Evusheld,441.0,POINT (-111.793955 33.585395),1154392231.0,2022-05-24T00:00:00.000,ACTIVE,
Osborn Infusion,7400 E Osborn Rd,,Scottsdale,Maricopa,AZ,85251,00310-7442-02,Evusheld,586.0,POINT (-111.922928 33.488495),,2022-05-11T00:00:00.000,ACTIVE,
River People Health Center (RPHC),10901 E McDowell Rd,ATTN: Pharmacy,Scottsdale,Maricopa,AZ,85256,00310-7442-02,Evusheld,12.0,POINT (-111.85477 33.46568),,2022-05-16T00:00:00.000,ACTIVE,
Scottsdale Physicians Group,7949 E Acoma Drive,Suite 102,Scottsdale,Maricopa,AZ,85260,00310-7442-02,Evusheld,24.0,POINT (-111.909182 33.617355),1891894333.0,2022-02-23T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
KINGMAN REGIONAL MEDICAL CENTER,3269 N STOCKTON HILL RD,INPATIENT HOSPITAL,Kingman,Mohave,AZ,86409,00310-7442-02,Evusheld,896.0,POINT (-114.038005 35.220005),,2022-05-24T00:00:00.000,ACTIVE,
Hopi Health Care Center,HWY 264 MP 388,,Polacca,Navajo,AZ,86042,00310-7442-02,Evusheld,30.0,POINT (-110.5269758 35.8405827),,2022-05-24T00:00:00.000,ACTIVE,
WINSLOW INDIAN HEALTH CARE CENTER,500 INDIANA AVE,,Winslow,Navajo,AZ,86047,00310-7442-02,Evusheld,19.0,POINT (-110.71453 35.03268),,2022-05-19T00:00:00.000,ACTIVE,
TUCSON MEDICAL CENTER,5301 E GRANT RD,,Tucson,Pima,AZ,85712,00310-7442-02,Evusheld,204.0,POINT (-110.88135 32.25293),1750322210.0,2022-05-11T00:00:00.000,ACTIVE,
HU HU KAM MEMORIAL HOSPITAL,483 W SEED FARM RD,,Sacaton,Pinal,AZ,85147,00310-7442-02,Evusheld,42.0,POINT (-111.73401 33.07673),,2022-05-24T00:00:00.000,ACTIVE,
YAVAPAI REGIONAL MED CENTER WEST,1003 WILLOW CREEK RD,,Prescott,Yavapai,AZ,86301,00310-7442-02,Evusheld,36.0,POINT (-112.4819 34.55899),,2022-05-24T00:00:00.000,ACTIVE,
Yavapai Regional Medical Ctr East,7700 EAST FLORENTINE RD,HOSPITAL PHARMACY - 1ST FLOOR,Prescott Valley,Yavapai,AZ,86314,00310-7442-02,Evusheld,52.0,POINT (-112.33049 34.59042),,2022-05-24T00:00:00.000,ACTIVE,
YUMA REGIONAL MED CENTER-INPATIENT,2400 S AVE A,C/O INPATIENT PHARMACY,Yuma,Yuma,AZ,85364,00310-7442-02,Evusheld,249.0,POINT (-114.63335 32.68334),1194706655.0,2022-05-16T00:00:00.000,ACTIVE,
ALTA BATES SUMMIT MEDICAL CENTER,2450 ASHBY AVENUE,,Berkeley,Alameda,CA,94705,00310-7442-02,Evusheld,572.0,POINT (-122.25731 37.855925),1639523004.0,2022-04-11T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
LIFELONG MED CARE W BERKELEY FP,837 Addison St,,Berkeley,Alameda,CA,94710,00310-7442-02,Evusheld,70.0,POINT (-122.297005 37.867115),,2022-05-11T00:00:00.000,ACTIVE,
EDEN MEDICAL CENTER,20103 LAKE CHABOT RD ATTN INPATIENT,PHARMACY,Castro Valley,Alameda,CA,94546,00310-7442-02,Evusheld,96.0,POINT (-122.08735 37.69702),1063812907.0,2022-05-23T00:00:00.000,ACTIVE,
DUBLIN INFUSION CENTER,4000 Dublin Blvd suite 300,Infusion Center,Dublin,Alameda,CA,94568,00310-7442-02,Evusheld,22.0,POINT (-121.872615 37.7048),,2022-05-09T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
FREMONT INFUSION CENTER,"3200, Kearney Street","Bldg 2, 3rd Floor, Infusion ctr",Fremont,Alameda,CA,94538,00310-7442-02,Evusheld,72.0,POINT (-121.97459 37.54844),,2022-05-20T00:00:00.000,ACTIVE,
KAISER PERM FREMONT MEDICAL CENTER,39400 PASEO PADRE PKWY,Niles Pharmacy,Fremont,Alameda,CA,94538,00310-7442-02,Evusheld,39.0,POINT (-121.97664 37.55257),,2022-05-23T00:00:00.000,ACTIVE,
Highland Hospital,1411 East 31st Street,,Oakland,Alameda,CA,94602,00310-7442-02,Evusheld,299.0,POINT (-122.23167 37.79828),,2022-05-24T00:00:00.000,ACTIVE,
KAISER FOUNDATION HOSPITAL - OAKLAN,275 W.MacArthur Blvd,"Inpatient pharmacy 5th FL,Alice Hwe",Oakland,Alameda,CA,94611,00310-7442-02,Evusheld,1012.0,POINT (-122.25737 37.82378),,2022-05-20T00:00:00.000,ACTIVE,
"Total Infusion, Inc.",6955 Foothill Blvd,Suite 67A,Oakland,Alameda,CA,94605,00310-7442-02,Evusheld,79.0,POINT (-122.17336 37.76895),1033779947.0,2022-05-18T00:00:00.000,ACTIVE,
UCSF BENIOFF CHILDRENS HOSPITAL OA,747 52nd Street,,Oakland,Alameda,CA,94609,00310-7442-02,Evusheld,19.0,POINT (-122.26603 37.83801),1588833347.0,2022-05-23T00:00:00.000,ACTIVE,
Stanford Health Care - Pleasanton,5725 W Las Positas Blvd Suite 100,,Pleasanton,Alameda,CA,94588,00310-7442-02,Evusheld,24.0,POINT (-121.886765 37.68901),1053450767.0,2022-04-26T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Stanford Health Care Valleycare,5555 West Las Positas Blvd,,Pleasanton,Alameda,CA,94588,00310-7442-02,Evusheld,21.0,POINT (-121.88074 37.69398),,2022-05-24T00:00:00.000,ACTIVE,
KAISER FDN HOSPITAL - SAN LEANDRO,2500 Merced Street,Kaiser San Leandro Discharge Pharma,San Leandro,Alameda,CA,94577,00310-7442-02,Evusheld,24.0,POINT (-122.16147 37.7065),,2022-01-21T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
PHARMERICA-UNION CITY,"32980 ALVARADO-NILES ROAD, STE 836",,Union City,Alameda,CA,94587,00310-7442-02,Evusheld,24.0,POINT (-122.044973 37.59378),,2022-05-24T00:00:00.000,ACTIVE,
ENLOE MEDICAL CENTER,1531 Esplanade,,Chico,Butte,CA,95926,00310-7442-02,Evusheld,90.0,POINT (-121.8511 39.74173),,2022-05-24T00:00:00.000,ACTIVE,
Contra Costa Reg Med Center,2500 Alhambra Ave (CCRMC hospital),Inpatient Pharmacy,Martinez,Contra Costa,CA,94553,00310-7442-02,Evusheld,41.0,POINT (-122.133085 38.00665),,2022-05-20T00:00:00.000,ACTIVE,
INFECTIOUS DISEASE DOCTORS MEDICAL,365 Lennon Lane Ste 200,,Walnut Creek,Contra Costa,CA,94598,00310-7442-02,Evusheld,522.0,POINT (-122.03094 37.92735),1134145055.0,2022-02-23T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
KAISER PERMANENTE- WALNUT CREEK,1425 S MAIN ST,DEPT PHARMACY,Walnut Creek,Contra Costa,CA,94596,00310-7442-02,Evusheld,12.0,POINT (-122.059555 37.891715),,2022-05-16T00:00:00.000,ACTIVE,
DEPARTMENT OF STATE HOSPITALS - COA,24511 W JAYNE AVE,,Coalinga,Fresno,CA,93210,00310-7442-02,Evusheld,48.0,POINT (-120.24213 36.13461),,2022-05-24T00:00:00.000,ACTIVE,
Kaiser Permanente Fresno Med Ctr,7300 N Fresno Street,Pharmacy B,Fresno,Fresno,CA,93720,00310-7442-02,Evusheld,11.0,POINT (-119.783405 36.84329),1508913823.0,2022-05-23T00:00:00.000,ACTIVE,
SAINT AGNES MEDICAL CENTER,1303 East Herndon Ave,,Fresno,Fresno,CA,93720,00310-7442-02,Evusheld,269.0,POINT (-119.76354 36.83721),,2022-05-24T00:00:00.000,ACTIVE,
"THE NEPHROLOGY GROUP, INC",568 E Herndon ave site 201,,Fresno,Fresno,CA,93720,00310-7442-02,Evusheld,19.0,POINT (-119.77761 36.838735),1487672192.0,2022-05-18T00:00:00.000,ACTIVE,
Redwood Renal,2505 Lucas St. Suite A,,Eureka,Humboldt,CA,95501,00310-7442-02,Evusheld,41.0,POINT (-124.13932 40.79143),1417053075.0,2022-03-17T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
JEROLD PHELPS COMMUNITY HOSPITAL,733 Cedar Street,,Garberville,Humboldt,CA,95542,00310-7442-02,Evusheld,0.0,POINT (-123.79193 40.10168),,2022-04-01T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,,El Centro,Imperial,CA,92243,00310-7442-02,Evusheld,93.0,POINT (-115.56852 32.78045),1861409823.0,2022-05-23T00:00:00.000,ACTIVE,
FORT YUMA HEALTH CENTER,401 E PICACHO RD,,Winterhaven,Imperial,CA,92283,00310-7442-02,Evusheld,19.0,POINT (-114.61622 32.7609),,2022-05-23T00:00:00.000,ACTIVE,
CUREX,3008 SILLECT AVE STE#180,,Bakersfield,Kern,CA,93308,00310-7442-02,Evusheld,0.0,POINT (-119.03996 35.3866),,2022-03-01T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
KAISER NC - KERN COUNTY STOCKDALE M,3501 STOCKDALE HWY,,Bakersfield,Kern,CA,93309,00310-7442-02,Evusheld,254.0,POINT (-119.04247 35.35363),1700933025.0,2022-05-24T00:00:00.000,ACTIVE,
PHYSICIANS PLAZA PHARMACY,5000 Physicians Blvd,Suite 201,Bakersfield,Kern,CA,93301,00310-7442-02,Evusheld,204.0,POINT (-119.00971 35.397285),1508300765.0,2022-05-23T00:00:00.000,ACTIVE,
WILLIAM N BICHAI MD INC,3900 SAN DIMAS ST,,Bakersfield,Kern,CA,93301,00310-7442-02,Evusheld,124.0,POINT (-119.00772 35.39567),1548349004.0,2022-05-23T00:00:00.000,ACTIVE,
BANNER LASSEN MEDICAL CENTER,1800 Spring Ridge Drive,,Susanville,Lassen,CA,96130,00310-7442-02,Evusheld,12.0,POINT (-120.62727 40.43624),1538197231.0,2022-05-24T00:00:00.000,ACTIVE,
BUDDHIST TZU CHI MEDICAL CENTER,1000 S. GARFIELD AVE,,Alhambra,Los Angeles,CA,91801,00310-7442-02,Evusheld,0.0,POINT (-118.12264 34.08452),1144494659.0,2022-04-19T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
MAKENA PEDIATRICS,622 W DUARTE RD,STE 301,Arcadia,Los Angeles,CA,91007,00310-7442-02,Evusheld,36.0,POINT (-118.05183 34.12446),1770722696.0,2022-04-08T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
