2022-03-08T14-40-56,80537,SAFEWAY PHARMACY,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,,
2022-04-01T06-54-45,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/01/2022 12:00:00 AM
2022-04-02T06-05-59,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-03T05-51-54,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/02/2022 12:00:00 AM
2022-04-03T05-51-54,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-04T05-38-24,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/03/2022 12:00:00 AM
2022-04-04T05-38-24,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-05T05-48-33,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-06T05-45-18,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-06T05-45-18,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-08T05-48-29,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-08T05-48-29,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
2022-04-10T09-31-27,80537,SAFEWAY PHARMACY,NLP,NLP,NLP,19,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,80537,LOVELAND COMM HEALTH CTR PHARMACY,NLP,NLP,NLP,60,03/24/2022 12:00:00 AM
