2022-02-16T08-23-53,99207,Omnicare of Spokane #48375,,,0,20,02/15/2022 12:00:00 AM
2022-04-06T05-45-18,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,53,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-07T05-34-07,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,53,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,53,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-08T05-48-29,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-09T05-41-09,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,53,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-09T05-41-09,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,99207,Walgreens Store #05818,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,99207,SAFEWAY PHARMACY,NLP,NLP,NLP,20,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,99207,Omnicare of Spokane,NLP,NLP,NLP,20,02/15/2022 12:00:00 AM
2022-04-10T09-31-27,99207,Omnicare of Spokane #48375,NLP,NLP,NLP,53,04/08/2022 12:00:00 AM
