2022-03-08T14-40-56,80134,SAFEWAY PHARMACY,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,,
2022-04-10T09-31-27,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/09/2022 12:00:00 AM
2022-04-10T09-31-27,80134,CVS Store #17296,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,80134,CVS Store #10785,NLP,NLP,NLP,19,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,12,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,80134,CVS Store #10785,NLP,NLP,NLP,19,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,80134,CVS Store #17296,NLP,NLP,NLP,20,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/10/2022 12:00:00 AM
2022-04-12T07-06-55,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,80134,CVS Store #17296,NLP,NLP,NLP,20,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,80134,CVS Store #10785,NLP,NLP,NLP,16,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,80134,CVS Store #10785,NLP,NLP,NLP,16,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,80134,CVS Store #17296,NLP,NLP,NLP,20,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,80134,CVS Store #17296,NLP,NLP,NLP,20,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,80134,CVS Store #10785,NLP,NLP,NLP,16,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,80134,CVS Store #17296,NLP,NLP,NLP,19,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,80134,CVS Store #10785,NLP,NLP,NLP,15,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,80134,CVS Store #17296,NLP,NLP,NLP,17,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,80134,CVS Store #10785,NLP,NLP,NLP,15,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,80134,CVS Store #17296,NLP,NLP,NLP,17,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,80134,CVS Store #10785,NLP,NLP,NLP,15,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,80134,CVS Store #17296,NLP,NLP,NLP,17,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,80134,CVS Store #10785,NLP,NLP,NLP,15,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,8,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,80134,CVS Store #17296,NLP,NLP,NLP,17,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,80134,CVS Store #10785,NLP,NLP,NLP,15,04/15/2022 12:00:00 AM
2022-04-19T05-39-24,80134,CVS Store #17296,NLP,NLP,NLP,16,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,7,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,80134,CVS Store #10785,NLP,NLP,NLP,12,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,6,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,80134,CVS Store #17296,NLP,NLP,NLP,16,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,80134,CVS Store #10785,NLP,NLP,NLP,12,04/19/2022 12:00:00 AM
2022-04-21T05-29-54,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,5,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,80134,CVS Store #17296,NLP,NLP,NLP,16,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,80134,CVS Store #10785,NLP,NLP,NLP,12,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,3,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,80134,CVS Store #17296,NLP,NLP,NLP,16,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,80134,CVS Store #10785,NLP,NLP,NLP,11,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,3,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,80134,CVS Store #17296,NLP,NLP,NLP,16,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,80134,CVS Store #10785,NLP,NLP,NLP,11,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,80134,CVS Store #17296,NLP,NLP,NLP,16,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,3,04/21/2022 12:00:00 AM
2022-04-24T05-22-24,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,80134,CVS Store #10785,NLP,NLP,NLP,11,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,3,04/21/2022 12:00:00 AM
2022-04-25T05-22-33,80134,CVS Store #17296,NLP,NLP,NLP,16,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,80134,CVS Store #10785,NLP,NLP,NLP,11,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/22/2022 12:00:00 AM
2022-04-26T05-20-54,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,3,04/21/2022 12:00:00 AM
2022-04-26T05-20-54,80134,CVS Store #17296,NLP,NLP,NLP,16,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,80134,CVS Store #10785,NLP,NLP,NLP,7,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,80134,CVS Store #17296,NLP,NLP,NLP,16,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,80134,CVS Store #10785,NLP,NLP,NLP,3,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,,
2022-04-28T09-22-45,80134,CVS Store #17296,NLP,NLP,NLP,16,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,80134,CVS Store #10785,NLP,NLP,NLP,3,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/27/2022 12:00:00 AM
2022-04-28T09-22-45,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,,
2022-04-29T05-13-54,80134,CVS Store #17296,NLP,NLP,NLP,16,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,80134,CVS Store #10785,NLP,NLP,NLP,22,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,,
2022-04-30T05-15-55,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,80134,CVS Store #10785,NLP,NLP,NLP,22,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,5,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,80134,CVS Store #17296,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,80134,CVS Store #17296,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,80134,CVS Store #10785,NLP,NLP,NLP,22,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,4,05/01/2022 12:00:00 AM
2022-05-02T06-02-50,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,19,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,4,05/01/2022 12:00:00 AM
2022-05-02T06-02-50,80134,CVS Store #17296,NLP,NLP,NLP,16,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,17,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,80134,CVS Store #10785,NLP,NLP,NLP,22,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,80134,CVS Store #10785,NLP,NLP,NLP,42,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,18,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,80134,CVS Store #17296,NLP,NLP,NLP,14,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,17,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,4,05/02/2022 12:00:00 AM
2022-05-04T05-12-02,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,80134,CVS Store #10785,NLP,NLP,NLP,42,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,18,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,15,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,80134,CVS Store #17296,NLP,NLP,NLP,14,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,4,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,17,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,80134,CVS Store #10785,NLP,NLP,NLP,42,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,14,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,4,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,80134,CVS Store #17296,NLP,NLP,NLP,14,05/04/2022 12:00:00 AM
2022-05-06T06-12-41,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,80134,CVS Store #17296,NLP,NLP,NLP,13,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,80134,CVS Store #10785,NLP,NLP,NLP,40,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,16,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,80134,CVS Store #17296,NLP,NLP,NLP,13,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,80134,CVS Store #10785,NLP,NLP,NLP,39,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,16,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,80134,CVS Store #10785,NLP,NLP,NLP,39,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,80134,CVS Store #17296,NLP,NLP,NLP,13,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,16,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,80134,CVS Store #17296,NLP,NLP,NLP,13,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,80134,CVS Store #10785,NLP,NLP,NLP,39,05/06/2022 12:00:00 AM
2022-05-10T06-06-54,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,19,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,13,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,11,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,80134,CVS Store #10785,NLP,NLP,NLP,34,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,80134,CVS Store #17296,NLP,NLP,NLP,12,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,20,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,12,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,18,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,9,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,80134,CVS Store #10785,NLP,NLP,NLP,31,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,80134,CVS Store #17296,NLP,NLP,NLP,11,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,10,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,17,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,18,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,80134,CVS Store #10785,NLP,NLP,NLP,30,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,80134,CVS Store #17296,NLP,NLP,NLP,10,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,7,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,19,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,16,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,9,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,80134,CVS Store #17296,NLP,NLP,NLP,10,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,80134,CVS Store #10785,NLP,NLP,NLP,29,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,6,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,15,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,9,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,18,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,80134,CVS Store #10785,NLP,NLP,NLP,28,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,2,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,80134,CVS Store #17296,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,15,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,18,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,9,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/12/2022 12:00:00 AM
2022-05-15T05-54-13,80134,CVS Store #10785,NLP,NLP,NLP,28,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,80134,CVS Store #17296,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,2,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,9,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,18,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/12/2022 12:00:00 AM
2022-05-16T05-54-24,80134,CVS Store #10785,NLP,NLP,NLP,28,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,80134,CVS Store #17296,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,15,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,2,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,18,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,5,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,80134,CVS Store #17296,NLP,NLP,NLP,10,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,80134,CVS Store #10785,NLP,NLP,NLP,28,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,3,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,80134,Walgreens Store #07138,NLP,NLP,NLP,16,05/16/2022 12:00:00 AM
