2022-01-03T16-32-58,27850,DRUGCO PHARMACY,12/27/2021 12:00:00 AM,,0,,
2022-02-07T09-54-34,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,8,02/04/2022 12:00:00 AM
2022-02-09T09-41-46,27850,DRUGCO PHARMACY - Littleton,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,8,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,27850,DRUGCO PHARMACY - Littleton,01/27/2022 12:00:00 AM,01/21/2022 12:00:00 AM,20,8,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,01/21/2022 12:00:00 AM,40,8,02/14/2022 12:00:00 AM
2022-02-16T18-37-01,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,8,02/14/2022 12:00:00 AM
2022-02-18T15-54-16,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,26,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,26,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,25,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,27850,DRUGCO PHARMACY - Littleton,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,25,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,27850,DRUGCO PHARMACY - Littleton,02/25/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,25,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,27850,DRUGCO PHARMACY - Littleton,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,60,45,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,27850,DRUGCO PHARMACY - Littleton,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,60,45,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/16/2022 12:00:00 AM
2022-03-19T11-58-02,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/16/2022 12:00:00 AM
2022-03-20T06-05-37,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/16/2022 12:00:00 AM
2022-03-21T06-11-50,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/16/2022 12:00:00 AM
2022-03-21T14-18-38,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/16/2022 12:00:00 AM
2022-03-21T16-35-27,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/21/2022 12:00:00 AM
2022-03-22T09-16-18,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/22/2022 12:00:00 AM
2022-03-25T08-10-53,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,27850,DRUGCO PHARMACY - Littleton,NLP,NLP,NLP,44,04/01/2022 12:00:00 AM
