2022-03-08T14-40-56,80229,SAFEWAY PHARMACY,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/07/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,13,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,WALGREENS STORE #04894,NLP,NLP,NLP,34,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,37,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Sams Pharmacy #4745,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,23,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,05/25/2022 12:00:00 AM
2022-05-27T05-48-57,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,80229,WALGREENS STORE #04894,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,35,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,80229,WALGREENS STORE #04894,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,35,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,80229,WALGREENS STORE #04894,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,35,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/29/2022 12:00:00 AM
2022-05-30T05-32-42,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,80229,WALGREENS STORE #04894,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,35,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/30/2022 12:00:00 AM
2022-05-31T08-56-01,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,80229,WALGREENS STORE #04894,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,35,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,11,05/30/2022 12:00:00 AM
2022-06-01T05-37-50,80229,Sams Pharmacy #4745,NLP,NLP,NLP,9,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,80229,WALGREENS STORE #04894,NLP,NLP,NLP,36,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,10,06/02/2022 12:00:00 AM
2022-06-02T07-54-10,80229,Sams Pharmacy #4745,NLP,NLP,NLP,9,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,10,06/02/2022 12:00:00 AM
2022-06-03T08-50-11,80229,Sams Pharmacy #4745,NLP,NLP,NLP,9,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,06/01/2022 12:00:00 AM
2022-06-04T19-11-08,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,9,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,80229,CITY OF THORNTON FIRE DEPARTMENT,NLP,NLP,NLP,20,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,06/02/2022 12:00:00 AM
2022-06-04T19-11-08,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,06/02/2022 12:00:00 AM
2022-06-04T19-11-08,80229,Sams Pharmacy #4745,NLP,NLP,NLP,9,06/02/2022 12:00:00 AM
2022-06-05T08-48-25,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,80229,CITY OF THORNTON FIRE DEPARTMENT,NLP,NLP,NLP,20,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,9,06/04/2022 12:00:00 AM
2022-06-05T08-48-25,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,06/02/2022 12:00:00 AM
2022-06-05T08-48-25,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,06/02/2022 12:00:00 AM
2022-06-05T08-48-25,80229,Sams Pharmacy #4745,NLP,NLP,NLP,9,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,9,06/05/2022 12:00:00 AM
2022-06-06T06-32-51,80229,CITY OF THORNTON FIRE DEPARTMENT,NLP,NLP,NLP,20,06/06/2022 12:00:00 AM
2022-06-06T06-32-51,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,22,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,36,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,80229,Sams Pharmacy #4745,NLP,NLP,NLP,9,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,80229,WALGREENS STORE #04894,NLP,NLP,NLP,33,06/03/2022 12:00:00 AM
2022-06-07T05-36-41,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,19,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,9,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,80229,WALGREENS STORE #04894,NLP,NLP,NLP,30,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,33,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,80229,CITY OF THORNTON FIRE DEPARTMENT,NLP,NLP,NLP,20,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,19,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,9,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,80229,WALGREENS STORE #04894,NLP,NLP,NLP,25,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,33,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,80229,CITY OF THORNTON FIRE DEPARTMENT,NLP,NLP,NLP,20,06/06/2022 12:00:00 AM
2022-06-09T04-15-20,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,33,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,19,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,9,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,80229,CITY OF THORNTON FIRE DEPARTMENT,NLP,NLP,NLP,20,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,80229,WALGREENS STORE #04894,NLP,NLP,NLP,25,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,80229,Walmart Pharmacy #3019,NLP,NLP,NLP,33,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,80229,Walmart Pharmacy #1231,NLP,NLP,NLP,19,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,80229,Sams Pharmacy #4745,NLP,NLP,NLP,10,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,80229,SAFEWAY PHARMACY,NLP,NLP,NLP,9,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,80229,CITY OF THORNTON FIRE DEPARTMENT,NLP,NLP,NLP,20,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,80229,WALGREENS STORE #04894,NLP,NLP,NLP,25,06/09/2022 12:00:00 AM
