provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,npi,last_report_date,provider_status,provider_note
SAFEWAY PHARMACY,10576 KENAI SPUR HWY,,Kenai,Kenai Peninsula,AK,99611,00006-5055-06,Lagevrio (molnupiravir),38.0,POINT (-151.24007 60.56004),1013946052.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #4474,10096 Kenai Spur Hwy,,Kenai,Kenai Peninsula,AK,99611,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-151.22614 60.56391),1285965772.0,2022-04-13T00:00:00.000,ACTIVE,
NINILCHIK COMMUNITY CLINIC,15765 KINGSLEY RD,,Ninilchik,Kenai Peninsula,AK,99639,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-151.66705 60.043236),1609093723.0,2022-04-12T00:00:00.000,ACTIVE,
North Star Health Clinic Pharmacy,201 3RD AVE STE 221 BOX 2088,c/o PHARMACY,Seward,Kenai Peninsula,AK,99664-2088,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-149.44264 60.101315),1649477126.0,2022-04-12T00:00:00.000,ACTIVE,
SAFEWAY PHARMACY,1907 SEWARD HWY,,Seward,Kenai Peninsula,AK,99664,00006-5055-06,Lagevrio (molnupiravir),50.0,POINT (-149.43567 60.12637),1942229976.0,2022-04-13T00:00:00.000,ACTIVE,
FRED MEYER PHARMACY 70100017,43843 STERLING HWY,,Soldotna,Kenai Peninsula,AK,99669,00006-5055-06,Lagevrio (molnupiravir),71.0,POINT (-151.049175 60.489505),1578508008.0,2022-04-13T00:00:00.000,ACTIVE,
SAFEWAY PHARMACY,44428 STERLING HIGHWAY,,Soldotna,Kenai Peninsula,AK,99669,00006-5055-06,Lagevrio (molnupiravir),52.0,POINT (-151.070985 60.48387),1730118779.0,2022-04-13T00:00:00.000,ACTIVE,
Soldotna Professional Pharmacy,299 N Binkley,,Soldotna,Kenai Peninsula,AK,99669,00006-5055-06,Lagevrio (molnupiravir),44.0,POINT (-151.07297 60.49456),1467564443.0,2022-04-12T00:00:00.000,ACTIVE,
URGENT CARE OF SOLDOTNA,44604 STERLING HIGHWAY #D,,Soldotna,Kenai Peninsula,AK,99669,00006-5055-06,Lagevrio (molnupiravir),30.0,POINT (-151.07606 60.48073),1306484332.0,2022-04-13T00:00:00.000,ACTIVE,
Walgreens Store #16059,44001 STERLING HWY,,Soldotna,Kenai Peninsula,AK,99669,00006-5055-06,Lagevrio (molnupiravir),132.0,POINT (-151.056125 60.485685),1992186746.0,2022-04-13T00:00:00.000,ACTIVE,
CREEKSIDE FAMILY HEALTH CLINIC,320 BAWDEN ST STE 313,,Ketchikan,Ketchikan Gateway,AK,99901,00006-5055-06,Lagevrio (molnupiravir),22.0,POINT (-131.644072 55.34282),1477847184.0,2022-04-12T00:00:00.000,ACTIVE,
SAFEWAY PHARMACY,2417 TONGASS AVE,,Ketchikan,Ketchikan Gateway,AK,99901,00006-5055-06,Lagevrio (molnupiravir),25.0,POINT (-131.475292 55.365695),1477582419.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #2710,4230 Don King Rd,,Ketchikan,Ketchikan Gateway,AK,99901,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-131.72051 55.37573),1710904925.0,2022-04-13T00:00:00.000,ACTIVE,
KODIAK COMMUNITY HEALTH CENTER,1911 E. Rezanof Dr,,Kodiak,Kodiak Island,AK,99615,00006-5055-06,Lagevrio (molnupiravir),0.0,POINT (-152.37546 57.80087),,2022-03-14T00:00:00.000,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
SAFEWAY PHARMACY,2685 MILL BAY ROAD,,Kodiak,Kodiak Island,AK,99615,00006-5055-06,Lagevrio (molnupiravir),18.0,POINT (-152.366945 57.810555),1568491504.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #2711,2911 Mill Bay Rd,,Kodiak,Kodiak Island,AK,99615,00006-5055-06,Lagevrio (molnupiravir),47.0,POINT (-152.36485 57.81176),1063439370.0,2022-04-13T00:00:00.000,ACTIVE,
CARRS PHARMACY,664 E PALMER WASILLA HWY,,Palmer,Matanuska Susitna,AK,99645,00006-5055-06,Lagevrio (molnupiravir),43.0,POINT (-149.12678 61.59839),1134148166.0,2022-04-13T00:00:00.000,ACTIVE,
FRED MEYER PHARMACY 70100649,535 E PALMER WASILLA HWY,,Palmer,Matanuska Susitna,AK,99645,00006-5055-06,Lagevrio (molnupiravir),69.0,POINT (-149.12533 61.60055),1922043454.0,2022-04-13T00:00:00.000,ACTIVE,
CARRS PHARMACY,595 E Parks Hwy # 300,,Wasilla,Matanuska Susitna,AK,99654,00006-5055-06,Lagevrio (molnupiravir),92.0,POINT (-149.43561 61.58225),1831128875.0,2022-04-13T00:00:00.000,ACTIVE,
FRED MEYER PHARMACY 70100653,1501 E PARKS HWY,,Wasilla,Matanuska Susitna,AK,99654,00006-5055-06,Lagevrio (molnupiravir),71.0,POINT (-149.4095 61.57935),1295770725.0,2022-04-13T00:00:00.000,ACTIVE,
URGENT CARE AT LAKE LUCILLE,185 East Parks Highway,,Wasilla,Matanuska Susitna,AK,99654,00006-5055-06,Lagevrio (molnupiravir),105.0,POINT (-149.44754 61.58138),1275587768.0,2022-04-12T00:00:00.000,ACTIVE,
Walgreens Store #12681,1721 E PARKS HWY,,Wasilla,Matanuska Susitna,AK,99654,00006-5055-06,Lagevrio (molnupiravir),139.0,POINT (-149.40729 61.57743),1760616841.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #2074,1350 S Seward Meridian Pkwy,,Wasilla,Matanuska Susitna,AK,99654,00006-5055-06,Lagevrio (molnupiravir),48.0,POINT (-149.36406 61.56865),1336166644.0,2022-04-13T00:00:00.000,ACTIVE,
SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,C/O PHARMACY,Barrow,North Slope,AK,99723,00006-5055-06,Lagevrio (molnupiravir),20.0,POINT (-156.73 71.29758),1801899257.0,2022-04-11T00:00:00.000,ACTIVE,
HARRY RACE PHARMACY,106 LINCOLN STREET,,Sitka,Sitka,AK,99835,00006-5055-06,Lagevrio (molnupiravir),29.0,POINT (-135.33813 57.0491),1205979127.0,2022-04-12T00:00:00.000,ACTIVE,
DAHL MEMORIAL CLINIC,350 14TH ST,,Skagway,Skagway Hoonah Angoon,AK,99840,00006-5055-06,Lagevrio (molnupiravir),41.0,POINT (-135.306419 59.460607),1063574200.0,2022-04-13T00:00:00.000,ACTIVE,
CORDOVA COMMUNITY MEDICAL CENTER,"P. O. BOX 160, 602 CHASE AVE.",,Cordova,Valdez Cordova,AK,99574-0160,00006-5055-06,Lagevrio (molnupiravir),17.0,POINT (-145.751588 60.541585),1609395128.0,2022-04-05T00:00:00.000,ACTIVE,
SAFEWAY PHARMACY,1313 Meals Ave,,Valdez,Valdez Cordova,AK,99686,00006-5055-06,Lagevrio (molnupiravir),38.0,POINT (-146.34913 61.13217),1891170239.0,2022-04-13T00:00:00.000,ACTIVE,
THE ALFA DOC,154 FAIRBANKS DRIVE,,Valdez,Valdez Cordova,AK,99686-9968,00006-5055-06,Lagevrio (molnupiravir),19.0,POINT (-146.352113 61.129898),1942289517.0,2022-04-10T00:00:00.000,ACTIVE,
YAKUTAT COMMUNITY HEALTH CENTER,115 Airport,,Yakutat,Yakutat,AK,99689,00006-5055-06,Lagevrio (molnupiravir),19.0,POINT (-139.726901 59.545526),1568468189.0,2022-04-12T00:00:00.000,ACTIVE,
CVS Store #04838,708 E. MAIN ST.,CVS Pharmacy,Prattville,Autauga,AL,36067,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-86.45462 32.45972),1780787507.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04944,1904 COBBS FORD RD.,CVS Pharmacy,Prattville,Autauga,AL,36066,00006-5055-06,Lagevrio (molnupiravir),26.0,POINT (-86.41758 32.45996),1407959141.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #17348,2754 LEGENDS PKWY,CVS Pharmacy,Prattville,Autauga,AL,36066,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-86.395985 32.457485),1174731681.0,2022-04-13T00:00:00.000,ACTIVE,
JACKSON APOTHECARY,1842 East Main Street,,Prattville,Autauga,AL,36066,00006-5055-06,Lagevrio (molnupiravir),20.0,POINT (-86.419915 32.460507),1379137984.0,2022-03-31T00:00:00.000,ACTIVE,
Omnicare of Prattville #48202,842 Peachtree St.,,Prattville,Autauga,AL,36066,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-86.44848 32.45843),1376640573.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #483,1903 Cobbs Ford Rd,,Prattville,Autauga,AL,36066,00006-5055-06,Lagevrio (molnupiravir),37.0,POINT (-86.41614 32.46247),1639196934.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04938,208 MCMEANS AVE.,CVS Pharmacy,Bay Minette,Baldwin,AL,36507,00006-5055-06,Lagevrio (molnupiravir),23.0,POINT (-87.78449 30.88039),1962505602.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #2739,701 McMeans Ave,,Bay Minette,Baldwin,AL,36507,00006-5055-06,Lagevrio (molnupiravir),40.0,POINT (-87.78992 30.8857),1629095930.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04959,27040 HWY 98,CVS Pharmacy,Daphne,Baldwin,AL,36526,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.90528 30.61909),1215030952.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #16621,1698 US HIGHWAY 98,CVS Pharmacy,Daphne,Baldwin,AL,36526,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.896325 30.602485),1205858081.0,2022-04-13T00:00:00.000,ACTIVE,
Sams Pharmacy #4990,29683 Frederick Blvd,,Daphne,Baldwin,AL,36526,00006-5055-06,Lagevrio (molnupiravir),53.0,POINT (-87.85521 30.65894),1306054275.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #934,27520 US Highway 98,,Daphne,Baldwin,AL,36526,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.864132 30.655644),1457378739.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04945,51 S GREENO RD.,CVS Pharmacy,Fairhope,Baldwin,AL,36532,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.88623 30.5249),1316040058.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #4333,10040 County Road 48,,Fairhope,Baldwin,AL,36532,00006-5055-06,Lagevrio (molnupiravir),31.0,POINT (-87.8518 30.523185),1346441888.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #01806,1300 SOUTH MCKENZIE ST,CVS Pharmacy,Foley,Baldwin,AL,36535,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.68434 30.39174),1508960485.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #904,2200 S Mckenzie St,,Foley,Baldwin,AL,36535,00006-5055-06,Lagevrio (molnupiravir),35.0,POINT (-87.6857 30.38234),1700803004.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #17236,3820 GULF SHORES PKWY,CVS Pharmacy,Gulf Shores,Baldwin,AL,36542,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.68044 30.30391),1760423701.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #2748,170 E Fort Morgan Rd,,Gulf Shores,Baldwin,AL,36542,00006-5055-06,Lagevrio (molnupiravir),34.0,POINT (-87.68622 30.2668),1164449476.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #02899,25761 PERDIDO BEACH BLVD.,CVS Pharmacy,Orange Beach,Baldwin,AL,36561,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.58873 30.26913),1336319953.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #5653,25241 PERDIDO BEACH BLVD,,Orange Beach,Baldwin,AL,36561,00006-5055-06,Lagevrio (molnupiravir),8.0,POINT (-87.594835 30.268175),1891084703.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #01822,21975 HWY 59,CVS Pharmacy,Robertsdale,Baldwin,AL,36567,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.708371 30.542685),1871656249.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #6173,21141 STATE HIGHWAY 59,,Robertsdale,Baldwin,AL,36567,00006-5055-06,Lagevrio (molnupiravir),34.0,POINT (-87.70892 30.53254),1306258462.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #10898,9917-A SPANISH FORT BLVD.,CVS Pharmacy,Spanish Fort,Baldwin,AL,36527,00006-5055-06,Lagevrio (molnupiravir),23.0,POINT (-87.85335 30.67666),1639621261.0,2022-04-13T00:00:00.000,ACTIVE,
MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,,Eufaula,Barbour,AL,36027-1822,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-85.15618 31.88871),1730692641.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #1638,3176 S Eufaula Ave,,Eufaula,Barbour,AL,36027,00006-5055-06,Lagevrio (molnupiravir),57.0,POINT (-85.167625 31.84576),1801813100.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #425,10675 Highway 5,,Brent,Bibb,AL,35034,00006-5055-06,Lagevrio (molnupiravir),45.0,POINT (-87.16933 32.9619),1497773816.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04897,155 BIRMINGHAM ROAD SUITE 114,CVS Pharmacy,Centreville,Bibb,AL,35042,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.1492 32.94944),1508969221.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04854,602 1ST AVENUE EAST,CVS Pharmacy,Oneonta,Blount,AL,35121,00006-5055-06,Lagevrio (molnupiravir),23.0,POINT (-86.47062 33.94853),1235232968.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #315,2453 2nd Ave E,,Oneonta,Blount,AL,35121,00006-5055-06,Lagevrio (molnupiravir),129.0,POINT (-86.44725 33.97163),1184641466.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04860,"101 BASKIN ST., NORTH",CVS Pharmacy,Union Springs,Bullock,AL,36089,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-85.71932 32.14351),1780787416.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04953,879 FORT DALE RD.,CVS Pharmacy,Greenville,Butler,AL,36037,00006-5055-06,Lagevrio (molnupiravir),48.0,POINT (-86.63958 31.84571),1861595506.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #1462,501 Willow Ln,,Greenville,Butler,AL,36037,00006-5055-06,Lagevrio (molnupiravir),66.0,POINT (-86.64654 31.84953),1548287840.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04870,1407 QUINTARD AVE.,CVS Pharmacy,Anniston,Calhoun,AL,36201,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-85.82649 33.66254),1770686404.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #329,5560 McClellan Blvd,,Anniston,Calhoun,AL,36206,00006-5055-06,Lagevrio (molnupiravir),29.0,POINT (-85.81942 33.72015),1083631386.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04907,"1001 PELHAM RD., SOUTH",CVS Pharmacy,Jacksonville,Calhoun,AL,36265,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-85.76209 33.80357),1134222854.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #300,1625 Pelham Rd S,,Jacksonville,Calhoun,AL,36265,00006-5055-06,Lagevrio (molnupiravir),52.0,POINT (-85.76412 33.78831),1538186820.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #10207,825 QUINTARD DR.,CVS Pharmacy,Oxford,Calhoun,AL,36203,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-85.82669 33.61082),1265775373.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #17235,400 OXFORD EXCHANGE BLVD,CVS Pharmacy,Oxford,Calhoun,AL,36203,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-85.78825 33.6102),1932142304.0,2022-04-13T00:00:00.000,ACTIVE,
Sams Pharmacy #4836,1900 Oxford Exchange Blvd,,Oxford,Calhoun,AL,36203,00006-5055-06,Lagevrio (molnupiravir),74.0,POINT (-85.77653 33.60968),1568880482.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #809,92 Plaza Ln,,Oxford,Calhoun,AL,36203,00006-5055-06,Lagevrio (molnupiravir),27.0,POINT (-85.83247 33.59893),1902823289.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04975,10 VETERANS MEMORIAL PARKWAY,CVS Pharmacy,Lanett,Chambers,AL,36863,00006-5055-06,Lagevrio (molnupiravir),23.0,POINT (-85.19287 32.85533),1053414797.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #733,3501 20Th Ave,,Valley,Chambers,AL,36854,00006-5055-06,Lagevrio (molnupiravir),106.0,POINT (-85.179405 32.83513),1992722201.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04863,101 CHESTNUT BYPASS,CVS Pharmacy,Centre,Cherokee,AL,35960,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-85.67895 34.15713),1316040041.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #5126,1950 W Main St,,Centre,Cherokee,AL,35960,00006-5055-06,Lagevrio (molnupiravir),79.0,POINT (-85.700801 34.157096),1437176740.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04893,"1105 7TH ST., NORTH",CVS Pharmacy,Clanton,Chilton,AL,35045,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-86.63432 32.84914),1881797512.0,2022-04-13T00:00:00.000,ACTIVE,
Walmart Pharmacy #424,1415 7th St S,,Clanton,Chilton,AL,35045,00006-5055-06,Lagevrio (molnupiravir),94.0,POINT (-86.605765 32.8164),1437176732.0,2022-04-13T00:00:00.000,ACTIVE,
CVS Store #04868,813 COLLEGE AVE.,CVS Pharmacy,Jackson,Clarke,AL,36545,00006-5055-06,Lagevrio (molnupiravir),24.0,POINT (-87.89571 31.52052),1861595597.0,2022-04-13T00:00:00.000,ACTIVE,
