2022-03-31T15-09-22,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,57,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,100,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,65,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,57,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,44,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,32,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,118,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,118,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,118,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,92,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,85,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,85,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,70,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,58,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,244,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,244,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,244,04/15/2022 12:00:00 AM
2022-04-19T05-39-24,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,244,04/15/2022 12:00:00 AM
2022-04-20T05-27-37,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,215,04/19/2022 12:00:00 AM
2022-04-21T05-29-54,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,203,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,191,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,254,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,254,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,229,04/24/2022 12:00:00 AM
2022-04-26T05-20-54,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,222,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,213,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,193,04/27/2022 12:00:00 AM
2022-04-29T05-13-54,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,198,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,186,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,186,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,186,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,174,05/02/2022 12:00:00 AM
2022-05-04T05-12-02,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,162,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,147,05/04/2022 12:00:00 AM
2022-05-06T06-12-41,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,133,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,117,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,117,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,117,05/06/2022 12:00:00 AM
2022-05-10T06-06-54,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,94,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,74,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,36,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,118,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,100,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,100,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,100,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,60,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,42,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,22,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,22,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,02919,ATMED TREATMENT CENTER; INC.,NLP,NLP,NLP,90,05/20/2022 12:00:00 AM
