2022-02-18T16-04-21,36420,ANDALUSIA REGIONAL HOSPITAL,02/17/2022 12:00:00 AM,,10,0,02/16/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-26T07-59-29,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-26T07-59-29,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-26T07-59-29,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,12,05/23/2022 12:00:00 AM
2022-05-27T05-48-57,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,05/31/2022 12:00:00 AM
2022-06-04T19-11-08,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,06/03/2022 12:00:00 AM
2022-06-07T05-36-41,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,10,06/06/2022 12:00:00 AM
2022-06-28T04-15-44,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,06/27/2022 12:00:00 AM
2022-06-29T04-15-40,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,06/27/2022 12:00:00 AM
2022-06-30T04-15-32,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,06/27/2022 12:00:00 AM
2022-07-01T04-15-22,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,06/30/2022 12:00:00 AM
2022-07-03T14-40-38,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,06/30/2022 12:00:00 AM
2022-07-04T04-15-29,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,06/30/2022 12:00:00 AM
2022-07-05T04-15-18,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,07/04/2022 12:00:00 AM
2022-07-06T04-15-19,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,07/04/2022 12:00:00 AM
2022-07-07T04-15-17,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,07/04/2022 12:00:00 AM
2022-07-07T13-15-18,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,2,07/04/2022 12:00:00 AM
2022-07-08T04-15-19,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,07/07/2022 12:00:00 AM
2022-07-09T04-15-19,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,07/07/2022 12:00:00 AM
2022-07-10T04-15-26,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,07/07/2022 12:00:00 AM
2022-07-11T04-15-25,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,07/07/2022 12:00:00 AM
2022-07-12T04-15-22,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,07/11/2022 12:00:00 AM
2022-07-13T04-15-22,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,07/11/2022 12:00:00 AM
2022-07-14T04-15-29,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,8,07/11/2022 12:00:00 AM
2022-07-15T04-15-46,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,3,07/14/2022 12:00:00 AM
2022-07-17T04-15-18,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,3,07/14/2022 12:00:00 AM
2022-07-18T04-15-21,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,3,07/14/2022 12:00:00 AM
2022-07-18T07-55-19,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,3,07/14/2022 12:00:00 AM
2022-07-19T04-15-25,36420,MAINSTREET FAMILY CARE ANDALUSIA,NLP,NLP,NLP,3,07/18/2022 12:00:00 AM
