Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address
MAINE MEDICAL CENTER,MMC Inpatient Pharmacy,22 Bramhall Street,Portland,CUMBERLAND,ME,04102,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,144,72,12/30/2021 12:00:00 AM,
Walgreens Store #00936,100 BOULEVARD DR,,BAYAMON,Bayamon,PR,00959,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,20,01/04/2022 12:00:00 AM,
NEIDIG PHARMACY GROUP LLC,130 1/2 W HIGH AVE,REAR DOOR,New Philadelphia,TUSCARAWAS,OH,44663,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-81.44656 40.489786)
CDPHE STATE LAB,8100 E Lowry Blvd,,Denver,DENVER,CO,80230,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,1120,,,POINT (-104.894587 39.717574)
Meijer Store 035,14640 Pardee Road,,Taylor,WAYNE,MI,48180,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,20,01/04/2022 12:00:00 AM,POINT (-83.258137 42.198954)
LIFECARE MEDICAL CENTER,715 Delmore Drive,,Roseau,ROSEAU,MN,56751,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,20,,,POINT (-95.759958 48.839434)
Walmart Pharmacy #2617,3010 Potato Rd,,Winnemucca,HUMBOLDT,NV,89445,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-117.745348 40.954417)
Walgreens Store #01257,103 COMMONWEALTH BLVD W,,MARTINSVILLE,MARTINSVILLE CITY,VA,24112,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,0,01/04/2022 12:00:00 AM,POINT (-79.874768 36.695521)
Rite Aid 04872,5795 PRINCESS ANNE ROAD,,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23462-3224,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-76.187477 36.841806)
Walgreens Store #10520,3727 PEACH ST,,ERIE,ERIE,PA,16508,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,0,01/04/2022 12:00:00 AM,POINT (-80.081436 42.097444)
UNIVERSITY OF TENNESSEE MEDICAL CEN,1924 ALCOA HWY,ATTENTION: PHARMACY,KNOXVILLE,KNOX,TN,37920,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,120,120,12/29/2021 12:00:00 AM,POINT (-83.946678 35.93826)
Walmart Pharmacy #687,168 Obed Plz Ste 108,,Crossville,CUMBERLAND,TN,38555,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-85.03793 35.982468)
Walgreens Store #10510,5349 CYPRESS ST,,WEST MONROE,OUACHITA,LA,71291,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-92.191604 32.515897)
Rite Aid 02451,5214-30 BALTIMORE AVENUE,,PHILADELPHIA,PHILADELPHIA,PA,19143-3240,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-75.22866 39.94778)
COMMUNITY MEMORIAL HOSPITAL,150 Broad Street,,Hamilton,MADISON,NY,13346,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,24,12/31/2021 12:00:00 AM,POINT (-75.541928 42.813814)
INTEGRICARE RX,10605 Double R Blvd,,Reno,WASHOE,NV,89521,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/24/2021 12:00:00 AM,40,40,12/30/2021 12:00:00 AM,POINT (-119.752223 39.428395)
Walmart Pharmacy #1676,730 US Highway 66 E,,Tell City,PERRY,IN,47586,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-86.755263 37.927602)
Walmart Pharmacy #129,1715 N Commerce St,,Ardmore,CARTER,OK,73401,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,160,,,POINT (-97.143148 34.193347)
Walmart Pharmacy #902,1750 Indianapolis Rd,,Greencastle,PUTNAM,IN,46135,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-86.823498 39.64388)
TOM THUMB PHARMACY,14280 Marsh Lane,,Addison,DALLAS,TX,75001,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-96.855735 32.938939)
S AND R DRUG CO,1606 S MARGARET AVE,,KIRBYVILLE,JASPER,TX,75956,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-93.897728 30.646631)
Walmart Pharmacy #1141,1965 N State St,,Greenfield,HANCOCK,IN,46140,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-85.769793 39.811764)
BOLTONS PHARMACY,128 W. Main Street,,Watertown,JEFFERSON,NY,13601,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,15,01/04/2022 12:00:00 AM,POINT (-75.907579 43.979464)
OMNICARE of Annapolis Junction,9036 Junction Drive,,Annapolis Junction,HOWARD,MD,20701,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-76.805217 39.126032)
Claxton-Hepburn Medical Center,214 King Street,,Ogdensburg,SAINT LAWRENCE,NY,13669,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,,POINT (-75.500014 44.692069)
JOHNSON MEMORIAL,1125 W Jefferson St,,Franklin,JOHNSON,IN,46131,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,48,,,POINT (-86.076782 39.480634)
WEST PARK HOSPITAL,707 Sheridan Ave,,Cody,PARK,WY,82414,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,,,POINT (-109.073576 44.526071)
"V06 659 Salisbury VAMC, NC",1601 BRENNER AVE,Pharmacy Service (119),SALISBURY,ROWAN,NC,28144,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,24,,,POINT (-80.487085 35.681319)
BAYLOR HEALTH 276,1296 Arrington Rd,Suite 200,College Station,BRAZOS,TX,77845,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,POINT (-96.265461 30.555551)
"V08 675 Orlando, FL",13800 VETERANS WAY,ATTN: Pharmacy Service (119),ORLANDO,ORANGE,FL,32827,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-81.276612 28.366629)
RUBY MEMORIAL HOSPITAL (WVU),ONE MEDICAL CENTER DRIVE,Inpatient Pharmacy (4th Floor),MORGANTOWN,MONONGALIA,WV,26506,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,12/28/2021 12:00:00 AM,144,,,
Margaret Mary Community Hospital,321 MITCHELL AVE,,BATESVILLE,RIPLEY,IN,47006,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,12,01/04/2022 12:00:00 AM,POINT (-85.223378 39.305725)
ROGUE COMMUNITY HEALTH - ASHLAND SB,99 CENTRAL AVE,,ASHLAND,JACKSON,OR,97520-1787,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-122.715134 42.200097)
ASCENSION SE WISCONSIN HOSPITAL,5000 W CHAMBERS ST,,Milwaukee,MILWAUKEE,WI,53210,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,,,POINT (-87.976165 43.073465)
"V16 586 Jackson, MS",1500 E WOODROW WILSON AVE,Pharmacy Service (119),JACKSON,HINDS,MS,39216,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-90.167306 32.326795)
Unadilla Drug Company,413 2nd Street,,UNADILLA,DOOLY,GA,31091,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,60,,,POINT (-83.736732 32.26035)
ZUNI INDIAN HOSPITAL,Route 301 North 21 B. Avenue,,ZUNI,MCKINLEY,NM,87327,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,,
Walgreens Store #11388,1401 JOHNSTON WILLIS DR,,NORTH CHESTERFIELD,CHESTERFIELD,VA,23235,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,40,0,01/04/2022 12:00:00 AM,POINT (-77.595655 37.509359)
ASANTE THREE RIVERS MEDICAL CENTER,500 SW Ramsey Ave,,Grants Pass,,OR,97527,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,40,,,POINT (-123.342295 42.419876)
HEB Pharmacy 28,2955 SOUTH GULF FREEWAY,,LEAGUE CITY,GALVESTON,TX,77573-6750,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,19,01/03/2022 12:00:00 AM,POINT (-95.092795 29.467965)
NORTHWEST FL COMM HOSPITAL,1360 Brickyard Road,,Chipley,WASHINGTON,FL,32428,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,96,0,12/29/2021 12:00:00 AM,POINT (-85.542758 30.764574)
Rite Aid 05456,11321 NATIONAL BOULEVARD,,LOS ANGELES,LOS ANGELES,CA,90064-3726,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,,POINT (-118.432586 34.025697)
CVS Store #06793,3020 GREEN VALLEY RD STE B,CVS Pharmacy,CAMERON PARK,EL DORADO,CA,95682,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,POINT (-121.001171 38.697979)
Weis Markets Inc,1100 N FOURTH STREET,Weis Pharmacy #36,SUNBURY,NORTHUMBERLAND,PA,17801,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,,POINT (-76.784799 40.873019)
ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH STREET,Inpatient Pharmacy,MINNEAPOLIS,HENNEPIN,MN,55407,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,,,POINT (-93.262248 44.951954)
SILETZ COMMUNITY HEALTH CENTER,200 GWEE SHUT RD,,SILETZ,LINCOLN,OR,97380-2036,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,POINT (-123.905913 44.721516)
ST ELIZABETH HOSP AFFNITY MED COVID,1506 S ONEIDA ST,,Appleton,OUTAGAMIE,WI,54915,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,48,,,POINT (-88.404139 44.24814)
CVS Store #09714,26861 SIERRA HWY,CVS Pharmacy,SANTA CLARITA,LOS ANGELES,CA,91321,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,140,,,
Walmart Pharmacy #3569,12900 NO. I-35 SVC RD SB,,AUSTIN,TRAVIS,TX,78753,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-97.675936 30.413701)
INSPIRA MEDICAL CENTER,1505 W. Sherman Ave,ATTN: Pharmacy,Vineland,CUMBERLAND,NJ,08360,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,,POINT (-75.058659 39.447506)
METHODIST FREMONT HEALTH,450 EAST 23RD STREET,,FREMONT,DODGE,NE,68025,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,POINT (-96.492348 41.45147)
MARKET STREET PHARMACY,4205 98th Street,,Lubbock,LUBBOCK,TX,79423,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-101.903112 33.504486)
MANET COMMUNITY HEALTH CENTER-NORTH,110 WEST SQUANTUM ST,DELIVER TO NURSE,QUINCY,NORFOLK,MA,02171-0000,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-71.031315 42.27269)
Kinney Drugs #64,7065 Manlius Center Rd,,East Syracuse,ONONDAGA,NY,13057,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,80,0,01/04/2022 12:00:00 AM,POINT (-76.033131 43.062384)
"V22 501 Albuquerque, NM",1501 SAN PEDRO DR SE,,ALBUQUERQUE,BERNALILLO,NM,87108,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-106.577664 35.054285)
SISTERS OF CHARITY HOSPITAL OF BUFF,2157 Main Street,,Buffalo,ERIE,NY,14214,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,,POINT (-78.849596 42.929473)
DOC PHARMACY SERVICES,20311 Old Highway 9 SW,,CENTRALIA,LEWIS,WA,98531,0310-7442-02,Evusheld,12/31/2021 12:00:00 AM,,72,,,POINT (-123.023965 46.791977)
CVS Store #06883,402 W. BROADWAY ST.,CVS Pharmacy,LOOGOOTEE,MARTIN,IN,47553,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,20,01/04/2022 12:00:00 AM,POINT (-86.91469 38.672456)
Walgreens Store #09967,8174 OCEAN GTWY,,EASTON,TALBOT,MD,21601,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,180,215,01/04/2022 12:00:00 AM,POINT (-76.060322 38.773495)
Walmart Pharmacy #4165,2245 Jacksboro Hwy,,Fort Worth,TARRANT,TX,76114,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-97.381878 32.784405)
CVS Store #02908,488 ROUTE 17M,CVS Pharmacy,MONROE,ORANGE,NY,10950,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,140,139,01/04/2022 12:00:00 AM,POINT (-74.176429 41.318999)
"V08 573 Gainesville, FL",1601 SW ARCHER RD,Attn Pharmacy (119),GAINESVILLE,ALACHUA,FL,32608,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-82.345877 29.638215)
HEB Pharmacy 707,97 OYSTER CREEK DRIV,,LAKE JACKSON,BRAZORIA,TX,77566-4622,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,0,01/03/2022 12:00:00 AM,POINT (-95.43359 29.041701)
Rite Aid 05722,42021 STATE HIGHWAY 74,,HEMET,RIVERSIDE,CA,92544,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-116.927744 33.747744)
Walgreens Store #09804,180 W MAIN ST,,UNIONTOWN,FAYETTE,PA,15401,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,120,240,01/04/2022 12:00:00 AM,POINT (-79.732183 39.901162)
CVS Store #08849,1545 WEST 17TH STREET,CVS Pharmacy,SANTA ANA,ORANGE,CA,92706,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,18,01/04/2022 12:00:00 AM,POINT (-117.889771 33.760088)
St. Dominic-Jackson Memorial Hospit,969 Lakeland Dr,,Jackson,HINDS,MS,39216,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,100,,,POINT (-90.165103 32.333691)
ENLOE MEDICAL CENTER,1531 Esplanade,,Chico,BUTTE,CA,95926,0310-7442-02,Evusheld,01/02/2022 12:00:00 AM,12/21/2021 12:00:00 AM,168,72,01/04/2022 12:00:00 AM,POINT (-121.849291 39.742509)
Walmart Pharmacy #5889,9410 Webb Chapel Rd,,Dallas,DALLAS,TX,75220,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-96.858063 32.86112)
Meijer Store 226,2799 10 Mile Rd NE,,Rockford,KENT,MI,49341,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-85.599981 43.117004)
"V12 676 Tomah, WI",500 E VETERANS STREET,,TOMAH,MONROE,WI,54660,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-90.493043 44.001155)
LINOS PHARMACY 2,201 N FM 3167 STE 101-102,,RIO GRANDE CITY,STARR,TX,78582,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-98.856149 26.38726)
Walmart Pharmacy #3509,11755 Beechnut St,,Houston,HARRIS,TX,77072,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-95.586424 29.688818)
BARTZ ALTADONNA CHC - EAST PALMDALE,2520 East Palmdale Blvd,Suite A,Palmdale,LOS ANGELES,CA,93550,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,320,,,POINT (-118.084379 34.580106)
Stillwater Family Pharmacy,133 North 5th Street,STILLWATER FAMILY PHCY,Columbus,STILLWATER,MT,59019,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-109.253037 45.638812)
Walgreens Store #13444,120 W SLAUGHTER LN,,AUSTIN,TRAVIS,TX,78748,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,220,0,01/04/2022 12:00:00 AM,POINT (-97.788919 30.167208)
CENTRAL AVE PHARMACY,65 CENTRAL AVE,,ALBANY,ALBANY,NY,12206,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-73.765745 42.658845)
"V09 614 Memphis, TN",1030 JEFFERSON AVE,Pharmacy (119),MEMPHIS,SHELBY,TN,38104,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-90.026184 35.142554)
St Luke s Hospital Carbon Campus,500 St Lukes Drive,,Lehighton,CARBON,PA,18235,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,
Walmart Pharmacy #4526,4412 North Fwy,,Houston,HARRIS,TX,77022,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-95.381515 29.830194)
PROVIDENCE SAINT MARY MED CTR,401 W. POPLAR STREET,,WALLA WALLA,WALLA WALLA,WA,99362,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,0,12/30/2021 12:00:00 AM,POINT (-118.343522 46.062783)
Walmart Pharmacy #2630,1100 N 1ST ST,,JESUP,WAYNE,GA,31545,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,20,,,POINT (-81.873738 31.61746)
Osborn Infusion,7400 E Osborn Rd,,Scottsdale,MARICOPA,AZ,85251,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,12/30/2021 12:00:00 AM,120,120,01/03/2022 12:00:00 AM,POINT (-111.922944 33.48764)
Walmart Pharmacy #602,1025 Sawdust Rd,,Spring,MONTGOMERY,TX,77380,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-95.45763 30.126532)
CAMC MEMORIAL HOSPITAL,3200 MacCORKLE AVENUE SE,INPATIENT PHARMACY,CHARLESTON,KANAWHA,WV,25304,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,12/22/2021 12:00:00 AM,144,84,01/03/2022 12:00:00 AM,POINT (-81.603015 38.328692)
Walmart Pharmacy #4108,4870 Elm Springs Rd,,Springdale,WASHINGTON,AR,72762,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-94.184062 36.193367)
BAYLOR HEALTH ENTERPRISES LP DBA BA,1250 8TH AVENUE,SUITE 125,FORT WORTH,TARRANT,TX,76104,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-97.343731 32.729659)
Morris Drug Company,646 Main Street North,,Pearson,ATKINSON,GA,31642,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,160,,,POINT (-82.85052 31.305841)
CVS Store #03078,2151 MEEKER AVE,CVS Pharmacy,RICHMOND,CONTRA COSTA,CA,94804,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,100,01/04/2022 12:00:00 AM,
Walgreens Store #04978,111 S HALSTED ST,,CHICAGO,COOK,IL,60661,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,100,01/04/2022 12:00:00 AM,POINT (-87.647294 41.87986)
RXONE ST. FRANCIS,309 Jackson Street (floor 1),,Monroe,OUACHITA,LA,71201,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-92.11479 32.499732)
DAY KIMBALL HOSPITAL,320 POMFRET ST,,PUTNAM,WINDHAM,CT,06260-1836,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,20,,,POINT (-71.915045 41.907442)
CVS Store #09188,869 NEWVILLE RD,CVS Pharmacy,ORLAND,GLENN,CA,95963,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-122.201279 39.748974)
LOS ANGELES COUNTY LONG BEACH CHC,1333 CHESTNUT AVE,RM 100-2,LONG BEACH,LOS ANGELES,CA,90813,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,140,,,POINT (-118.196372 33.783507)
UNIVERSITY OF MISSOURI HEALTH CARE,1 HOSPITAL DR,T0021,COLUMBIA,BOONE,MO,65212-0001,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-92.328624 38.937674)
Rite Aid 03602,5675 YORK ROAD,,NEW OXFORD,ADAMS,PA,17350-9553,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,120,,,POINT (-77.042363 39.867097)
Rite Aid 05806,5212 WEST WALNUT AVENUE,,VISALIA,TULARE,CA,93277-3475,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,80,,,POINT (-119.348524 36.312784)
LUMMI TRIBAL HEALTH CENTER,Lummi Tribal Health Center,2592 Kwina Rd,Bellingham,WHATCOM,WA,98226,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,60,,,
Walmart Pharmacy #1310,5555 S US Highway 41,,Terre Haute,VIGO,IN,47802,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-87.402125 39.400345)
Walmart Pharmacy #5147,1521 N Cockrell Hill Rd,,Dallas,DALLAS,TX,75211,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-96.895452 32.763549)
CVS Store #09833,4242 S EL CAMINO REAL,CVS Pharmacy,SAN MATEO,SAN MATEO,CA,94403,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,POINT (-122.288597 37.530073)
Weis Markets Inc,1075 WEST KING STREET,Weis Pharmacy #38,SHIPPENSBURG,CUMBERLAND,PA,17257,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-77.532775 40.044182)
Meijer Store 043,3360 Tittabawassee Road,,Saginaw,SAGINAW,MI,48604,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,20,01/04/2022 12:00:00 AM,POINT (-83.982617 43.480111)
Walgreens Store #10329,901 S 5TH ST,,HARTSVILLE,DARLINGTON,SC,29550,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,460,0,01/04/2022 12:00:00 AM,POINT (-80.067402 34.362308)
CVS Store #00086,1686 E FLORENCE BLVD,CVS Pharmacy,CASA GRANDE,PINAL,AZ,85122,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,80,,,POINT (-111.714818 32.879593)
EVANSTON REGIONAL HOSPITAL,190 ARROWHEAD DRIVE,,EVANSTON,UINTA,WY,82930,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-110.990598 41.242222)
SAENZ MEDICAL PHARMACY RIDGE INC,1200 E RIDGE ROAD,SUITE 13,MCALLEN,HIDALGO,TX,78503,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-98.209859 26.183945)
"V23 636A8 Iowa City, IA",601 HIGHWAY 6 W,,IOWA CITY,JOHNSON,IA,52246,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-91.548116 41.664617)
CVS Store #09946,463 STONY POINT RD,CVS Pharmacy,SANTA ROSA,SONOMA,CA,95401,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,,,POINT (-122.742012 38.431982)
Reid Health,Reid Health,1100 Reid Parkway,Richmond,WAYNE,IN,47374,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,01/04/2022 12:00:00 AM,
Walgreens Store #05967,1601 S AIR DEPOT BLVD,,MIDWEST CITY,OKLAHOMA,OK,73110,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,89,01/04/2022 12:00:00 AM,POINT (-97.406064 35.449252)
ST. ANTHONY REGIONAL HOSPITAL,311 SOUTH CLARK STREET,Attn: Pharmacy,Carroll,CARROLL,IA,51401,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,24,,,POINT (-94.867997 42.05694)
