Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address,NPI
Othello Clinic,1515 E Columbia St,,Othello,ADAMS,WA,99344,0069-1085-30,Paxlovid,01/07/2022 12:00:00 AM,,40,,,,
Walgreens Store #00165,2706 AVE MARUCA,,PONCE,Ponce,PR,00728,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,40,0,01/14/2022 12:00:00 AM,,1508871666
FULTON STATE HOSPITAL,600 E 5TH ST,,FULTON,CALLAWAY,MO,65251,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,01/07/2022 12:00:00 AM,20,13,01/14/2022 12:00:00 AM,POINT (-91.939546 38.84709),
WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON ST,,WATSONVILLE,SANTA CRUZ,CA,95076,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,12/31/2021 12:00:00 AM,40,,,,
MERRICK MEDICAL CENTER,1715 26TH STREET,,Central City,MERRICK,NE,68826,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,100,,,POINT (-98.002624 41.10661),
14th MDSS,201 INDEPENDENCE STE 235,,Columbus,LOWNDES,MS,39710-5300,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,,20,,,,
Rite Aid 11143,3807 W LINCOLN HWY,,DOWNINGTOWN,CHESTER,PA,19335,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,240,100,01/14/2022 12:00:00 AM,,1417056763
Walgreens Store #03924,5900 N MESA ST,,EL PASO,EL PASO,TX,79912,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,,20,0,01/14/2022 12:00:00 AM,POINT (-106.527957 31.829044),1912914839
Redding Rancheria,1441 Liberty Street,,Redding,SHASTA,CA,96001,0006-5055-06,Molnupiravir,01/07/2022 12:00:00 AM,01/12/2022 12:00:00 AM,20,,,POINT (-122.387094 40.585718),
CAMAI Comm Hlth CTR INC,2 School Road,,NAKNEK,BRISTOL BAY,AK,99633,0069-1085-30,Paxlovid,01/04/2022 12:00:00 AM,,20,0,01/11/2022 12:00:00 AM,,
WESTERN MISSOURI MED CENTER,403 BURKARTH RD,,WARRENSBURG,JOHNSON,MO,64093,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,,40,,,POINT (-93.723697 38.766581),
Blue Ridge Pharmacy,1070 Tunnel Road,,Asheville,BUNCOMBE,NC,28805,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,01/13/2022 12:00:00 AM,80,80,01/14/2022 12:00:00 AM,POINT (-82.491782 35.587482),
Walgreens Store #09417,3489 SEMINOLE TRL,,CHARLOTTESVILLE,ALBEMARLE,VA,22911,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,,20,0,01/14/2022 12:00:00 AM,POINT (-78.435594 38.13185),1639333594
HARBORVIEW MEDICAL CENTER,325 9th AVE,,Seattle,KING,WA,98104,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,01/13/2022 12:00:00 AM,60,0,01/13/2022 12:00:00 AM,POINT (-122.323372 47.604084),1053359729
Columbia River Health,450 Tatone Street,,Boardman,MORROW,OR,97818,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,01/07/2022 12:00:00 AM,20,,,POINT (-119.70293 45.830459),
Walgreens Store #18312,142 CENTRAL AVE,,CLARK,UNION,NJ,07066,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/07/2022 12:00:00 AM,160,156,01/14/2022 12:00:00 AM,POINT (-74.310502 40.63092),1538683388
Walmart Pharmacy #572,1201 Stone St,,Kilgore,GREGG,TX,75662,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,20,,,POINT (-94.865187 32.392012),1497773261
CVS Store #09910,3440 LA SIERRA AVE,CVS Pharmacy,RIVERSIDE,RIVERSIDE,CA,92503,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/13/2022 12:00:00 AM,POINT (-117.47218 33.898457),1891737623
Walmart Pharmacy #5702,9809 University Avenue,,Lubbock,LUBBOCK,TX,79423,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/04/2022 12:00:00 AM,80,28,01/14/2022 12:00:00 AM,POINT (-101.87031 33.50446),1720436959
TULANE MEDICAL CENTER,1415 TULANE AVE.,Attn:  Inpatient Pharmacy,NEW ORLEANS,ORLEANS,LA,70112,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,24,01/13/2022 12:00:00 AM,POINT (-90.076121 29.955263),
SUMMA HEALTH ROOTSTOWN PHARMACY,"4211 STATE ROUTE 44, SUITE 1500",,ROOTSTOWN,PORTAGE,OH,44272,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,,20,,,POINT (-81.242459 41.10414),1174997118
GRETNA DRUG COMPANY INC,108 VADEN DR,,GRETNA,PITTSYLVANIA,VA,24557,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/10/2022 12:00:00 AM,80,40,01/12/2022 12:00:00 AM,POINT (-79.364686 36.94749),1992704183
Walgreens Store #05139,7945 W 95TH ST,,HICKORY HILLS,COOK,IL,60457,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/13/2022 12:00:00 AM,220,212,01/14/2022 12:00:00 AM,POINT (-87.817208 41.718517),1700891991
CREDENA HEALTH PHARMACY CENTRALIA,1800 Cooks Hill Rd.,Suite P,CENTRALIA,LEWIS,WA,98531,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,01/06/2022 12:00:00 AM,20,40,01/13/2022 12:00:00 AM,POINT (-122.983845 46.71374),1124117056
Walgreens Store #04045,4685 E GRANT RD,,TUCSON,PIMA,AZ,85712,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,,60,0,01/14/2022 12:00:00 AM,POINT (-110.893346 32.250727),1639184963
Stout Scripts DBA Table Rock Pharma,200 W. Fleming Dr.,,Morganton,BURKE,NC,28655,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,,24,0,01/13/2022 12:00:00 AM,POINT (-81.679538 35.738018),
Wilcox Memorial Hospital,3-3420 KUHIO HIGHWAY,,Lihue,KAUAI,HI,96766,0310-7442-02,Evusheld,01/10/2022 12:00:00 AM,01/06/2022 12:00:00 AM,96,72,01/13/2022 12:00:00 AM,POINT (-159.366386 21.985784),
Jessie Trice  - MAIN,5361 NW 22nd Avenue,,Miami,MIAMI DADE,FL,33142,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,,40,,,POINT (-80.23261 25.823769),
METHODIST HOSPITALS - SOUTHLAKE,8701 BROADWAY,,MERRILLVILLE,LAKE,IN,46410,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,12/29/2021 12:00:00 AM,40,20,01/11/2022 12:00:00 AM,POINT (-87.335601 41.458244),
NORTH EAST MEDICAL SERVICES,1019 Clement Street,Attn: Pharmacy,San Francisco,SAN FRANCISCO,CA,94118,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/11/2022 12:00:00 AM,500,98,01/14/2022 12:00:00 AM,POINT (-122.470303 37.782667),
JEFFERSON COUNTY HEALTH CENTER,2000 S. Main St,,Fairfield,JEFFERSON,IA,52556,0310-7442-02,Evusheld,01/13/2022 12:00:00 AM,01/11/2022 12:00:00 AM,48,,,POINT (-91.963116 40.985727),
HealthLinc - Valparaiso,1001 Sturdy Rd,,Valparaiso,PORTER,IN,46383,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,,200,,,POINT (-87.037201 41.476591),
Manistique Pharmaceuticals DBA Putv,211 S. Cedar Street,,MANISTIQUE,SCHOOLCRAFT,MI,49854,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/06/2022 12:00:00 AM,60,,,POINT (-86.246482 45.956361),1275673428
BronxCare Medical and Dental at Poe,1650 Grand Concourse,Basement pharmacy,Bronx,BRONX,NY,10457,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,01/11/2022 12:00:00 AM,100,94,01/14/2022 12:00:00 AM,POINT (-73.911604 40.843651),1700184116
CRAWFORD COUNTY MEMORIAL HOSPITAL,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,CRAWFORD,IA,51442,0310-7442-02,Evusheld,01/06/2022 12:00:00 AM,01/13/2022 12:00:00 AM,24,24,01/14/2022 12:00:00 AM,,
MARTIN LUTHER KING JR. COMMUNITY HO,1680 E 120TH ST,,LOS ANGELES,LOS ANGELES,CA,90059,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,10,01/11/2022 12:00:00 AM,POINT (-118.244364 33.924351),
Walgreens Store #06382,1138 MAIN AVE,,CLIFTON,PASSAIC,NJ,07011,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,0,01/14/2022 12:00:00 AM,POINT (-74.139576 40.875321),1548275431
CVS Store #10005,"6401 MACK RD.,",CVS Pharmacy,SACRAMENTO,SACRAMENTO,CA,95823,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,01/05/2022 12:00:00 AM,100,54,01/13/2022 12:00:00 AM,POINT (-121.427931 38.474293),1942690714
SOUTH EAST MISSISSIPPI RURAL HEALTH,5488 US HWY 49,,HATTIESBURG,FORREST,MS,39401,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,01/10/2022 12:00:00 AM,20,20,01/13/2022 12:00:00 AM,POINT (-89.2998 31.287848),1871927517
Walmart Pharmacy #220,951 SW WILSHIRE BLVD,,BURLESON,JOHNSON,TX,76028,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,20,,,POINT (-97.340003 32.529028),1407873656
Rite Aid 06033,680 SOUTH STATE STREET,,UKIAH,MENDOCINO,CA,95482-4913,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,0,01/14/2022 12:00:00 AM,POINT (-123.206488 39.143395),1710096169
COMMUNITY HEALTH CENTERS INC,12716 NE 36th Street,,Spencer,OKLAHOMA,OK,73084,0006-5055-06,Molnupiravir,01/10/2022 12:00:00 AM,,100,0,01/06/2022 12:00:00 AM,POINT (-97.305258 35.507666),1265415806
UINTAH BASIN MEDICAL CENTER,250 W 300 N,UBMC Inpatient Pharmacy,ROOSEVELT,DUCHESNE,UT,84066,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,,40,,,POINT (-109.996264 40.303398),
RIVERVIEW HLTH,323 S Minnesota St,,Crookston,POLK,MN,56716,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,01/05/2022 12:00:00 AM,20,20,01/12/2022 12:00:00 AM,POINT (-96.618106 47.772083),1477525566
CHILDRENS MN-MINNEAPOLIS,2525 CHICAGO AVE S,,MINNEAPOLIS,HENNEPIN,MN,55404,0310-7442-02,Evusheld,01/06/2022 12:00:00 AM,12/23/2021 12:00:00 AM,72,39,01/12/2022 12:00:00 AM,POINT (-93.262588 44.956237),
PMG NW REGIONAL MEDICAL CENTER EVER,1820 14TH ST,,EVERETT,SNOHOMISH,WA,98201,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,,20,,,POINT (-122.205029 47.999022),
HARRISON COUNTY HOSPITAL,1141 HOSPITAL DRIVE NW,,CORYDON,HARRISON,IN,47112,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-86.14774 38.23898),
Walmart Pharmacy #2453,2333 Reno Hwy,,Fallon,CHURCHILL,NV,89406,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/10/2022 12:00:00 AM,20,40,01/14/2022 12:00:00 AM,POINT (-118.806186 39.477669),1891712907
INOVA PHARMACY PLUS ISCI,8081 Innovation Park Drive,"bldg b, 2nd fl",fairfax,FAIRFAX CITY,VA,22031,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,,40,,,POINT (-77.22364 38.862119),1992262612
Blue Ridge Pharmacy,1070 Tunnel Road,,Asheville,BUNCOMBE,NC,28805,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,12/30/2021 12:00:00 AM,40,37,01/14/2022 12:00:00 AM,POINT (-82.491782 35.587482),
"V22 644 Phoenix, AZ",650 E INDIAN SCHOOL ROAD,Inaptient Pharmacy 119A,PHOENIX,MARICOPA,AZ,85012,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,,,POINT (-112.066252 33.494747),
AURORA RETAIL PHARMACY 1012,5900 S LAKE DR,,CUDAHY,MILWAUKEE,WI,53110,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,01/10/2022 12:00:00 AM,20,20,01/11/2022 12:00:00 AM,POINT (-87.850186 42.937317),1073547295
Walmart Pharmacy #1212,1095 Industrial Pkwy,,Saraland,MOBILE,AL,36571,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/10/2022 12:00:00 AM,20,20,01/14/2022 12:00:00 AM,POINT (-88.096107 30.801644),1629095914
TUFTS MEDICAL CENTER,25 HARVARD ST,TUFTS PHARMACY,BOSTON,SUFFOLK,MA,02111-0000,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,01/10/2022 12:00:00 AM,320,317,01/14/2022 12:00:00 AM,POINT (-71.062205 42.349892),
Walgreens Store #12152,1775 HIGHWAY 192 W,,LONDON,LAUREL,KY,40741,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/11/2022 12:00:00 AM,560,0,01/14/2022 12:00:00 AM,POINT (-84.092014 37.110715),1760646079
Amerita,"2079 SE Otis Corley Dr,",Suite 19,Bentonville,BENTON,AR,72712,0006-5055-06,Molnupiravir,01/05/2022 12:00:00 AM,01/10/2022 12:00:00 AM,40,40,01/13/2022 12:00:00 AM,,
Coastal Drug Company,204 BUTLER ST,,Midway,LIBERTY,GA,31320,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,,40,20,01/14/2022 12:00:00 AM,POINT (-81.417968 31.802293),1245392224
HEB Pharmacy 678,368 VALLEY HI DRIVE,,SAN ANTONIO,BEXAR,TX,78227-4602,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/04/2022 12:00:00 AM,40,10,01/14/2022 12:00:00 AM,POINT (-98.638166 29.381753),
GENESIS HOSPITAL,2951 Maple Ave,,Zanesville,MUSKINGUM,OH,43701,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,,120,,,POINT (-82.014245 39.975731),
AURORA RETAIL PHARMACY 1178,146 E GENEVA SQUARE,,LAKE GENEVA,WALWORTH,WI,53147,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,01/10/2022 12:00:00 AM,20,19,01/13/2022 12:00:00 AM,POINT (-88.423723 42.606049),1316971534
CVS Store #09826,5333 ELKHORN BLVD,CVS Pharmacy,SACRAMENTO,SACRAMENTO,CA,95842,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,01/05/2022 12:00:00 AM,80,79,01/13/2022 12:00:00 AM,,1255374088
Walgreens Store #06892,591 METACOM AVE,,BRISTOL,BRISTOL,RI,02809,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,01/13/2022 12:00:00 AM,40,19,01/14/2022 12:00:00 AM,POINT (-71.263728 41.694729),1952430175
CVS Store #09123,3800 MARTIN LUTHER KING JR. BLVD,CVS Pharmacy,LYNWOOD,LOS ANGELES,CA,90262,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,0,01/13/2022 12:00:00 AM,POINT (-118.198257 33.927804),1699710491
CVS Store #00417,885 CENTRAL AVE.,CVS Pharmacy,ALBANY,ALBANY,NY,12206,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/31/2021 12:00:00 AM,80,77,01/13/2022 12:00:00 AM,POINT (-73.790241 42.680263),1053419762
BAYLOR HEALTH ENTERPRISES LP DBA BA,1250 8TH AVENUE,SUITE 125,FORT WORTH,TARRANT,TX,76104,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,12/29/2021 12:00:00 AM,80,0,01/11/2022 12:00:00 AM,POINT (-97.343731 32.729659),
Partnership Hlth Ctr Creamery Bldg,401 Railroad St W,,Missoula,MISSOULA,MT,59802,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,01/12/2022 12:00:00 AM,100,100,01/13/2022 12:00:00 AM,POINT (-113.99637 46.87741),
Walmart Pharmacy #1126,1381 S MAIN ST,,BOERNE,KENDALL,TX,78006,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,,20,,,POINT (-98.725951 29.77681),1114944360
SHEPHERD CENTER,2020 PEACHTREE RD NW,Inpatient Pharmacy,ATLANTA,FULTON,GA,30309,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,01/05/2022 12:00:00 AM,96,,,POINT (-84.393887 33.806584),
Hannaford Brothers Store # 8128,149 DUBLIN STREET,,MACHIAS,WASHINGTON,ME,04654,0006-5055-06,Molnupiravir,01/11/2022 12:00:00 AM,01/06/2022 12:00:00 AM,160,160,01/14/2022 12:00:00 AM,POINT (-67.464617 44.704625),1114295169
Walgreens Store #15284,900 N WASHINGTON ST,STE 1,BALTIMORE,BALTIMORE CITY,MD,21205,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,,80,20,01/14/2022 12:00:00 AM,POINT (-76.589732 39.301191),1366879504
Walmart Pharmacy #4373,200 Wake Village Rd,,Wake Village,BOWIE,TX,75501,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,40,13,01/14/2022 12:00:00 AM,POINT (-94.100073 33.419566),1326426768
Walmart Pharmacy #3386,160 Springville Sta,,Springville,SAINT CLAIR,AL,35146,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/10/2022 12:00:00 AM,40,35,01/14/2022 12:00:00 AM,POINT (-86.431131 33.777884),1356408611
"V19 623 Muskogee, OK",1011 HONOR HEIGHT DRIVE,,MUSKOGEE,MUSKOGEE,OK,74401,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,01/10/2022 12:00:00 AM,40,,,POINT (-95.413749 35.765241),
Walgreens Store #10923,412 EAST MAIN ST,,LOUISA,LOUISA,VA,23093,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,,40,0,01/14/2022 12:00:00 AM,POINT (-77.993304 38.020022),1487845517
Walmart Pharmacy #3773,9500 Clifford St,,Fort Worth,TARRANT,TX,76108,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,20,,,POINT (-97.481362 32.764033),1962420729
Walgreens Store #05866,2418 S CARROLLTON AVE,,NEW ORLEANS,ORLEANS,LA,70118,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,60,20,01/14/2022 12:00:00 AM,POINT (-90.120226 29.956288),1346434784
HARRY RACE PHARMACY,106 LINCOLN STREET,,Sitka,SITKA,AK,99835,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,40,20,01/11/2022 12:00:00 AM,POINT (-135.338005 57.049391),1205979127
COMMONWEALTH HEALTH CENTER,1 Lower Navy Hill,Commonwealth Health Center,SAIPAN,SAIPAN,MP,96950,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,100,,,,
UNITED PHARMACY,5807 Sw 45th AVE STE 100,,Amarillo,RANDALL,TX,79109,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/04/2022 12:00:00 AM,40,11,01/13/2022 12:00:00 AM,POINT (-101.900479 35.161577),1235116161
CVS Store #09183,3055 W FLORIDA AVE,CVS Pharmacy,HEMET,RIVERSIDE,CA,92545,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/13/2022 12:00:00 AM,POINT (-117.004459 33.747362),1477596229
CVS Store #08645,4501 LINCOLNWAY EAST,CVS Pharmacy,MISHAWAKA,ST JOSEPH,IN,46544,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,12/31/2021 12:00:00 AM,40,39,01/13/2022 12:00:00 AM,POINT (-86.109951 41.663332),1588607881
AGRACE PHARMA,721 W Tarrant Rd,Suite 110,Grand Prairie,DALLAS,TX,75050,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,,20,,,POINT (-97.013233 32.758957),
SAV-ON PHARMACY,17520 STATE ROUTE 9 SE,,Snohomish,SNOHOMISH,WA,98296,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,01/10/2022 12:00:00 AM,20,20,01/13/2022 12:00:00 AM,POINT (-122.123472 47.838406),1215382049
"V06 590 Hampton, VA",100 Emancipation Drive,BLDG # 110B (GC100),HAMPTON,HAMPTON CITY,VA,23667,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,01/11/2022 12:00:00 AM,40,,,POINT (-76.330855 37.018442),
CVS Store #02290,1587 W EL CAMINO AVE,CVS Pharmacy,SACRAMENTO,SACRAMENTO,CA,95833,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,01/05/2022 12:00:00 AM,60,52,01/13/2022 12:00:00 AM,POINT (-121.495968 38.612833),1740224575
CVS Store #09585,3925 N. RIVER RD.,CVS Pharmacy,OCEANSIDE,SAN DIEGO,CA,92058,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,01/05/2022 12:00:00 AM,40,36,01/13/2022 12:00:00 AM,POINT (-117.323295 33.245267),1467498527
CARVAJAL PHARMACY SAN ANTONIO 341,3410 ROOSEVELT AVE,,SAN ANTONIO,BEXAR,TX,78214,0006-5055-06,Molnupiravir,01/12/2022 12:00:00 AM,,40,13,01/13/2022 12:00:00 AM,POINT (-98.481205 29.358438),
CVS Store #09138,1201 E. PLAZA BLVD,CVS Pharmacy,NATIONAL CITY,SAN DIEGO,CA,91950,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,33,01/13/2022 12:00:00 AM,POINT (-117.093515 32.677144),1083659981
Walmart Pharmacy #5824,1951 Military Pkwy,,Mesquite,DALLAS,TX,75149,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,01/04/2022 12:00:00 AM,40,20,01/14/2022 12:00:00 AM,POINT (-96.629024 32.768134),1275067977
Walmart Pharmacy #604,4310 Montgomery Hwy,,Dothan,HOUSTON,AL,36303,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/10/2022 12:00:00 AM,40,39,01/14/2022 12:00:00 AM,POINT (-85.442743 31.266018),1275550550
Walmart Pharmacy #746,3401 S 31st St,,Temple,BELL,TX,76502,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,40,15,01/14/2022 12:00:00 AM,POINT (-97.370059 31.067911),1003833278
Walgreens Store #00177,CARR #2 KM 129.7,PLAZA VICTORIA,AGUADILLA,Aguadilla,PR,00603,0006-5055-06,Molnupiravir,01/13/2022 12:00:00 AM,,20,0,01/14/2022 12:00:00 AM,,1982619037
DESERT PHARMACY,1560 S IMPERIAL AVE,,El Centro,IMPERIAL,CA,92243,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/10/2022 12:00:00 AM,20,19,01/13/2022 12:00:00 AM,POINT (-115.569695 32.779816),1053826792
710 North King Street,710 North King Street,,Honolulu,HONOLULU,HI,96817,0069-1085-30,Paxlovid,01/07/2022 12:00:00 AM,,20,,,POINT (-157.866133 21.320366),1437689957
