Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address,NPI
LINCOLN PHARMACY,821 S. 38th St.,,Tacoma,Pierce,WA,98418,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,10,02/21/2022 12:00:00 AM,POINT (-122.444424 47.22309),1033120530
Brewster Pharmacy,811 US HWY 97,,Brewster,Okanogan,WA,98812,0006-5055-06,Molnupiravir  [Qty 20],01/28/2022 12:00:00 AM,02/04/2022 12:00:00 AM,40,,,,
Walgreens Store #00202,200 CARR 137,,Morovis,Morovis,PR,00687,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,02/13/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM,,1053326116
Sams Pharmacy #6518,21483 Market Center,,Bristol,Bristol,VA,24202,0006-5055-06,Molnupiravir  [Qty 20],01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,13,02/15/2022 12:00:00 AM,,1063612620
ESTHERVILLE PHARMACY,1804 E CENTRAL AVE,,Estherville,Emmet,IA,51334,0006-5055-06,Molnupiravir  [Qty 20],01/28/2022 12:00:00 AM,02/03/2022 12:00:00 AM,40,,,,1063562890
Gothams - Lowell,2 Hospital Drive,,Lowell,Middlesex,MA,01852,0310-7442-02,Evusheld,02/16/2022 12:00:00 AM,,48,,,POINT (-71.300445 42.645435),
Walmart Pharmacy #183,14320 Highway 15 S,,Louisville,Winston,MS,39339,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,24,,,,1245257641
TAP RX,111 EXECUTIVE BLVD,,Farmingdale,Nassau,NY,11735,0310-7442-02,Evusheld,01/28/2022 12:00:00 AM,02/02/2022 12:00:00 AM,24,,,POINT (-73.428387 40.721266),
Elizabethtown Community Hospital,101 ADIRONDACK DR,,Ticonderoga,Essex,NY,12883,0310-7442-02,Evusheld,01/27/2022 12:00:00 AM,01/12/2022 12:00:00 AM,72,,,,
Scott Memorial Health,1451 N Gardner,,Scottsburg,Scott,IN,47170,0069-1085-30,Paxlovid,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,80,,,,
Wayne Memorial Community Health Cen,750 Route 739,,Hawley,Pike,PA,18428,0006-5055-06,Molnupiravir  [Qty 20],12/29/2021 12:00:00 AM,01/10/2022 12:00:00 AM,60,,,POINT (-75.034881 41.342661),
PIT RIVER HEALTH SERVICES,39677 Park Ave,,Burney,Shasta,CA,96013,0006-5055-06,Molnupiravir  [Qty 20],02/01/2022 12:00:00 AM,02/02/2022 12:00:00 AM,60,,,,
Walgreens Store #09827,720 N BROADWAY,,Peru,Miami,IN,46970,0006-5055-06,Molnupiravir  [Qty 20],01/28/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM,POINT (-86.076798 40.765573),1205841327
Walgreens Store #00380,4699 RR 5,,Bayamon,Bayamon,PR,00956,0069-1085-30,Paxlovid,01/21/2022 12:00:00 AM,01/26/2022 12:00:00 AM,40,16,02/21/2022 12:00:00 AM,,1972510881
Walmart Pharmacy #1713,2071 N Main St,,Canton,Fulton,IL,61520,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,24,,,POINT (-90.035411 40.592836),1053338335
CVS Store #17423,1405 W PACHECO BLVD,CVS Pharmacy,Los Banos,Merced,CA,93635,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/16/2022 12:00:00 AM,48,48,02/21/2022 12:00:00 AM,POINT (-120.87507 37.056681),1710148077
Harbin Clinic Medical Oncology,255 West 5th Street,Attention:Pharmacy,Rome,Floyd,GA,30165,0310-7442-02,Evusheld,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,,,,
SALUD INTEGRAL EN LA MONTANA- BAYAM,Carr 167 km 17.1 Bo. Pájaros,,Bayamon,Bayamon,PR,00961,0006-5055-06,Molnupiravir  [Qty 20],01/15/2022 12:00:00 AM,01/25/2022 12:00:00 AM,20,,,,1659914208
Walmart Pharmacy #1116,3393 N 81 Hwy,,Duncan,Stephens,OK,73533,0006-5055-06,Molnupiravir  [Qty 20],01/31/2022 12:00:00 AM,02/05/2022 12:00:00 AM,60,60,02/15/2022 12:00:00 AM,,1407874175
CVS Store #00625,249-253 1/2 MAIN STREET,CVS Pharmacy,Binghamton,Broome,NY,13905,0069-1085-30,Paxlovid,02/17/2022 12:00:00 AM,,40,,,POINT (-75.937398 42.107187),1528166162
MEDICAP PHARMACY #8211,615 E MAIN ST,,Panora,Guthrie,IA,50216,0006-5055-06,Molnupiravir  [Qty 20],01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,20,,,POINT (-94.356583 41.691826),1730500794
WEST PARK HOSPITAL,707 Sheridan Ave,,Cody,Park,WY,82414,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,18,02/16/2022 12:00:00 AM,POINT (-109.073576 44.526071),
UMC EL PASO FABENS PHARMACY,101 POTASIO ST,,Fabens,El Paso,TX,79838,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,24,58,02/21/2022 12:00:00 AM,,
FARMACIA DEL CARMEN VILLALBA,41 MUNOZ RIVERA,,Villalba,Villalba,PR,00766,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/16/2022 12:00:00 AM,20,,,,1306981303
Long View Drug,2637 1st Ave Sw,,Hickory,Catawba,NC,28602,0006-5055-06,Molnupiravir  [Qty 20],01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,180,138,02/05/2022 12:00:00 AM,POINT (-81.383503 35.729379),1568770857
Walgreens Store #09231,205 W MADISON ST,,Starke,Bradford,FL,32091,0069-1085-30,Paxlovid,02/18/2022 12:00:00 AM,02/03/2022 12:00:00 AM,40,20,02/21/2022 12:00:00 AM,POINT (-82.111113 29.943689),1801931787
Walker River Paiute Tribal Clinic,1025 Hospital Road,,Schurz,Mineral,NV,89427,0006-5055-06,Molnupiravir  [Qty 20],01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,,,POINT (-118.821308 38.955177),
Walmart Pharmacy #699,2530 Jackson Ave W,,Oxford,Lafayette,MS,38655,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,24,23,02/21/2022 12:00:00 AM,POINT (-89.564736 34.362104),1457378861
WASHINGTON REGIONAL MEDICAL CENTER,958 U.S. Hwy 64 East,,Plymouth,Washington,NC,27962,0069-1085-30,Paxlovid,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,40,40,02/14/2022 12:00:00 AM,POINT (-76.729937 35.863829),
OSH - University Heights,4200 S. East Street,Suite 32,Indianapolis,Marion,IN,46227,0006-5055-06,Molnupiravir  [Qty 20],01/27/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,,,,
Ingles Pharmacy 121,2630 Connelly Springs Rd,,Granite Falls,Caldwell,NC,28630,0006-5055-06,Molnupiravir  [Qty 20],01/12/2022 12:00:00 AM,01/18/2022 12:00:00 AM,40,26,02/07/2022 12:00:00 AM,POINT (-81.530636 35.803857),1164644969
SMITHS PHARMACY 70600093,614 WEST 2600 S,,Woods Cross,Davis,UT,84010,0069-1085-30,Paxlovid,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM,POINT (-111.896743 40.861694),1598782112
Walgreens Store #10887,4 SANBORN RD,,Tilton,Belknap,NH,03276,0006-5055-06,Molnupiravir [Qty 24],02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,24,02/21/2022 12:00:00 AM,POINT (-71.565348 43.456992),1528223674
SAV-ON PHARMACY,5415 SW BEAVERTON HILLSDALE HWY,,Portland,Multnomah,OR,97221,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,19,02/20/2022 12:00:00 AM,POINT (-122.731764 45.487018),1750337309
GWIDT PHARMACY,203 E Westgor Ave,,Wittenberg,Shawano,WI,54499,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,37,02/19/2022 12:00:00 AM,POINT (-89.168015 44.827767),1407861008
MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,INPATIENT PHARMACY,Durango,La Plata,CO,81301,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/17/2022 12:00:00 AM,40,,,POINT (-107.82478 37.235091),
Baxley Wellness Pharmacy Inc,160 Azalia Road,,Baxley,Appling,GA,31513,0006-5055-06,Molnupiravir [Qty 24],02/20/2022 12:00:00 AM,,120,,,,1205438330
LEGACY SALMON CREEK HOSPITAL,2211 NE 139TH ST,,Vancouver,Clark,WA,98686,0006-5055-06,Molnupiravir [Qty 24],02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,24,20,02/15/2022 12:00:00 AM,POINT (-122.649482 45.721824),
CommCare SE Hlth + Wellness Ctr,2901 Montopolis Dr,,Austin,Travis,TX,78741,0006-5055-06,Molnupiravir  [Qty 20],01/18/2022 12:00:00 AM,01/28/2022 12:00:00 AM,1200,797,01/25/2022 12:00:00 AM,POINT (-97.710192 30.214978),1255598876
Greystone Village Pharmacy,7713 Lead Mine Rd,,Raleigh,Wake,NC,27615,0006-5055-06,Molnupiravir  [Qty 20],01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,60,60,01/26/2022 12:00:00 AM,POINT (-78.659358 35.88612),1194169615
Rite Aid 10926,1222 BROWNSVILLE RD,,Pittsburgh,Allegheny,PA,15210-3651,0006-5055-06,Molnupiravir [Qty 24],02/14/2022 12:00:00 AM,02/16/2022 12:00:00 AM,24,24,02/21/2022 12:00:00 AM,POINT (-79.989956 40.403389),
RENUE RX 4 SUNDANCE,201 COMMERCE ST,STE 201,Fort Worth,Tarrant,TX,76102,0069-1085-30,Paxlovid,01/11/2022 12:00:00 AM,01/13/2022 12:00:00 AM,40,,,POINT (-97.331447 32.756531),
CHARLES RIVER COMMUNITY HEALTH BRIG,495 WESTERN AVE,2ND FLOOR MEDICAL,Brighton,Suffolk,MA,02135,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,01/06/2022 12:00:00 AM,20,20,02/18/2022 12:00:00 AM,POINT (-71.144035 42.361793),
Rite Aid 10273,53 SOUTH BROADWAY,,Salem,Rockingham,NH,03079-3022,0006-5055-06,Molnupiravir [Qty 24],02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,24,02/21/2022 12:00:00 AM,POINT (-71.225367 42.776134),
Walgreens Store #13011,132 N MAIN ST,,Payson,Utah,UT,84651,0006-5055-06,Molnupiravir  [Qty 20],01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,520,517,02/15/2022 12:00:00 AM,POINT (-111.732275 40.044933),1659500056
CVS Store #10811,1218 UNIVERSITY BLVD.,CVS Pharmacy,Tuscaloosa,Tuscaloosa,AL,35401,0006-5055-06,Molnupiravir [Qty 24],02/17/2022 12:00:00 AM,,24,,,POINT (-87.554148 33.210991),1477901270
Adams Drug Store,408 B 16th Avenue E,,Cordele,Crisp,GA,31015,0006-5055-06,Molnupiravir [Qty 24],02/20/2022 12:00:00 AM,,96,,,POINT (-83.777306 31.963631),1104950815
Walgreens Store #05141,1302 W STATE ROAD 2,,Laporte,La Porte,IN,46350,0006-5055-06,Molnupiravir  [Qty 20],01/28/2022 12:00:00 AM,02/02/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM,POINT (-86.734544 41.600859),1932114055
VIDANT MEDICAL CENTER,Department of Pharmacy,2100 Stantonsburg Road,Greenville,Pitt,NC,27835,0069-1085-30,Paxlovid,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,80,47,02/21/2022 12:00:00 AM,,
XPRESS URGENT CARE - STANTON,12860 BEACH BLVD,,Stanton,Orange,CA,90680,0006-5055-06,Molnupiravir  [Qty 20],01/18/2022 12:00:00 AM,01/20/2022 12:00:00 AM,140,,,POINT (-117.992692 33.774984),1053967612
CASTLEVIEW HOSPITAL,300 N. Hospital Drive,,Price,Carbon,UT,84501,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,40,28,02/15/2022 12:00:00 AM,POINT (-110.831949 39.605455),1942425475
WINONA HEALTH SERVICES,855 Mankato Ave,,Winona,Winona,MN,55987-4894,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,20,02/18/2022 12:00:00 AM,POINT (-91.622113 44.033207),
LAKE CITY AREA MEDICAL CENTER,700 N HENSON ST,,Lake City,Hinsdale,CO,81235,0069-1085-30,Paxlovid,02/04/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,19,02/17/2022 12:00:00 AM,POINT (-107.3124 38.033144),1790767192
Arnot Ogden Medical Center,600 Roe Ave,Inpatient Pharmacy Dept.,Elmira,Chemung,NY,14905,0310-7442-02,Evusheld,01/20/2022 12:00:00 AM,01/25/2022 12:00:00 AM,72,72,02/18/2022 12:00:00 AM,POINT (-76.826745 42.099234),
CVS Store #07002,112 S. MAIN ST.,CVS Pharmacy,Amherst,Amherst,VA,24521,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,24,23,02/21/2022 12:00:00 AM,POINT (-79.05027 37.588075),1528161270
GIBBONS PHARMACY,117 SO. TOPPENISH AVE.,,Toppenish,Yakima,WA,98948,0006-5055-06,Molnupiravir  [Qty 20],01/26/2022 12:00:00 AM,01/31/2022 12:00:00 AM,20,20,02/01/2022 12:00:00 AM,POINT (-120.311132 46.375411),1548275191
Walmart Pharmacy #1938,7050 S Cicero Ave,,Bedford Park,Cook,IL,60638,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,24,24,02/21/2022 12:00:00 AM,POINT (-87.742029 41.765307),1689691966
DRUGCO EXPRESS,1096 East 10th St,,Roanoke Rapids,Halifax,NC,27870,0006-5055-06,Molnupiravir  [Qty 20],01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,40,36,02/07/2022 12:00:00 AM,POINT (-77.646919 36.451014),1730671322
354 MDG,2630 Central Ave,Ste 1M07,Eielson Afb,Fairbanks North Star,AK,99702,0006-5055-06,Molnupiravir [Qty 24],02/07/2022 12:00:00 AM,02/10/2022 12:00:00 AM,24,,,POINT (-147.085746 64.673987),
AURORA RETAIL PHARMACY 1430,3003 UNIVERSITY DRIVE STE 1,,Marinette,Marinette,WI,54143,0006-5055-06,Molnupiravir  [Qty 20],01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,140,136,02/03/2022 12:00:00 AM,POINT (-87.645286 45.070828),1336634229
Meijer Store 210,730 E Saginaw Hwy,Deliver to Pharmacy,Grand Ledge,Eaton,MI,48837,0006-5055-06,Molnupiravir  [Qty 20],12/30/2021 12:00:00 AM,01/10/2022 12:00:00 AM,40,33,02/15/2022 12:00:00 AM,POINT (-84.74137 42.740779),1285773226
Sams Pharmacy #8288,1500 Tradewinds Blvd,,Midland,Midland,TX,79706,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,48,46,02/21/2022 12:00:00 AM,POINT (-102.157218 31.994407),1972919520
Walmart Pharmacy #283,795 Texas Ave,,Bridge City,Orange,TX,77611,0006-5055-06,Molnupiravir  [Qty 20],12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,20,17,02/15/2022 12:00:00 AM,POINT (-93.843419 30.023633),1467479691
RIVERVIEW HLTH,323 S Minnesota St,,Crookston,Polk,MN,56716,0006-5055-06,Molnupiravir  [Qty 20],01/28/2022 12:00:00 AM,02/02/2022 12:00:00 AM,60,54,02/03/2022 12:00:00 AM,POINT (-96.618106 47.772083),1477525566
Community Pharmacy of Regional West,3911 Avenue B,,Scottsbluff,Scotts Bluff,NE,69361,0006-5055-06,Molnupiravir  [Qty 20],01/31/2022 12:00:00 AM,02/03/2022 12:00:00 AM,100,82,02/04/2022 12:00:00 AM,POINT (-103.665837 41.884787),
Walmart Pharmacy #5062,2047 E University Dr,,Auburn,Lee,AL,36830,0006-5055-06,Molnupiravir  [Qty 20],01/17/2022 12:00:00 AM,01/19/2022 12:00:00 AM,40,31,02/15/2022 12:00:00 AM,POINT (-85.448891 32.624933),1700256500
Kaiser Permanente - Westside ER,2875 NE Stucki Ave,,Hillsboro,Washington,OR,97124,0006-5055-06,Molnupiravir  [Qty 20],01/14/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,40,02/04/2022 12:00:00 AM,POINT (-122.876046 45.539237),
Rite Aid 01672,6912 NEW FALLS ROAD,,Levittown,Bucks,PA,19057-2410,0006-5055-06,Molnupiravir  [Qty 20],02/02/2022 12:00:00 AM,02/05/2022 12:00:00 AM,40,40,02/15/2022 12:00:00 AM,POINT (-74.856947 40.153184),
Walgreens Store #10630,5961 LA PALMA AVE,,La Palma,Orange,CA,90623,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,48,48,02/21/2022 12:00:00 AM,POINT (-118.029041 33.846444),1588679872
COLLIER DRUG STORES PRAIRIE GROVE,801 E. Douglas St,,Prairie Grove,Washington,AR,72753,0006-5055-06,Molnupiravir  [Qty 20],01/13/2022 12:00:00 AM,01/19/2022 12:00:00 AM,20,12,02/03/2022 12:00:00 AM,POINT (-94.305869 35.982583),1003816174
CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,PHARMACY DEPARTMENT,Johnstown,Cambria,PA,15905,0310-7442-02,Evusheld,02/02/2022 12:00:00 AM,02/03/2022 12:00:00 AM,48,48,02/04/2022 12:00:00 AM,POINT (-78.918607 40.304994),1598899387
75 MDSS HILL AFB,7321 Balmer Street Bldg 570,Bldg 570,Hill Afb,Davis,UT,84056,0006-5055-06,Molnupiravir  [Qty 20],01/11/2022 12:00:00 AM,01/13/2022 12:00:00 AM,60,,,POINT (-111.982491 41.10603),
TRINITY MEDICAL CENTER WEST,4000 JOHNSON ROAD,ATTN PHARMACY,Steubenville,Jefferson,OH,43952,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,120,41,02/16/2022 12:00:00 AM,POINT (-80.65933 40.368124),1912992884
COLERAIN PRIMARY CARE,109 W RIVER ST,,Colerain,Bertie,NC,27924-9006,0006-5055-06,Molnupiravir [Qty 24],02/08/2022 12:00:00 AM,02/14/2022 12:00:00 AM,48,49,02/17/2022 12:00:00 AM,POINT (-76.768536 36.201646),1720518574
Kettle Falls Pharmacy,West 280 3rd Ave,,Kettle Falls,Stevens,WA,99141,0069-1085-30,Paxlovid,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,30,02/19/2022 12:00:00 AM,,1821128539
Walgreens Store #10410,274 DELLS RD,,Littleton,Grafton,NH,03561,0006-5055-06,Molnupiravir [Qty 24],02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,24,02/21/2022 12:00:00 AM,POINT (-71.797046 44.309368),1164503942
OSCO PHARMACY,2120 PARK STREET SOUTH,,Livingston,Park,MT,59047,0006-5055-06,Molnupiravir  [Qty 20],01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,60,56,02/15/2022 12:00:00 AM,POINT (-110.575278 45.642428),1619923265
Walmart Pharmacy #5419,2600 Mcingvale Road,,Hernando,De Soto,MS,38632,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,48,50,02/21/2022 12:00:00 AM,POINT (-89.97204 34.822402),1790702116
Walmart Pharmacy #3469,1050 W EDGAR RD,,Linden,Union,NJ,07036,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,58,02/21/2022 12:00:00 AM,POINT (-74.251752 40.617563),1982621017
ASTIS SOUTH HILLS PHARMACY,250 MOUNT LEBANON BLVD,,Pittsburgh,Allegheny,PA,15234,0069-1085-30,Paxlovid,02/01/2022 12:00:00 AM,02/02/2022 12:00:00 AM,180,22,02/21/2022 12:00:00 AM,POINT (-80.03749 40.368461),1477976959
Walmart Pharmacy #1218,1741 E FLORENCE BLVD,,Casa Grande,Pinal,AZ,85122,0006-5055-06,Molnupiravir  [Qty 20],01/18/2022 12:00:00 AM,01/20/2022 12:00:00 AM,300,278,02/15/2022 12:00:00 AM,POINT (-111.712506 32.879601),1083631295
Neighborcare Hlth at Rainier Beach,9245 Rainier Ave S,,Seattle,King,WA,98118,0006-5055-06,Molnupiravir  [Qty 20],01/13/2022 12:00:00 AM,01/25/2022 12:00:00 AM,20,40,02/03/2022 12:00:00 AM,POINT (-122.269147 47.519894),1275567539
PEOPLE DRUG STORE,7869 Main Street,,Houma,Terrebonne,LA,70360,0069-1085-30,Paxlovid,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,60,12,02/21/2022 12:00:00 AM,POINT (-90.721505 29.597422),
East Valley CHC Pomona,1555 S Garey Ave,,Pomona,Los Angeles,CA,91766,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,240,200,02/17/2022 12:00:00 AM,POINT (-117.749675 34.04318),
CVS Store #00370,316 EAST LANCASTER AVENUE,CVS Pharmacy,Wayne,Delaware,PA,19087,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/15/2022 12:00:00 AM,24,24,02/21/2022 12:00:00 AM,POINT (-75.37971 40.043576),1962506709
Walmart Pharmacy #516,1200 W Main St,,Gun Barrel City,Henderson,TX,75156,0006-5055-06,Molnupiravir  [Qty 20],01/27/2022 12:00:00 AM,01/31/2022 12:00:00 AM,120,17,02/15/2022 12:00:00 AM,POINT (-96.135201 32.330922),1083631253
HEB Pharmacy 678,368 VALLEY HI DRIVE,,San Antonio,Bexar,TX,78227-4602,0006-5055-06,Molnupiravir  [Qty 20],01/27/2022 12:00:00 AM,01/29/2022 12:00:00 AM,60,38,02/10/2022 12:00:00 AM,POINT (-98.638166 29.381753),
CUSTER PHARMACY,241 S MAIN ST,,Cadiz,Harrison,OH,43907,0006-5055-06,Molnupiravir  [Qty 20],01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,,,POINT (-80.999106 40.271116),
Walmart Pharmacy #1098,400 Tiney Browning Blvd,,Port Lavaca,Calhoun,TX,77979,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,24,24,02/21/2022 12:00:00 AM,POINT (-96.626637 28.63337),1841217098
