Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address,NPI
AUBREY PHARMACY,701 S HIGHWAY 377,,AUBREY,DENTON,TX,76227,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,0,28,02/10/2022 12:00:00 AM,POINT (-96.9827 33.29875),1326053927
ROBINSONS PHARMACY,359 MAIN STREET,,Placerville,EL DORADO,CA,95667,0069-1085-30,Paxlovid,02/01/2022 12:00:00 AM,02/02/2022 12:00:00 AM,40,20,02/02/2022 12:00:00 AM,POINT (-120.801788 38.728606),1558422154
Walgreens Store #10798,1101 N 3RD AVE,,CHATSWORTH,MURRAY,GA,30705,0069-1085-30,Paxlovid,02/02/2022 12:00:00 AM,02/07/2022 12:00:00 AM,80,80,02/11/2022 12:00:00 AM,POINT (-84.772002 34.786902),1710192091
Walgreens Store #04732,2020 COURT ST,,PEKIN,TAZEWELL,IL,61554,0069-1085-30,Paxlovid,02/09/2022 12:00:00 AM,01/14/2022 12:00:00 AM,20,13,02/11/2022 12:00:00 AM,POINT (-89.617463 40.559066),1376550301
HMH HACKENSACK UNIVERSITY MED CTR,30 PROSPECT AVE,,HACKENSACK,BERGEN,NJ,07601,0310-7442-02,Evusheld,02/03/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,214,02/11/2022 12:00:00 AM,POINT (-74.057954 40.884032),1457456279
Mercy Medical Center,301 St. Paul Pl,,Baltimore,BALTIMORE CITY,MD,21202,0310-7442-02,Evusheld,01/26/2022 12:00:00 AM,01/25/2022 12:00:00 AM,264,314,02/10/2022 12:00:00 AM,POINT (-76.61355 39.29255),
FAXTON ST LUKES HEALTHCARE,1656 CHAMPLIN AVE,,UTICA,ONEIDA,NY,13502,0006-5055-06,Molnupiravir [Qty 24],01/31/2022 12:00:00 AM,,0,60,02/10/2022 12:00:00 AM,,
ASCENSION RX 1109,13133 N PORT WASHINGTON RD STE G01,,MEQUON,OZAUKEE,WI,53097,0006-5055-06,Molnupiravir [Qty 24],02/11/2022 12:00:00 AM,,0,20,02/09/2022 12:00:00 AM,POINT (-87.924154 43.256456),
Cape Fear Valley Medical Center,CFVMC Inpatient Pharmacy,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,0310-7442-02,Evusheld,02/08/2022 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,02/11/2022 12:00:00 AM,,
The Medicine Shoppe #0077,1000 Market Street,,Bloomsburg,COLUMBIA,PA,17815,0310-7442-02,Evusheld,02/01/2022 12:00:00 AM,,0,26,02/08/2022 12:00:00 AM,POINT (-76.45164 40.994486),1144565847
COLUMBIA ST MARYS,2323 NORTH LAKE DRIVE,,Milwaukee,MILWAUKEE,WI,53211,0310-7442-02,Evusheld,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,144,144,02/01/2022 12:00:00 AM,POINT (-87.879245 43.061301),1871656082
RUSH UNIVERSITY MEDICAL CENTER,1653 W CONGRESS PKWY # ATRIUM,,CHICAGO,COOK,IL,60612-3833,0069-1085-30,Paxlovid,01/31/2022 12:00:00 AM,02/02/2022 12:00:00 AM,100,73,02/10/2022 12:00:00 AM,POINT (-87.669039 41.875157),
Walmart Pharmacy #421,800 S HIGHWAY 287,,DECATUR,WISE,TX,76234,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,17,02/11/2022 12:00:00 AM,,1184642936
Walgreens Store #17128,25096 LANKFORD HIGHWAY,,ONLEY,ACCOMACK,VA,23418,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,40,9,02/11/2022 12:00:00 AM,POINT (-75.713586 37.700394),1902329774
Walgreens Store #09191,4996 COUNTRY CLUB RD,,WINSTON SALEM,FORSYTH,NC,27104,0069-1085-30,Paxlovid,02/09/2022 12:00:00 AM,01/27/2022 12:00:00 AM,120,1,02/11/2022 12:00:00 AM,POINT (-80.347711 36.084503),1740295831
CVS Store #09848,20 E ORANGE GROVE BLVD.,CVS Pharmacy,PASADENA,LOS ANGELES,CA,91103,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,02/02/2022 12:00:00 AM,60,25,02/11/2022 12:00:00 AM,POINT (-118.150036 34.157805),1972548774
PULLMAN REGIONAL HOSPITAL,835 SE Bishop Blvd,,PULLMAN,WHITMAN,WA,99163,0006-5055-06,Molnupiravir [Qty 24],01/11/2022 12:00:00 AM,,0,20,02/08/2022 12:00:00 AM,POINT (-117.169845 46.713462),
AAI Associates - Omaha,2808 S. 80th Ave Suite 210,,Omaha,DOUGLAS,NE,68124,0310-7442-02,Evusheld,02/09/2022 12:00:00 AM,02/10/2022 12:00:00 AM,72,46,02/10/2022 12:00:00 AM,POINT (-96.038822 41.23319),1326211889
Ascension Rx 1111,1506 S Oneida St,,Appleton,OUTAGAMIE,WI,54915,0006-5055-06,Molnupiravir [Qty 24],,,0,20,02/10/2022 12:00:00 AM,POINT (-88.404139 44.24814),1619453990
INTEGRIS BAPTIST REGIONAL - MIAMI,200 2nd Ave SW,,Miami,OTTAWA,OK,74354,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,60,31,02/07/2022 12:00:00 AM,POINT (-94.880021 36.872152),
CVS Store #09649,33499 YUCAIPA BLVD,CVS Pharmacy,YUCAIPA,SAN BERNARDINO,CA,92399,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,13,02/11/2022 12:00:00 AM,POINT (-117.073673 34.03386),1396786208
ST JOSEPH HOSPITAL,360 BROADWAY,,BANGOR,PENOBSCOT,ME,04401,0006-5055-06,Molnupiravir [Qty 24],02/11/2022 12:00:00 AM,,0,99,02/11/2022 12:00:00 AM,POINT (-68.77126 44.81453),
Premier Health Pharmacy - MVH,1 WYOMING ST,,Dayton,MONTGOMERY,OH,45409,0006-5055-06,Molnupiravir [Qty 24],,,0,49,02/10/2022 12:00:00 AM,POINT (-84.186282 39.743904),1154502847
RWJBH MONMOUTH MED CTR SOUTHERN,600 RIVER AVE,,LAKEWOOD,OCEAN,NJ,08701,0310-7442-02,Evusheld,02/03/2022 12:00:00 AM,02/08/2022 12:00:00 AM,144,48,01/18/2022 12:00:00 AM,POINT (-74.217362 40.074107),
REINBECK PHARMACY,401 MAIN STREET,,REINBECK,GRUNDY,IA,50669,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/20/2022 12:00:00 AM,20,12,02/05/2022 12:00:00 AM,POINT (-92.597978 42.324702),1427302660
ADVENTIST HEALTH WHITE MEMORIAL,1720 E. CESAR E CHAVEZ AVE ATTN,"TUNG NGUYEN, INPATIENT RX, ext 1536",LOS ANGELES,LOS ANGELES,CA,90033,0310-7442-02,Evusheld,01/07/2022 12:00:00 AM,01/13/2022 12:00:00 AM,120,59,02/11/2022 12:00:00 AM,POINT (-118.217347 34.051079),1215927470
Giant Eagle Inc.,132 Ben Avon Heights Road,Giant Eagle Pharmacy #0052,Pittsburgh,ALLEGHENY,PA,15237,0006-5055-06,Molnupiravir [Qty 24],01/28/2022 12:00:00 AM,,0,60,02/11/2022 12:00:00 AM,POINT (-80.070318 40.522928),1669489688
BROOKSHIRES PHARMACY 43,403 E HIGHWAY 90,,DAYTON,LIBERTY,TX,77535,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,24,44,02/10/2022 12:00:00 AM,POINT (-94.885461 30.047113),
MICHOUD PHARMACY,4646 MICHOUD BLVD.,SUITE D5,NEW ORLEANS,ORLEANS,LA,70129,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,40,16,02/11/2022 12:00:00 AM,POINT (-89.928338 30.032307),
Pharmscript HoldcoandSubsidiaries,441 Commerce Rd,,Vestal,BROOME,NY,13850,0069-1085-30,Paxlovid,02/10/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,18,02/11/2022 12:00:00 AM,POINT (-75.983795 42.107886),
CREDENA HEALTH PHARM SACRED HEART,101 W 8TH AVE,STE 207653,Spokane,SPOKANE,WA,99204,0006-5055-06,Molnupiravir [Qty 24],02/08/2022 12:00:00 AM,,0,20,02/11/2022 12:00:00 AM,POINT (-117.412168 47.64831),1568551430
PORTER ADVENTIST HOSPITAL,2525 S Downing St,Porter Pharmacy,Denver,DENVER,CO,80210,0006-5055-06,Molnupiravir [Qty 24],01/27/2022 12:00:00 AM,,0,278,02/11/2022 12:00:00 AM,POINT (-104.973482 39.670627),1982651469
NM DEPT OF HEALTH PHARMACY,NMDOH PHD PHARMACY,"1301 Siler Rd, Bldg A",Santa Fe,SANTA FE,NM,87507,0310-7442-02,Evusheld,02/08/2022 12:00:00 AM,01/21/2022 12:00:00 AM,96,24,02/11/2022 12:00:00 AM,,
ST CHARLES MEDICAL CENTER - IP RX,2500 NE Neff Road,,Bend,DESCHUTES,OR,97701,0069-1085-30,Paxlovid,02/11/2022 12:00:00 AM,02/02/2022 12:00:00 AM,220,21,02/10/2022 12:00:00 AM,POINT (-121.266708 44.065757),
UNIVERSITY OF MISSOURI HEALTH CARE,1 HOSPITAL DR,T0021,COLUMBIA,BOONE,MO,65212-0001,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,0,140,02/08/2022 12:00:00 AM,POINT (-92.328624 38.937674),1699769901
Good Samaritan Hospital Of Suffern,255 lafayette,,Suffern,ROCKLAND,NY,10901,0310-7442-02,Evusheld,01/20/2022 12:00:00 AM,01/25/2022 12:00:00 AM,72,71,02/01/2022 12:00:00 AM,POINT (-74.136136 41.112383),
BETH ISRAEL LAHEY HEALTH - WESTWOOD,80 Wilson Way,,Westwood,NORFOLK,MA,02090,0006-5055-06,Molnupiravir [Qty 24],02/04/2022 12:00:00 AM,,0,980,02/11/2022 12:00:00 AM,POINT (-71.184952 42.217685),1194242719
WENATCHEE VALLEY HOSPITAL AND CLINI,820 N CHELAN AVE,ATTN: 4TH FLOOR INPATIENT PHARMACY,WENATCHEE,CHELAN,WA,98801,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,40,,01/31/2022 12:00:00 AM,POINT (-120.321983 47.433566),1669719688
Walgreens Store #04948,101 LILY CACHE LN,,BOLINGBROOK,WILL,IL,60440,0069-1085-30,Paxlovid,02/09/2022 12:00:00 AM,01/28/2022 12:00:00 AM,20,14,02/11/2022 12:00:00 AM,POINT (-88.069259 41.691159),1467469494
HIGH DESERT MEDICAL GROUP,43839 15TH ST W,,LANCASTER,LOS ANGELES,CA,93534,0006-5055-06,Molnupiravir [Qty 24],01/31/2022 12:00:00 AM,,0,1046,02/10/2022 12:00:00 AM,POINT (-118.156857 34.678598),1205947231
FROEDTERT PHARMACY 200,925 N 87th Street,,Milwaukee,MILWAUKEE,WI,53226,0006-5055-06,Molnupiravir [Qty 24],01/26/2022 12:00:00 AM,,0,86,02/10/2022 12:00:00 AM,POINT (-88.019939 43.04192),1497303325
Medwiz Solutions LLC,167 Route 304,Unit 101,Bardonia,ROCKLAND,NY,10954,0310-7442-02,Evusheld,01/28/2022 12:00:00 AM,02/03/2022 12:00:00 AM,24,24,02/07/2022 12:00:00 AM,POINT (-73.997116 41.103893),
WISE HEALTH COMMUNITY CARE PHARMACY,609 MEDICAL CENTER DR,STE 1100,DECATUR,WISE,TX,76234,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/17/2022 12:00:00 AM,20,34,02/10/2022 12:00:00 AM,POINT (-97.593107 33.220263),
Pharmscript Holdco and Subsidiaries,140 SOUTHCENTER CT,SUITE 600,MORRISVILLE,WAKE,NC,27560,0069-1085-30,Paxlovid,02/02/2022 12:00:00 AM,,0,18,02/10/2022 12:00:00 AM,POINT (-78.814483 35.8386),
Walmart Pharmacy #5122,2856 Hickory Hill Rd,,Memphis,SHELBY,TN,38115,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,220,16,02/11/2022 12:00:00 AM,POINT (-89.864589 35.070594),1962421974
Omnicare of Edison #48299,120 Fieldcrest Avenue,,Edison,MIDDLESEX,NJ,08837,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,20,02/11/2022 12:00:00 AM,POINT (-74.344601 40.517343),1831208669
SSM HEALTH ST MARYS STL,"6420 Clayton Rd, Pharmacy",,St. Louis,SAINT LOUIS,MO,63117,0069-1085-30,Paxlovid,02/07/2022 12:00:00 AM,01/27/2022 12:00:00 AM,60,111,02/07/2022 12:00:00 AM,POINT (-90.31103 38.634024),1407076631
HI-SCHOOL PHARMACY - 1178,406 MCCLAINE ST,,SILVERTON,MARION,OR,97381-1921,0006-5055-06,Molnupiravir [Qty 24],01/31/2022 12:00:00 AM,,0,20,02/10/2022 12:00:00 AM,POINT (-122.787776 45.006611),
HealthDirect Inst. Pharmacy Svc #60,515 Stewart Dr West,,North Syracuse,ONONDAGA,NY,13212,0069-1085-30,Paxlovid,01/29/2022 12:00:00 AM,02/01/2022 12:00:00 AM,20,19,02/10/2022 12:00:00 AM,POINT (-76.101121 43.12167),
Giant Eagle Inc.,541 Allegheny Boulevard,Giant Eagle Pharmacy #85,Franklin,VENANGO,PA,16323,0006-5055-06,Molnupiravir [Qty 24],01/28/2022 12:00:00 AM,,0,94,02/11/2022 12:00:00 AM,POINT (-79.808704 41.40217),1417962341
EXPRESS RX - PARIS,508 E WALNUT ST,,PARIS,LOGAN,AR,72855,0310-7442-02,Evusheld,01/13/2022 12:00:00 AM,01/13/2022 12:00:00 AM,24,24,01/19/2022 12:00:00 AM,POINT (-93.72501 35.29204),
VIALLON DRUG COMPANY OF DONALDSONVI,309 MARCHAND DRIVE,,DONALDSONVILLE,ASCENSION,LA,70346,0069-1085-30,Paxlovid,01/25/2022 12:00:00 AM,01/28/2022 12:00:00 AM,20,20,02/08/2022 12:00:00 AM,POINT (-90.99157 30.099969),1053929703
Walmart Pharmacy #1099,501 E PAWNEE ST,,WICHITA,SEDGWICK,KS,67211,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,160,8,02/11/2022 12:00:00 AM,POINT (-97.332888 37.649676),1376560789
Brookwell Health - Morristown,2829 W Andrew Johnson Hwy,,Morristown,HAMBLEN,TN,37814,0310-7442-02,Evusheld,,,0,9,01/31/2022 12:00:00 AM,POINT (-83.334559 36.201052),
BAYLOR SCOTT WHITE PHARMACY 101,3600 Gaston Ave #109,,Dallas,DALLAS,TX,75246,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,72,89,02/11/2022 12:00:00 AM,POINT (-96.779724 32.791001),1629104039
Access Family Health-Smithville,60021 Monroe Street,,Smithville,MONROE,MS,38870,0006-5055-06,Molnupiravir [Qty 24],01/11/2022 12:00:00 AM,,0,79,02/09/2022 12:00:00 AM,POINT (-88.395259 34.071986),1376921569
Walmart Pharmacy #1844,950 Route 37 W,,Toms River,OCEAN,NJ,08755,0069-1085-30,Paxlovid,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,40,21,02/11/2022 12:00:00 AM,POINT (-74.240442 39.973893),1336166453
SAMARITAN PHARMACY LEBANON,675 N 5TH ST,,LEBANON,LINN,OR,97355-2875,0069-1085-30,Paxlovid,01/31/2022 12:00:00 AM,01/19/2022 12:00:00 AM,20,3,02/09/2022 12:00:00 AM,POINT (-122.914556 44.553137),
PARK NICOLLET METHODIST HOSPITAL,9700 W 76TH STREET,SUITE 100,EDEN PRAIRIE,HENNEPIN,MN,55344,0006-5055-06,Molnupiravir [Qty 24],02/11/2022 12:00:00 AM,,0,335,02/11/2022 12:00:00 AM,POINT (-93.402975 44.8657),
KHN PHARMACY - BEAVERCREEK,2510 COMMONS BLVD SUITE 100,Attn: Outpatient Pharmacy,BEAVERCREEK,GREENE,OH,45431,0006-5055-06,Molnupiravir [Qty 24],01/12/2022 12:00:00 AM,,0,40,02/10/2022 12:00:00 AM,,1043225683
St. Elizabeth Medical Center,2209 Genesee Street,,Utica,ONEIDA,NY,13501,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,48,48,02/10/2022 12:00:00 AM,POINT (-75.267419 43.083514),
PROVIDENCE NEWBERG MEDICAL CENTER,1001 N PROVIDENCE DR DEPT OF,,NEWBERG,YAMHILL,OR,97132-7485,0310-7442-02,Evusheld,01/21/2022 12:00:00 AM,01/27/2022 12:00:00 AM,72,72,02/10/2022 12:00:00 AM,POINT (-122.933913 45.308552),
ST JOSEPH REG MED CTR-SOUTH BEND,5215 HOLY CROSS PARKWAY,ATTN: PHARMACY,MISHAWAKA,ST JOSEPH,IN,46545,0069-1085-30,Paxlovid,01/27/2022 12:00:00 AM,02/01/2022 12:00:00 AM,60,21,02/09/2022 12:00:00 AM,POINT (-86.174651 41.704375),
CENTRACARE SAUK CENTRE,425 Elm St N,,Sauk Centre,STEARNS,MN,56378,0006-5055-06,Molnupiravir [Qty 24],01/28/2022 12:00:00 AM,,0,42,02/09/2022 12:00:00 AM,POINT (-94.954568 45.745919),1740553932
CLAYTON DRUG,100 EAST 1ST STREET,,SUMNER,BREMER,IA,50674,0069-1085-30,Paxlovid,01/14/2022 12:00:00 AM,01/20/2022 12:00:00 AM,20,20,02/09/2022 12:00:00 AM,POINT (-92.307034 42.883851),1184995029
METHODIST SPECIALTY AND TRANSPLANT,8026 Floyd Curl Drive,Pharmacy - Mezzanine,San Antonio,BEXAR,TX,78229,0310-7442-02,Evusheld,01/28/2022 12:00:00 AM,02/04/2022 12:00:00 AM,24,,02/11/2022 12:00:00 AM,POINT (-98.577224 29.512872),
SRMC Outpatient Pharmacy,400 FAIRVIEW HEIGHTS ROAD,Outpatient PHARMACY,SUMMERSVILLE,NICHOLAS,WV,26651,0006-5055-06,Molnupiravir [Qty 24],01/31/2022 12:00:00 AM,,0,79,02/09/2022 12:00:00 AM,POINT (-80.830737 38.29185),
CHI Health Pharmacy-Bergan Mercy,7500 Mercy Road,Attn: Inpatient Pharmacy,Omaha,DOUGLAS,NE,68124,0310-7442-02,Evusheld,02/11/2022 12:00:00 AM,01/21/2022 12:00:00 AM,360,137,02/07/2022 12:00:00 AM,POINT (-96.028839 41.237905),
SAINT ANTHONY HOSPITAL,2875 W 19th St,,Chicago,COOK,IL,60623,0006-5055-06,Molnupiravir [Qty 24],01/31/2022 12:00:00 AM,,0,219,02/11/2022 12:00:00 AM,POINT (-87.698272 41.855538),
RGV HOMETOWN PHARMACY PLLC,608 E HARRISON AVE,,HARLINGEN,CAMERON,TX,78550,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,24,44,02/11/2022 12:00:00 AM,POINT (-97.689414 26.190684),
SACRAMENTO COUNTY MAIN JAIL,651 I ST,ATTN: PHARMACY,SACRAMENTO,SACRAMENTO,CA,95814,0069-1085-30,Paxlovid,02/01/2022 12:00:00 AM,02/03/2022 12:00:00 AM,80,56,02/07/2022 12:00:00 AM,POINT (-121.49763 38.582615),
Meijer Store 302,3630 US 41 West,Deliver to Pharmacy,Marquette,MARQUETTE,MI,49855,0069-1085-30,Paxlovid,01/13/2022 12:00:00 AM,01/19/2022 12:00:00 AM,60,50,02/11/2022 12:00:00 AM,POINT (-87.47148 46.549074),1366943979
"Farmacia CDT G.M.S.P., Inc",Marginal Santa Cruz C-17,,BAYAMON,Bayamon,PR,00961,0069-1085-30,Paxlovid,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,20,20,02/11/2022 12:00:00 AM,,1407932346
JOE ARRINGTON CANCER CENTER,4101 22nd PL,,Lubbock,LUBBOCK,TX,79410,0310-7442-02,Evusheld,01/12/2022 12:00:00 AM,01/19/2022 12:00:00 AM,264,236,01/27/2022 12:00:00 AM,POINT (-101.900795 33.574151),
StarMed Healthcare,4001 Tuckaseegee road,,Charlotte,MECKLENBURG,NC,28208,0006-5055-06,Molnupiravir [Qty 24],02/10/2022 12:00:00 AM,02/10/2022 12:00:00 AM,120,68,02/11/2022 12:00:00 AM,POINT (-80.891913 35.246642),
PhysicianOne UrgCare/Ridgefield,10 South Street Suite 101,,Ridgefield,FAIRFIELD,CT,06877,0006-5055-06,Molnupiravir [Qty 24],01/18/2022 12:00:00 AM,,0,60,02/11/2022 12:00:00 AM,POINT (-73.494429 41.290337),
ST. JOSEPH REGIONAL CANCER CENTER,1250 IDAHO STREET,,LEWISTON,NEZ PERCE,ID,83501,0310-7442-02,Evusheld,02/10/2022 12:00:00 AM,01/20/2022 12:00:00 AM,48,18,02/10/2022 12:00:00 AM,POINT (-117.015802 46.416331),
Blue Ridge Pharmacy,1070 Tunnel Road,,Asheville,BUNCOMBE,NC,28805,0069-1085-30,Paxlovid,01/12/2022 12:00:00 AM,01/14/2022 12:00:00 AM,40,31,02/10/2022 12:00:00 AM,POINT (-82.491782 35.587482),
DHR HEALTH,5501 S MCCOLL RD,,EDINBURG,HIDALGO,TX,78539,0310-7442-02,Evusheld,01/28/2022 12:00:00 AM,02/01/2022 12:00:00 AM,336,218,02/07/2022 12:00:00 AM,POINT (-98.204109 26.252424),
Monter Cancer Center,450 Lakeville Road,,New Hyde Park,NASSAU,NY,11042,0310-7442-02,Evusheld,,,0,69,02/10/2022 12:00:00 AM,POINT (-73.704207 40.756012),
WYANDOT MEMORIAL HOSPITAL,885 NORTH SANDUSKY AVENUE,ATTN PHARMACY,UPPER SANDUSKY,WYANDOT,OH,43351,0006-5055-06,Molnupiravir [Qty 24],02/09/2022 12:00:00 AM,,0,20,02/11/2022 12:00:00 AM,POINT (-83.280842 40.840698),1477554475
Meijer Store 312,3757 Plainfield Ave NE,Deliver to Pharmacy,Grand Rapids,KENT,MI,49525,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,0,20,02/11/2022 12:00:00 AM,POINT (-85.626788 43.031802),1235278052
EVERGREEN HOSPITAL MED CTR,12040 NE 128th Street,,Kirkland,KING,WA,98034,0310-7442-02,Evusheld,01/26/2022 12:00:00 AM,01/28/2022 12:00:00 AM,120,24,01/26/2022 12:00:00 AM,POINT (-122.178553 47.714882),
