Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address,NPI
Alamosa Fam Med Ctr VWHS Pharm,1710 1st St,,Alamosa,ALAMOSA,CO,81101,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,40,,,POINT (-105.88281 37.472925),1215139613
MOUNT CARMEL EAST HOSPITAL,ATTN PHARMACY,6001 EAST BROAD ST,COLUMBUS,FRANKLIN,OH,43213,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,01/05/2022 12:00:00 AM,96,,,,
Salem Hospital,890 Oak St SE,,Salem,MARION,OR,97301,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,72,,,POINT (-123.033167 44.932885),
Walmart Pharmacy #200,1941 W Morton Ave,,Jacksonville,MORGAN,IL,62650,0069-1085-30,Paxlovid,01/06/2022 12:00:00 AM,,20,,,POINT (-90.270825 39.722964),1568489839
DEPARTMENT OF STATE HOSPITALS - COA,24511 W JAYNE AVE,,COALINGA,FRESNO,CA,93210,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,,
ST. JAMES HEALTHCARE,400 S. Clark St,Butte,Butte,SILVER BOW,MT,59701,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,,,POINT (-112.546445 46.008894),1528037215
HN0040 - TUHS - MAIN HOSP,3401 N BROAD ST,,PHILADELPHIA,PHILADELPHIA,PA,19140,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,144,76,01/10/2022 12:00:00 AM,POINT (-75.152105 40.005105),
Walmart Pharmacy #1253,710 E Ben White Blvd,,Austin,TRAVIS,TX,78704,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,20,0,01/08/2022 12:00:00 AM,POINT (-97.755433 30.218964),1699792853
CVS Store #09270,2033 W WICKENBURG WAY,CVS Pharmacy,WICKENBURG,MARICOPA,AZ,85390,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,01/06/2022 12:00:00 AM,80,80,01/10/2022 12:00:00 AM,,1962446211
SANFORD LUVERNE MEDICAL CENTER,1600 N Kniss Ave,,Luvenre,ROCK,MN,56156,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-96.212521 43.672181),1497703045
MIAMI VALLEY HOSPITAL,1 WYOMING ST,ATTN PHARMACY,DAYTON,MONTGOMERY,OH,45409,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,01/07/2022 12:00:00 AM,100,,,POINT (-84.186282 39.743904),
KHN PHARMACY - SOIN,3535 PENTAGON BLVD,Attn: Outpatient Pharmacy,BEAVERCREEK,GREENE,OH,45431,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,38,01/10/2022 12:00:00 AM,POINT (-84.062725 39.77195),1497029854
UNIV OF IOWA HOSPITALS CLINICS,200 HAWKINS DRIVE,CC 101GH PHARMACY,IOWA CITY,JOHNSON,IA,52242,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,01/06/2022 12:00:00 AM,160,,,POINT (-91.550759 41.661203),
DAY KIMBALL HOSPITAL,320 POMFRET ST,,PUTNAM,WINDHAM,CT,06260-1836,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,12/31/2021 12:00:00 AM,20,,,POINT (-71.915045 41.907442),
CVS Store #09140,555 BROADWAY STE 1054,CVS Pharmacy,CHULA VISTA,SAN DIEGO,CA,91910,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,1,01/10/2022 12:00:00 AM,POINT (-117.089301 32.630723),1104861095
HCA HOUSTON HEALTHCARE N CYPRESS,21214 NORTHWEST FWY,,CYPRESS,HARRIS,TX,77429,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/29/2021 12:00:00 AM,96,,,POINT (-95.632527 29.924945),
HEB Pharmacy 26,4100 S NEW BRAUNFELS AVE,,SAN ANTONIO,BEXAR,TX,78223-1717,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,12/31/2021 12:00:00 AM,20,15,01/10/2022 12:00:00 AM,POINT (-98.461225 29.380052),
UCHEALTH UNIVERSITY OF COLO HOSP,12605 E 16TH AVE,In Patient Pharmacy,AURORA,ADAMS,CO,80045,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,100,,,POINT (-104.840718 39.741362),
Walmart Pharmacy #197,1730 E Jackson St,,Macomb,MCDONOUGH,IL,61455,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,,80,,,POINT (-90.641813 40.45859),1992722250
"V10 538 Chillicothe, OH",17273 STATE RT 104,,CHILLICOTHE,ROSS,OH,45601,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-83.011004 39.383383),
DLP FRYE REGIONAL MEDICAL CENTER LL,420 N CENTER ST,,HICKORY,CATAWBA,NC,28601-5033,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,01/04/2022 12:00:00 AM,140,,,POINT (-81.337778 35.737175),
NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,,North Kansas City,CLAY,MO,64116,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,01/06/2022 12:00:00 AM,120,,,POINT (-94.551852 39.15081),
PEACEHEALTH ST JOSEPH MED CTR,2901 SQUALICUM PARKWAY,,BELLINGHAM,WHATCOM,WA,98225,0310-7442-02,Evusheld,01/06/2022 12:00:00 AM,,48,0,12/30/2021 12:00:00 AM,POINT (-122.474841 48.772261),1487904546
Stony Brook Eastern Long Island Hos,201 Manor Place,,Greenport,SUFFOLK,NY,11944,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,24,01/10/2022 12:00:00 AM,POINT (-72.361469 41.110947),
Walmart Pharmacy #1118,12300 Lake June Rd,,Balch Springs,DALLAS,TX,75180,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,40,39,01/10/2022 12:00:00 AM,POINT (-96.614936 32.733968),1396762548
Beekman pharmacy,2540 Route 55,,Poughquag,,NY,12570,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,120,120,01/08/2022 12:00:00 AM,POINT (-73.688373 41.625355),1811938765
"V16 586 Jackson, MS",1500 E WOODROW WILSON AVE,Pharmacy Service (119),JACKSON,HINDS,MS,39216,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,24,,,POINT (-90.167306 32.326795),
CVS Store #08861,8850 VALLEY VIEW STREET,CVS Pharmacy,BUENA PARK,ORANGE,CA,90620,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM,80,80,01/10/2022 12:00:00 AM,,1568407450
Rite Aid 06033,680 SOUTH STATE STREET,,UKIAH,MENDOCINO,CA,95482-4913,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,13,01/10/2022 12:00:00 AM,POINT (-123.206488 39.143395),1710096169
Walmart Pharmacy #3790,16241 S Farrell Rd,,Lockport,WILL,IL,60441,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,,80,,,POINT (-88.026138 41.592008),1255530739
CHILDRENS HOSPITAL COLORADO,13123 E 16th Ave,In Patient Pharmacy,Aurora,ADAMS,CO,80045,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,192,0,12/17/2021 12:00:00 AM,POINT (-104.835018 39.741635),
GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,,Linton,GREENE,IN,47441,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-87.129176 39.040532),
Brookshire Grocery Company,601 HWY 110 N,BROOKSHIRE PHARMACY #61,WHITEHOUSE,SMITH,TX,75791,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/05/2022 12:00:00 AM,20,20,01/05/2022 12:00:00 AM,POINT (-95.227858 32.235036),
Baptist Oxford Outpatient Pharmacy,1100 Belk Blvd,,Oxford,LAFAYETTE,MS,38655,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,40,01/10/2022 12:00:00 AM,POINT (-89.520762 34.346643),
PROGRESS WEST HEALTHCARE CENTER,2 PROGRESS POINT PKWY,,O FALLON,SAINT CHARLES,MO,63368-2205,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,180,,,POINT (-90.696599 38.715274),
Walmart Pharmacy #2020,905 S College Ave,,Rensselaer,JASPER,IN,47978,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,40,40,01/10/2022 12:00:00 AM,POINT (-87.155472 40.923468),1841217064
OLEAN GENERAL HOSPITAL,515 Main St,,Olean,CATTARAUGUS,NY,14760,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,,,POINT (-78.426977 42.089447),
Adventist Health Tillamook Hospital,1000 third st,ATTN pharmacy,Tillamook,TILLAMOOK,OR,97141,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/06/2022 12:00:00 AM,20,20,01/07/2022 12:00:00 AM,POINT (-123.854157 45.456326),
H.B. MAGRUDER HOSPITAL,615 FULTON STREET,,PORT CLINTON,OTTAWA,OH,43452,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,12/28/2021 12:00:00 AM,72,,,POINT (-82.933785 41.505799),1922079532
Walgreens Store #15000,153 MAIN ST,,LINCOLN PARK,MORRIS,NJ,7035,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,13,01/10/2022 12:00:00 AM,POINT (-74.308208 40.922893),1750523726
Walmart Pharmacy #668,915 N Chancery St Ste 100,,McMinnville,WARREN,TN,37110,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/07/2022 12:00:00 AM,POINT (-85.786647 35.699442),1154348340
Southeast Family Pharmacy,223 NC Hwy 111 South,,Goldsboro,WAYNE,NC,27534,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-77.918964 35.342808),1811343502
Rite Aid 06473,"14515 MOJAVE DRIVE, STE B",,VICTORVILLE,SAN BERNARDINO,CA,92394-6720,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/04/2022 12:00:00 AM,60,60,01/10/2022 12:00:00 AM,POINT (-117.346543 34.528427),1205923562
NYU LANGONE -TISCH HOSPITAL,550 FIRST AVENUE,3RD FLOOR C/O PHARMACY,NEW YORK,NEW YORK,NY,10016,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,01/06/2022 12:00:00 AM,288,285,01/10/2022 12:00:00 AM,POINT (-73.974661 40.74226),
"V12 585 Iron Mountain, MI",325 EAST H STREET,,IRON MOUNTAIN,DICKINSON,MI,49801,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,,40,,,POINT (-88.061609 45.811478),
HCA MEDICAL CITY DALLAS,7777 FOREST LANE,Building A - INPATIENT PHARMACY,DALLAS,DALLAS,TX,75230,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,01/05/2022 12:00:00 AM,240,,,POINT (-96.772773 32.909572),
Walgreens Store #02762,500 CARR 1,,CAGUAS,Caguas,PR,727,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/25/2021 12:00:00 AM,20,10,01/10/2022 12:00:00 AM,,1669487732
MARMAC PHARMACY,110 FIVE POINTS RD,,GOLDSBORO,WAYNE,NC,27530,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,01/06/2022 12:00:00 AM,20,,,POINT (-78.035674 35.331375),1316230287
Walmart Pharmacy #3623,4401 HIGHWAY 83 SOUTH,,LAREDO,WEBB,TX,78046,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,20,1,01/10/2022 12:00:00 AM,,1487762878
NEA BAPTIST MEMORIAL HOSP PHARMACY,4800 E JOHNSON AVE,,JONESBORO,CRAIGHEAD,AR,72401,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,01/07/2022 12:00:00 AM,72,72,01/10/2022 12:00:00 AM,POINT (-90.635674 35.864196),
ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH STREET,Inpatient Pharmacy,MINNEAPOLIS,HENNEPIN,MN,55407,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,40,,,POINT (-93.262248 44.951954),
IOWA METHODIST MEDICAL CENTER,1200 PLEASANT ST,ATTENTION PHARMACY,DES MOINES,POLK,IA,50309,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,72,,,POINT (-93.633188 41.590795),1396837951
Walmart Pharmacy #5196,5255 Elvis Presley Blvd,,Memphis,SHELBY,TN,38116,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,120,82,01/10/2022 12:00:00 AM,POINT (-90.025338 35.004875),1922025022
LIVINGSTON HEALTHCARE,320 Alpenglow Lane,,Livingston,PARK,MT,59047,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/31/2021 12:00:00 AM,24,24,01/10/2022 12:00:00 AM,POINT (-110.525425 45.676043),1245222306
"V16 502 Alexandria, LA",2495 SHREVEPORT HWY,BLD # 7 PHARMACY RM 102,PINEVILLE,RAPIDES,LA,71360,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-92.434229 31.355),
CVS Store #00997,206 GLEN COVE AVENUE,CVS Pharmacy,GLEN COVE,NASSAU,NY,11542,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/31/2021 12:00:00 AM,340,327,01/10/2022 12:00:00 AM,POINT (-73.635496 40.84882),1770687436
"V02 630A4 Brooklyn, NY",800 POLY PLACE,Pharmacy Dept.,BROOKLYN,KINGS,NY,11209,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-74.023717 40.609071),
THE PHARMACY AT VALLEY VIEW,1906 Blake Ave,,Glenwood Springs,GARFIELD,CO,81601,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,168,,,POINT (-107.322794 39.532859),
Schmitzs Economart,700 S RIVER ST,,Spooner,WASHBURN,WI,54801,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-91.895952 45.816443),1750446191
HEB Pharmacy 54,9828 BLACKHAWK BLVD.,,HOUSTON,HARRIS,TX,77075-2246,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,12/31/2021 12:00:00 AM,20,15,01/10/2022 12:00:00 AM,POINT (-95.248355 29.602174),
Nolans Family Pharmacy,2513 EASTCHESTER DR #119,,High Point,GUILFORD,NC,27265,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-79.970907 36.027324),
STATEN ISLAND UNIVERISTY-NORTH CAMP,475 SEAVIEW AVENUE,,STATEN ISLAND,RICHMOND,NY,10305,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,01/06/2022 12:00:00 AM,240,240,01/08/2022 12:00:00 AM,POINT (-74.086954 40.584051),
Walmart Pharmacy #1292,2400 N FRANKLIN ST,,CHRISTIANSBURG,MONTGOMERY,VA,24073,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,17,01/10/2022 12:00:00 AM,POINT (-80.42294 37.1617),1972520179
Rite Aid 06214,1001 NORTH CENTRAL AVENUE,,COMPTON,LOS ANGELES,CA,90222-3647,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,,280,200,01/10/2022 12:00:00 AM,,1881703247
Hilo Medical Center,1190 WAIANUENUE AVENUE,,Hilo,HAWAII,HI,96720,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,01/05/2022 12:00:00 AM,24,24,01/10/2022 12:00:00 AM,POINT (-155.112892 19.717551),
CVS Store #02412,60 E DEUCE OF CLUBS DR.,CVS Pharmacy,SHOW LOW,NAVAJO,AZ,85901,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,58,01/10/2022 12:00:00 AM,POINT (-110.041703 34.250891),1700176278
Walmart Pharmacy #5021,2275 Gus Thomasson Rd,,Dallas,DALLAS,TX,75228,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,40,40,01/10/2022 12:00:00 AM,POINT (-96.676512 32.834876),1902825912
SSM HLTH DMG FISH HATCHERY - COVID,SSM Health Pharmacy,1313 Fish Hatchery Rd,Madison,DANE,WI,53715,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,40,01/10/2022 12:00:00 AM,,1003926791
Walmart Pharmacy #3432,951 W Belt Line Rd,,Desoto,DALLAS,TX,75115,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,5,01/10/2022 12:00:00 AM,POINT (-96.879678 32.589913),1659313492
IU Health North Joe Shelly Schwarz,11645 Illinois Street,,Carmel,HAMILTON,IN,46032,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,24,01/10/2022 12:00:00 AM,,
Stout Scripts DBA Table Rock Pharma,200 W. Fleming Dr.,,Morganton,BURKE,NC,28655,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,60,60,01/08/2022 12:00:00 AM,POINT (-81.679538 35.738018),
JOHNSON MEMORIAL,1125 W Jefferson St,,Franklin,JOHNSON,IN,46131,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,,POINT (-86.076782 39.480634),
VALLEY HEALTH CENTER AT GILROY PH,7475 CAMINO ARROYO,Suite 1025,GILROY,SANTA CLARA,CA,95020,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/07/2022 12:00:00 AM,180,180,01/10/2022 12:00:00 AM,POINT (-121.556547 37.011289),
Sanilac Pharmacy,78 S Elk St,,Sandusky,SANILAC,MI,48471,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/05/2022 12:00:00 AM,20,,,POINT (-82.82985 43.418951),
STATE OFFICE FOR PHARMACY SERVICES,369 EAST ST.,STATE OFFICE FOR PHARMACY SERVICES,TEWKSBURY,MIDDLESEX,MA,1876,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,40,,,POINT (-71.220129 42.611929),
BEST VALUE ROYCES PHARMACY,502 N MAIN ST,,CLEBURNE,JOHNSON,TX,76033,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/05/2022 12:00:00 AM,40,40,01/08/2022 12:00:00 AM,POINT (-97.387877 32.351274),
YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DR,ATTN: Pharmacy,YAKIMA,YAKIMA,WA,98902,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,01/07/2022 12:00:00 AM,24,,,POINT (-120.550398 46.592728),
UVM Medical Center (Pharmacy),111 Colchester Avenue,inpatient Pharmacy,Burlington,CHITTENDEN,VT,5401,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,12/30/2021 12:00:00 AM,120,53,01/10/2022 12:00:00 AM,POINT (-73.19633 44.480715),
Walgreens Store #07974,1096 HIGHWAY 33,,TRENTON,MERCER,NJ,8690,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,12/31/2021 12:00:00 AM,160,133,01/10/2022 12:00:00 AM,POINT (-74.667593 40.228678),1609919687
Walgreens Store #09270,3298 S CRATER RD,,PETERSBURG,PETERSBURG CITY,VA,23805,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,3,01/10/2022 12:00:00 AM,POINT (-77.367969 37.184925),1477568434
CHI ST LUKES HEALTH,6720 Bertner Ave,Inpatient Pharmacy,Houston,HARRIS,TX,77030,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,01/05/2022 12:00:00 AM,48,47,01/10/2022 12:00:00 AM,POINT (-95.399172 29.708215),
VALLEY HEALTH CENTER SUNNYVALE PH,660 S. FAIR OAKS AVE,Suite 1057,SUNNYVALE,SANTA CLARA,CA,94086,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,01/07/2022 12:00:00 AM,180,180,01/10/2022 12:00:00 AM,POINT (-122.023995 37.364693),
Rite Aid 02375,925 WEST ERIE PLAZA,,ERIE,ERIE,PA,16505-4535,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,52,01/10/2022 12:00:00 AM,POINT (-80.133087 42.107341),1568551216
VCU HEALTH SYSTEM,1250 EAST MARSHALL STREET,"PHARMACY STOREROOM, B-328",RICHMOND,RICHMOND CITY,VA,23298,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,300,,,POINT (-77.42988 37.539755),
KROGER PHARMACY 03400312,1035 N SHEPHERD DR,,HOUSTON,HARRIS,TX,77008,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-95.409865 29.789294),1063585685
WINONA HEALTH SERVICES,855 Mankato Ave,,Winona,WINONA,MN,55987-4894,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,01/04/2022 12:00:00 AM,20,,,POINT (-91.622113 44.033207),
W BERKELEY Fam PRAC,837 Addison St,,Berkeley,ALAMEDA,CA,94710,0006-5055-06,Molnupiravir,01/05/2022 12:00:00 AM,,200,,,POINT (-122.296878 37.866784),
UNITED PHARMACY,2630 Parkway Drive,,Lubbock,LUBBOCK,TX,79403,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/10/2022 12:00:00 AM,POINT (-101.808687 33.597599),1427049949
Walmart Pharmacy #2488,1203 6th Ave SE,,Decatur,MORGAN,AL,35601,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/10/2022 12:00:00 AM,POINT (-86.980368 34.589329),1508107152
Walmart Pharmacy #1618,2936 E 79Th Ave,,Merrillville,LAKE,IN,46410,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,80,92,01/10/2022 12:00:00 AM,POINT (-87.299869 41.474553),1013934223
LUMINIS HEALTH ANNE ARUNDEL MEDICAL,2001 Medical Parkway,3rd Floor Pharmacy,Annapolis,ANNE ARUNDEL,MD,21401,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,,144,118,01/10/2022 12:00:00 AM,POINT (-76.536256 38.989388),
Walmart Pharmacy #2680,3701 Portage Ave,,South Bend,ST JOSEPH,IN,46628,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,80,72,01/10/2022 12:00:00 AM,POINT (-86.289761 41.728629),1104843325
CITIZENS MEMORIAL HOSPITAL CV0135,1500 N OAKLAND AVE,,BOLIVAR,POLK,MO,65613,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,01/06/2022 12:00:00 AM,20,6,01/10/2022 12:00:00 AM,POINT (-93.420927 37.626098),
Wallace Medical Concern - SE Stark,18633 SE Stark St,,Portland,MULTNOMAH,OR,97233,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,01/03/2022 12:00:00 AM,20,,,POINT (-122.470563 45.5192),
AURORA RETAIL PHARMACY 1105,16985 W BLUEMOUND RD,STE 100,BROOKFIELD,WAUKESHA,WI,53005,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-88.123966 43.036843),1902821630
Walmart Pharmacy #314,1224 Huntsville Hwy,,Fayetteville,LINCOLN,TN,37334,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,01/04/2022 12:00:00 AM,120,118,01/10/2022 12:00:00 AM,POINT (-86.567147 35.136613),1306863584
Community Health Network,1500 N Ritter Ave,C/O Pharmacy,Indianapolis,MARION,IN,46219,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,12/30/2021 12:00:00 AM,144,70,01/10/2022 12:00:00 AM,POINT (-86.073805 39.787363),1336119478
Walmart Pharmacy #1596,200 S Bolingbrook Dr,,Bolingbrook,WILL,IL,60440,0006-5055-06,Molnupiravir,01/06/2022 12:00:00 AM,,80,,,POINT (-88.068119 41.69564),1013934389
GATEWAY COMMUNITY Hlth Ctr INC,1515 Pappas St,,Laredo,WEBB,TX,78041,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,100,,,POINT (-99.476472 27.536345),1013948447
