Provider Name,Address1,Address2,City,State,Zip,Last Report Date,Public Website,Phone Number,Geopoint
CVS Store #00957,928 RIVERDALE ST.,CVS Pharmacy,WEST SPRINGFIELD,MA,01089,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-72.62733 42.129195)
ICT Street Team,925 N Waco Ave,,Wichita,KS,67203,,,,POINT (-97.3425 37.699885)
CVS Store #00041,"284 WINTHROP ST, TAUNTON PLZ",CVS Pharmacy,TAUNTON,MA,02780,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.12065 41.88886)
PhysicianOne UrgCare/Manchester,370 Middle Turnpike,,Manchester,CT,06040,07/22/2022 12:00:00 AM,,,POINT (-72.53984 41.77922)
Valley Family - Ontario,2327 SW 4th Ave,Ste 1,Ontario,OR,97914,07/21/2022 12:00:00 AM,https://www.vfhc.org/,5418892340,POINT (-116.99728 44.02522)
CVS STORE #08747,6150 N BROADWAY,CVS Pharmacy,CHICAGO,IL,60660,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.660797 41.993905)
Adams County Health Center,205 N Berkley St.,,Council,ID,83612,07/19/2022 12:00:00 AM,,,POINT (-116.430411 44.73138)
WALGREENS STORE #09262,8469 E MCDONALD DR,,SCOTTSDALE,AZ,85250,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-8469+e+mcdonald+dr-scottsdale-az-85250/id=9262,,POINT (-111.898285 33.52342)
PURDY COSTLESS PHARMACY,14218 92ND AVE NW,,GIG HARBOR,WA,98329,07/21/2022 12:00:00 AM,,,POINT (-122.660714 47.386938)
WEST HAWAII COMMUNITY HEALTH CENTER,75-5751 KUAKINI HIGHWAY,SUITE 104,KAILUA-KONA,HI,96740,07/18/2022 12:00:00 AM,,,POINT (-155.99011 19.63589)
ARH OUR LADY OF THE WAY PHARMACY,12579 MAIN ST,,MARTIN,KY,41649,07/14/2022 12:00:00 AM,,,POINT (-82.761817 37.561216)
CVS Store #02544,101 LEXINGTON CIRCLE,CVS Pharmacy,PEACHTREE CITY,GA,30269,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.559485 33.422065)
WALGREENS STORE #21388,9055 KATY FWY,STE 101,HOUSTON,TX,77024,07/21/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-95.512243 29.78347)
CVS STORE #05566,10 POPE AVENUE,CVS Pharmacy,HILTON HEAD ISLAND,SC,29928,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.761842 32.15335)
COGENT FAMILY HEALTHCARE,"525 SOUTH DR, STE 107",,MOUNTAIN VIEW,CA,94040,07/22/2022 12:00:00 AM,,,POINT (-122.08475 37.36701)
PATHWAY PHARMACY,202 SW 17TH ST,,OCALA,FL,34471,07/02/2022 12:00:00 AM,,,POINT (-82.138411 29.171205)
HLTHFIRST FAM CARE CTR INC,387 QUARRY ST STE 100,,Fall River,MA,02723,07/18/2022 12:00:00 AM,http://www.healthfirstfr.org,774-627-1205,POINT (-71.140325 41.693355)
CENTER FOR FAMILY HEALTH,505 N JACKSON ST,,Jackson,MI,49201,07/21/2022 12:00:00 AM,,,POINT (-84.40807 42.25357)
59 MLRS/SGSKS Medical Logistics,1100 Wilford Hall Loop,Bldg 4554,Lackland AFB,TX,78236,,,,POINT (-98.62529 29.38054)
CVS Store #06483,1407 LINCOLNWAY,CVS Pharmacy,LA PORTE,IN,46350,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.72753 41.60807)
CVS Store #01720,"21201 EAST OCOTILLO RD.,",CVS Pharmacy,QUEEN CREEK,AZ,85142,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-111.625673 33.247937)
CVS Store #08918,4340 SAN MATEO BLVD NE,CVS Pharmacy,ALBUQUERQUE,NM,87110,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-106.58571 35.1305)
CVS STORE #17138,1750 ROBERT ST S,CVS Pharmacy,WEST SAINT PAUL,MN,55118,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.07834 44.8934)
COMMUNITY PHARMACY,1818 Albion St,Outpatient Pharmacy,Nashville,TN,37208,07/18/2022 12:00:00 AM,,,POINT (-86.807205 36.16706)
CVS STORE #00824,2721 BRUNSWICK PIKE,CVS Pharmacy,LAWRENCEVILLE,NJ,08648,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.71931 40.26523)
CVS Store #08029,2025 FORT STREET,CVS Pharmacy,WYANDOTTE,MI,48192,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.180235 42.213095)
CVS Store #07603,1301 N. SAGINAW BLVD.,CVS Pharmacy,SAGINAW,TX,76179,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.382843 32.881365)
CVS STORE #08763,1650 FARWELL,CVS Pharmacy,MILWAUKEE,WI,53202,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.89295 43.05212)
KROGER PHARMACY 02400767,3175 BEAUMONT CENTRE CIR,,LEXINGTON,KY,40513,07/21/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.559315 38.0225)
CVS Store #00285,24048 KUYKENDAHL RD.,CVS Pharmacy,TOMBALL,TX,77375,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.55225 30.11108)
WALGREENS STORE #05076,6800 OGDEN AVE,,BERWYN,IL,60402,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-6800+ogden+ogden+ave-berwyn-il-60402/id=5076,,POINT (-87.79334 41.8266)
"AFC Urgent Care, Fairfield",1918 Black Rock Turnpike,,Fairfield,CT,06825,07/22/2022 12:00:00 AM,,,POINT (-73.24813 41.1809)
PARK WEST MEDICAL CENTER BELVEDERE,3319 W. Belvedere Avenue,,Baltimore,MD,21215,07/14/2022 12:00:00 AM,,410-542-7800 x7305,POINT (-76.67593 39.348992)
CVS Store #08174,1402 WEST 14 MILE ROAD,CVS Pharmacy,CLAWSON,MI,48017,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.16523 42.53358)
DEMMYS PHARMACY,5510 CHERRYWOOD LN,,GREENBELT,MD,20770,07/09/2022 12:00:00 AM,,,POINT (-76.912085 38.99879)
CVS Store #04022,"210 E. TRADE ST., STE. E-186",CVS Pharmacy,CHARLOTTE,NC,28202,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.842065 35.225225)
Optum Serve - LL Main,16195 Main Street,Attn: COVID testing/EOA,Lower Lake,CA,95457,07/18/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-122.92251 39.03815)
Walmart Pharmacy #780,2050 W Spring St,,Monroe,GA,30655,07/21/2022 12:00:00 AM,https://www.walmarthealth.com/,,POINT (-83.742265 33.79822)
HLTH CARE HOMELESS - 421 FALLSWAY,421 Fallsway,Attn: Catherine Fowler/Medical,Baltimore,MD,21202,07/14/2022 12:00:00 AM,http://www.hchmd.org,410-837-5533,POINT (-76.60934 39.2938)
Optum Serve - Sonora,220 Southgate Dr,,Sonora,CA,95370,07/22/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-120.389004 37.979889)
TGH Urgent Care - Brandon,799 West Lumsden Rd,,Brandon,FL,33511,07/22/2022 12:00:00 AM,,,POINT (-82.29693 27.92272)
Optum Serve - Chico,940 W 1st Street,ATTN: Covid Testing,Chico,CA,95929,07/22/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-121.85025 39.72588)
CVS Store #00434,8100 EAST RIDGE RD.,CVS Pharmacy,HOBART,IN,46342,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.23992 41.55112)
CVS Store #08396,1929 BRUCE B. DOWNS BLVD.,CVS Pharmacy,WESLEY CHAPEL,FL,33543,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.35378 28.18498)
KEDREN COMMUNITY CARE CLINIC,4211 S Avalon Blvd Ste A,,Los Angeles,CA,90011,06/28/2022 12:00:00 AM,http://www.kedrenmentalhealth.com,323-432-5122,POINT (-118.26548 34.00721)
Whiteriver Indian Hospital,200 West Hospital Drive,,Whiteriver,AZ,85941,07/18/2022 12:00:00 AM,,,POINT (-109.9614413 33.8762674)
Optum Serve - San Leandro,15301 Wicks Boulevard,ATTN: EOA/COVID Testing,San Leandro,CA,94579,07/22/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-122.16161 37.68584)
WALGREENS STORE #05890,11250 E VIA LINDA,,SCOTTSDALE,AZ,85259,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-11250+e+via+linda-scottsdale-az-85259/id=5890,,POINT (-111.836055 33.590105)
Optum Serve - Brentwood,101 Sand Creek Road,ATTN: COVID Testing Supplies,Brentwood,CA,94513,07/22/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-121.69891 37.94681)
CVS Store #08335,8754 SPRING CYPRESS RD.,CVS Pharmacy,SPRING,TX,77379,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.556287 30.03307)
WALGREENS STORE #15907,800 DEVON AVE,,PARK RIDGE,IL,60068,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-800+devon+devon+ave-park%20ridge-il-60068/id=15907,,POINT (-87.835995 41.997415)
CVS Store #00073,5 MACY STREET,CVS Pharmacy,AMESBURY,MA,01913,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.92869 42.84716)
HealthNet Administration,3403 E Raymond St,,Indianapolis,IN,46203,07/19/2022 12:00:00 AM,,,POINT (-86.10771 39.73734)
CVS Store #09894,10455 S DE ANZA BLVD,CVS Pharmacy,CUPERTINO,CA,95014,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.03355 37.31641)
KROGER PHARMACY 01100629,125 MAIN STREET MARKET PL SE,,CARTERSVILLE,GA,30121,07/21/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.77679 34.1722)
KROGER PHARMACY 02400356,12501 SHELBYVILLE RD,,MIDDLETOWN,KY,40243,07/21/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.52134 38.24572)
VALLEY HEALTH - EAST HUNTINGTON,3377 US Route 60,,HUNTINGTON,WV,25705,07/20/2022 12:00:00 AM,http://www.valleyhealth.org,304-525-3334,POINT (-82.37266 38.41056)
CVS Store #04795,6015 E. BROWN ROAD,CVS Pharmacy,MESA,AZ,85205,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-111.701037 33.436895)
HARBOR COMMUNITY HEALTH CEN HYANNIS,735 Attucks Lane,,Hyannis,MA,02601,07/18/2022 12:00:00 AM,http://www.hhsi.us,508-778-0300,POINT (-70.2977 41.67474)
WALGREENS STORE #06026,3624 N POWER RD,,MESA,AZ,85215,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-3624+n+power+rd-mesa-az-85215/id=6026,,POINT (-111.684732 33.481385)
CVS Store #05930,5701 CORAL RIDGE DR.,CVS Pharmacy,CORAL SPRINGS,FL,33076,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.27821 26.29774)
SAWTOOTH Mtn CLINIC,513 5th Ave W.,,GRAND MARAIS,MN,55604,07/15/2022 12:00:00 AM,,,POINT (-90.34086 47.75626)
CVS Store #07019,150 EAST 42ND ST.,CVS Pharmacy,NEW YORK,NY,10017,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.93831 40.6522)
CVS Store #01753,15010 MEMORIAL DR.,CVS Pharmacy,HOUSTON,TX,77079,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.61841 29.77804)
CVS Store #05694,9389 DAYTON PIKE,CVS Pharmacy,SODDY-DAISY,TN,37379,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.199135 35.23776)
William Beaumont Army Medical Cente,18511 Highlander Medics ST,RM 1410W Support Pharmacy,El paso,TX,79918,04/28/2022 12:00:00 AM,,,POINT (-106.38899 31.81636)
CVS STORE #01394,1636 BELLE VIEW BOULEVARD,CVS Pharmacy,ALEXANDRIA,VA,22307,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.06104 38.77623)
Valmed LLC dba Omlife Health Clinic,2702 1/2 N Proctor Street,Suite C,Tacoma,WA,98407,06/17/2022 12:00:00 AM,,,POINT (-122.48901 47.27202)
ContinuEM Urgent Care,6430 South ST,,Lakewood,CA,90248,07/22/2022 12:00:00 AM,,,POINT (-118.10761 33.85757)
LYNN COMMUNITY HEALTH CENTER,269 Union St,,Lynn,MA,01901,07/21/2022 12:00:00 AM,http://lchcnet.org/aboutus/,781-581-3900,POINT (-70.94377 42.465035)
CVS Store #00729,799 HOPE STREET,CVS Pharmacy,PROVIDENCE,RI,02906,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.39465 41.84901)
REDWOOD COAST MEDICAL SERVICES,46900 OCEAN DR,,GUALALA,CA,95445,07/11/2022 12:00:00 AM,,,POINT (-123.5782 38.804595)
BAY STREET PHARMACY INC,7746 BAY STREET,,SEBASTIAN,FL,32958,07/22/2022 12:00:00 AM,,,POINT (-80.48852 27.8476)
CVS Store #10325,8101 CLAYTON RD.,CVS Pharmacy,CLAYTON,MO,63117,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-90.34617 38.63872)
CVS Store #10370,7777 S. REDWOOD RD.,CVS Pharmacy,WEST JORDAN,UT,84084,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-111.9378 40.60998)
WALGREENS STORE #04021,8808 ANTOINE DR,,HOUSTON,TX,77088,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-8808+antoine+antoine+dr-houston-tx-77088/id=4021,,POINT (-95.47938 29.89421)
CVS Store #00154,6031 FAIRBURN RD.,CVS Pharmacy,DOUGLASVILLE,GA,30134,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.72995 33.75179)
Walmart Pharmacy #594,125 PAVILION PKWY,,FAYETTEVILLE,GA,30214,07/21/2022 12:00:00 AM,https://www.walmarthealth.com/,,POINT (-84.443115 33.48094)
SAN YSIDRO HLTH PARADISE HILLS,2400 E. 8th St,,National City,CA,91950,07/13/2022 12:00:00 AM,,619-662-4100,POINT (-117.08189 32.68243)
CVS STORE #01424,110 EDDS LANE,CVS Pharmacy,STERLING,VA,20165,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.41209 39.040555)
DWAYNES FRIENDLY PHARMACY,644 W. LINE ST.,,BISHOP,CA,93514,07/22/2022 12:00:00 AM,,,POINT (-118.40094 37.36109)
KROGER PHARMACY 02600557,1418A W MAIN ST,,LEBANON,TN,37087,07/21/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.33049 36.21451)
CVS STORE #08751,4051 N LINCOLN,CVS Pharmacy,CHICAGO,IL,60618,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.679252 41.95555)
CL BRUMBACK PRMRY CARE W PALM BEACH,1150 45TH STREET,PHARMACY,WEST PALM BEACH,FL,33407,07/20/2022 12:00:00 AM,https://www.hcdpbc.org/for-patients/primary-care-clinics,561-642-1000,POINT (-80.06983 26.75312)
CVS Store #16834,12000 RETAIL DR,CVS Pharmacy,WAKE FOREST,NC,27587,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.54185 35.97419)
ROAN MOUNTAIN PHARMACY OF BAKERSVIL,604 S HWY 226,,BAKERSVILLE,NC,28705,06/24/2022 12:00:00 AM,,,POINT (-82.17909 36.02628)
Queens Medical Center - West Oahu,91-2141 Fort Weaver Road,,Ewa Beach,HI,96706,07/11/2022 12:00:00 AM,,,POINT (-158.03132 21.36046)
CVS Store #05477,15474 W. GREENWAY RD.,CVS Pharmacy,SURPRISE,AZ,85374,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-112.393174 33.62463)
CVS Store #03080,4996 BRANDT PIKE,CVS Pharmacy,HUBER HEIGHTS,OH,45424,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.12191 39.82496)
WALGREENS STORE #07741,2154 JOHNSON FERRY RD NE,,BROOKHAVEN,GA,30319,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-2154+johnson+rd+ne-brookhaven-ga-30319/id=7741,,POINT (-84.32496 33.892115)
MD NOW - N MIAMI BEACH,1770 NE MIAMI GARDENS DR,,N MIAMI BEACH,FL,33179,07/21/2022 12:00:00 AM,,,POINT (-80.165464 25.946033)
JAY C PHARMACY 02400081,815 HIGHLANDER POINT DR,,FLOYDS KNOBS,IN,47119,07/21/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.90577 38.32793)
KING SOOPERS PHARMACY 62000086,12167 SHERIDAN BLVD,,BROOMFIELD,CO,80020,07/21/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-105.055492 39.91694)
CVS Store #03591,2703 N. PONCE DELEON BLVD.,CVS Pharmacy,SAINT AUGUSTINE,FL,32084,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.32474 29.9164)
HENRY J AUSTIN HLTH CTR-WARREN,321 N Warren St,,Trenton,NJ,08618,07/20/2022 12:00:00 AM,http://www.henryjaustin.org,609-278-5900,POINT (-74.76607 40.22559)
WALGREENS STORE #01956,319 VILLAGE RD NE,,LELAND,NC,28451,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-319+village+rd+ne-leland-nc-28451/id=1956,,POINT (-78.00391 34.2358)
WALGREENS STORE #04458,3601 W WILLIAM CANNON DR,,AUSTIN,TX,78749,07/21/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-3601+w+cannon+dr-austin-tx-78749/id=4458,,POINT (-97.83434 30.21637)
GRADY MEMORIAL HOSPITAL,2220 W. Iowa Ave,,Chickasha,OK,73018,07/20/2022 12:00:00 AM,,,POINT (-97.9613 35.04924)
Hartford HealthCare Urgent Care,1262 Post Rd,,Fairfield,CT,06824,07/22/2022 12:00:00 AM,,,POINT (-73.255285 41.143145)
CVS STORE #01550,"1600 RICHMOND RD,",CVS Pharmacy,WILLIAMSBURG,VA,23185,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.724677 37.292125)
CVS Store #05857,7603 CULEBRA,CVS Pharmacy,SAN ANTONIO,TX,78251,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-98.638379 29.459815)
"URGENT FAMILY CARE, PLLC",108 Lovell Rd,,Knoxville,TN,37934,07/21/2022 12:00:00 AM,,,POINT (-84.13795 35.896775)
Optum Serve - Chino,12970 3rd Street,,Chino,CA,91710,07/22/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-117.69687 34.018155)
Expresscare Of Owings Mills,10490 OWINGS MILLS BLVD,,Owings Mills,MD,21117,07/22/2022 12:00:00 AM,,,POINT (-76.77862 39.4217)
CarbonHealth - Ocean Blvd,"555 E Ocean Blvd, Unit 110",,LONG BEACH,CA,90802,07/08/2022 12:00:00 AM,,,POINT (-118.18569 33.76691)
ATLANTIC PHARMACY,5119  E. BEVERLY BLVD.,,LOS ANGELES,CA,90022,07/15/2022 12:00:00 AM,,,POINT (-118.15471 34.03313)
CVS STORE #03163,345 MADISON ST.,CVS Pharmacy,OAK PARK,IL,60302,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.7824 41.87981)
HEALTHLINC - VALPARAISO,1001 Sturdy Rd,,Valparaiso,IN,46383,07/17/2022 12:00:00 AM,http://www.healthlincchc.org,219-462-7173,POINT (-87.03741 41.476625)
Wellstreet UC - Taylor,9870 Telegraph Road,,Taylor,MI,48180,07/21/2022 12:00:00 AM,,,POINT (-83.269747 42.235539)
CVS Store #06628,786 N. GERMANTOWN PKWY.,CVS Pharmacy,CORDOVA,TN,38018,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-89.79494 35.14637)
CVS STORE #10614,812 S GRAND AVE,CVS Pharmacy,LOS ANGELES,CA,90017,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-118.25853 34.04506)
Optum Serve - Oxnard,800 Hobson Way,COVID Testing Supplies /Hilda Gomez,Oxnard,CA,93030,07/22/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-119.18824 34.19533)
Optum Serve - Gilroy,9300 Wren Ave,SCCOE South County Annex,Gilroy,CA,95020,07/15/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-121.58741 37.02985)
CVS Store #02405,955 N. 21ST STREET,CVS Pharmacy,NEWARK,OH,43055,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.42864 40.07452)
CVS Store #02432,375 WHITE PLAINS ROAD,CVS Pharmacy,EASTCHESTER,NY,10709,07/22/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.814185 40.95409)
