Provider Name,Address1,Address2,City,State,Zip,Last Report Date,Public Website,Phone Number,Geopoint
Optum Serve - Bloomington,18401 Jurupa Ave,Olive Branch Development Services,Bloomington,CA,92316,06/10/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-117.404295 34.047555)
CVS Store #00459,2639 MAIN ST.,CVS Pharmacy,GLASTONBURY,CT,06033,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-72.61128 41.71548)
CVS Store #10298,241 WEST 57TH ST.,CVS Pharmacy,NEW YORK,NY,10019,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.98221 40.766885)
BLUESTONE HLTH CTR,3997 Beckley road,,Princeton,WV,24740,06/10/2022 12:00:00 AM,http://www.bluestonehealth.net,304-431-5499,POINT (-81.06907 37.42331)
San Carlos Healthcare Corporation,103 Medicine Way RD,,Peridot,AZ,85542,05/18/2022 12:00:00 AM,,,POINT (-110.4205464 33.293724)
Optum Serve - Mendocino N State,1055 N State St,ATTN COVID Fixed Site EOA,Ukiah,CA,95482,06/10/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-123.21048 39.16501)
WALGREENS STORE #05890,11250 E VIA LINDA,,SCOTTSDALE,AZ,85259,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-11250+e+via+linda-scottsdale-az-85259/id=5890,,POINT (-111.836055 33.590105)
Wellstreet UC - Warren East,28550 Schoenherr,,Warren,MI,48088,05/10/2022 12:00:00 AM,,,POINT (-82.98685 42.5048)
CVS Store #09811,1871 EL CAMINO REAL,CVS Pharmacy,BURLINGAME,CA,94010,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.385 37.59588)
WALGREENS STORE #15907,800 DEVON AVE,,PARK RIDGE,IL,60068,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-800+devon+devon+ave-park%20ridge-il-60068/id=15907,,POINT (-87.835995 41.997415)
CVS Store #01882,"57 ROLLSTONE RD, PARK HILL PLAZA",CVS Pharmacy,FITCHBURG,MA,01420,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.81339 42.56748)
Doctors urgent care - Citrus Park,7620 Gunn Hwy,,Tampa,FL,33625,,,,POINT (-82.571355 28.07822)
CVS Store #07816,2693 FM 3009,CVS Pharmacy,SCHERTZ,TX,78154,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-98.26493 29.580645)
KROGER PHARMACY 02600628,1820 ROANE STATE HWY,,HARRIMAN,TN,37748,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.546518 35.892027)
KROGER PHARMACY 02400350,5533 NEW CUT RD,,LOUISVILLE,KY,40214,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.773735 38.14445)
FPCN- 4700 WISSAHICKON AVE,4700 Wissahickon Ave Building D,Suite 119,Philadelphia,PA,19144,06/03/2022 12:00:00 AM,http://www.rhd.org,215-843-9720,POINT (-75.17404 40.01539)
CVS Store #04794,5900 W. PLEASANT RIDGE RD.,CVS Pharmacy,ARLINGTON,TX,76016,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.197066 32.68105)
CSC HARTSVILLE CTR,1268 S 4th St,,Hartsville,SC,29550,06/09/2022 12:00:00 AM,http://www.caresouth-carolina.com,843-332-3422,POINT (-80.061115 34.357245)
BLUE RIDGE MED CTR INC,4038 Thomas Nelson Highway,,Arrington,VA,22922,06/02/2022 12:00:00 AM,http://www.brmedical.org,434-263-4000,POINT (-78.93361 37.70714)
WALGREENS STORE #06026,3624 N POWER RD,,MESA,AZ,85215,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-3624+n+power+rd-mesa-az-85215/id=6026,,POINT (-111.684732 33.481385)
CVS Store #06438,903 MEMORIAL BLVD.,CVS Pharmacy,SPRINGFIELD,TN,37172,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.881965 36.50462)
PCC WELLNESS,5425 W. Lake,,Chicago,IL,60644,06/10/2022 12:00:00 AM,,,POINT (-87.761525 41.886995)
CVS Store #05930,5701 CORAL RIDGE DR.,CVS Pharmacy,CORAL SPRINGS,FL,33076,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.27821 26.29774)
CVS Store #02172,104 WORCESTER ST,CVS Pharmacy,NORTH GRAFTON,MA,01536,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.698035 42.220385)
CVS Store #06225,1520 S. BRYANT AVE.,CVS Pharmacy,EDMOND,OK,73013,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.459815 35.637805)
CVS Store #01381,510 BLACKWELL RD.,CVS Pharmacy,WARRENTON,VA,20186,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.79141 38.7272)
PhysicianOne UrgCare/Enfield,55 Hazard Ave,,Enfield,CT,06082,06/07/2022 12:00:00 AM,,,POINT (-72.57478 41.990135)
CarbonHealth - East Colorado,600 east colorado blvd suite 120,,psadena,CA,91101,05/23/2022 12:00:00 AM,,,POINT (-118.13795 34.145515)
BELGRADE REGIONAL HEALTH CENTER,4 Clement Way,,Belgrade,ME,04917,06/09/2022 12:00:00 AM,http://www.healthreachchc.org,207-495-3323,POINT (-69.86645 44.5035)
CVS Store #00141,936 WILLOW RD.,CVS Pharmacy,NORTHBROOK,IL,60062,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.802295 42.1085)
BARTZ ALTADONNA CHC - LANCASTER GIN,43322 GINGHAM AVE,Suite 105,LANCASTER,CA,93535,06/10/2022 12:00:00 AM,,,POINT (-118.12175 34.67013)
CVS Store #17228,1801 S LOOP 288,CVS Pharmacy,DENTON,TX,76205,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.09855 33.1897)
CVS Store #10285,10712 SE CARR ROAD,CVS Pharmacy,RENTON,WA,98055,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.197885 47.445685)
CVS Store #10487,1305 N. HWY 377,CVS Pharmacy,ROANOKE,TX,76262,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.22032 33.01576)
WALGREENS STORE #04021,8808 ANTOINE DR,,HOUSTON,TX,77088,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-8808+antoine+antoine+dr-houston-tx-77088/id=4021,,POINT (-95.47938 29.89421)
CVS Store #01960,1279 WEST MAIN STREET,CVS Pharmacy,WATERBURY,CT,06708,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.06393 41.55161)
KROGER PHARMACY 01400355,3760 PAXTON AVE,,CINCINNATI,OH,45209,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.42956 39.14479)
CVS Store #01431,3110 OLNEY SANDY SPRING RD.,CVS Pharmacy,OLNEY,MD,20832,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.06355 39.15084)
Scenic Pharmacy,113 Scenic Outlet Ln Suite 1,,Mount Airy,NC,27030,06/06/2022 12:00:00 AM,,,POINT (-80.742798 36.486891)
Optum Serve - Soledad,401 Gabilan Drive,"ATTN: Eric Rodriguez, COVID Testing",Soledad,CA,93960,06/09/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-121.32662 36.43596)
KROGER PHARMACY 02600527,7087 HIGHWAY 70 S,,NASHVILLE,TN,37221,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.92014 36.07415)
CVS Store #09273,3785 WEST INA RD.,CVS Pharmacy,TUCSON,AZ,85741,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-111.04617 32.337005)
ACHCH PROGRAM,1404 Franklin Street,Suite 200,oakland,CA,94601,05/27/2022 12:00:00 AM,http://www.achch.org,510-891-8950,POINT (-122.26951 37.80388)
CVS Store #10825,2400 BUTLER PIKE,CVS Pharmacy,PLYMOUTH MEETING,PA,19462,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-75.27292 40.10972)
SUDLEY PHARMACY,8609 SUDLEY RD,SUITE 103,MANASSAS,VA,20110,06/03/2022 12:00:00 AM,,,POINT (-77.48771 38.769695)
ARH HAZARD PHARMACY,181 ROY CAMPBELL DR,,HAZARD,KY,41701,06/05/2022 12:00:00 AM,,,POINT (-83.227032 37.273301)
CVS Store #06553,2320 CUNNINGHAM RD.,CVS Pharmacy,INDIANAPOLIS,IN,46224,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.2661 39.798315)
CVS Store #02426,5120 HIGHWAY 153,CVS Pharmacy,HIXSON,TN,37343,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.238492 35.122915)
WALGREENS STORE #07741,2154 JOHNSON FERRY RD NE,,BROOKHAVEN,GA,30319,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-2154+johnson+rd+ne-brookhaven-ga-30319/id=7741,,POINT (-84.32496 33.892115)
Queens Medical Center - West Oahu,91-2141 Fort Weaver Road,,Ewa Beach,HI,96706,05/23/2022 12:00:00 AM,,,POINT (-158.03132 21.36046)
KROGER PHARMACY 01400466,7685 MALL ROAD,,FLORENCE,KY,41042,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.656005 38.996955)
DILLON PHARMACY 61500083,1624 N ROCK ROAD,,DERBY,KS,67037,06/10/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-97.241561 37.56356)
CVS Store #03584,209 SOUTH STATE ST.,CVS Pharmacy,ANN ARBOR,MI,48104,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.740492 42.27992)
TAPM PEDIATRICS AT WENDOVER,1046 E. Wendover Ave,,Greensboro,NC,27405,06/07/2022 12:00:00 AM,http://www.tapmedicine.com,336-272-1050,POINT (-79.77239 36.087535)
WALGREENS STORE #01956,319 VILLAGE RD NE,,LELAND,NC,28451,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-319+village+rd+ne-leland-nc-28451/id=1956,,POINT (-78.00391 34.2358)
WALGREENS STORE #04458,3601 W WILLIAM CANNON DR,,AUSTIN,TX,78749,06/10/2022 12:00:00 AM,https://www.walgreens.com/locator/walgreens-3601+w+cannon+dr-austin-tx-78749/id=4458,,POINT (-97.83434 30.21637)
Moose Pharmacy of Mount Holly,125 W Central Ave,,Mount Holly,NC,28120,06/08/2022 12:00:00 AM,,,POINT (-81.01732 35.29756)
CVS Store #02257,271 MAMMOTH ROAD,CVS Pharmacy,MANCHESTER,NH,03109,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.43129 42.98268)
CVS Store #07492,3610 MATTHEWS MINT HILL ROAD,CVS Pharmacy,MATTHEWS,NC,28105,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.68221 35.13867)
Optum Serve - Fillmore,543 A St,,Fillmore,CA,93015,06/10/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-118.91981 34.40335)
Clinica Msr. Oscar A. Romero,123 S. Alvarado St.,,Los Angeles,CA,90057,06/08/2022 12:00:00 AM,,,POINT (-118.27088 34.06615)
TGH Urgent Care - Sun City Center,16521 US Highway 301,,Wimauma,FL,33598,06/10/2022 12:00:00 AM,,,POINT (-82.32367 27.75487)
GONZALEZ PHARMACY,1240 N HACIENDA BLVD STE 105,,LA PUENTE,CA,91744,04/06/2022 12:00:00 AM,,,POINT (-117.94883 34.04335)
CVS Store #02486,1331 YOUNGSTOWN-WARREN RD,CVS Pharmacy,NILES,OH,44446,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.73967 41.20557)
RURAL HLTH GROUP - HALIFAX MED SPEC,270 Smith Church Rd,,Roanoke Rapids,NC,27870,06/02/2022 12:00:00 AM,http://www.rhgnc.org,252-537-0134,POINT (-77.65102 36.43225)
CVS Store #07157,13845 CONLAN CIRCLE,CVS Pharmacy,CHARLOTTE,NC,28277,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.851095 35.055885)
CVS Store #10657,1950 STATE STREET,CVS Pharmacy,NEW ALBANY,IN,47150,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.83612 38.30212)
Joseph Walker Williams Comm Ctr.,8431 Rosa Parks Blvd.,,Detroit,MI,48202,06/08/2022 12:00:00 AM,,,POINT (-83.09719 42.37067)
VANDERBILT HTH WLK IN CLIN MT JLIET,"64 Belinda Pkwy, Ste 200A",Attn: Pharmacy Staff,Mt Juliet,TN,37122,06/06/2022 12:00:00 AM,,,POINT (-86.506675 36.17118)
CVS Store #02401,1880 OCEAN STREET,CVS Pharmacy,MARSHFIELD,MA,02050,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.70453 42.09251)
CVS Store #04327,1506 MENTOR AVE,CVS Pharmacy,PAINESVILLE,OH,44077,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.2769 41.70074)
CVS Store #08144,46960 VAN DYKE AVE.,CVS Pharmacy,SHELBY TOWNSHIP,MI,48317,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.032305 42.639975)
CVS Store #05958,14220 SCHLEISMAN RD,CVS Pharmacy,EASTVALE,CA,92880,06/10/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.593855 33.960205)
VALLEY COMM HLTHCARE,6801 Coldwater Canyon Ave,1C,North Hollywood,CA,91605,,http://www.valleycommunityhealthcare.org,818-763-8836,POINT (-118.41396 34.19443)
