Provider Name,Address1,Address2,City,State,Zip,Last Report Date,Public Website,Phone Number,Geopoint
CVS STORE #02194,224 EAST BUTLER ROAD,CVS Pharmacy,MAULDIN,SC,29662,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.2962 34.784025)
CVS Store #00717,36 WHITE STREET,CVS Pharmacy,CAMBRIDGE,MA,02140,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.11919 42.38891)
KROGER PHARMACY 02400785,4915 DIXIE HWY,,LOUISVILLE,KY,40216,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.82812 38.16806)
CVS Store #08581,3201 SOUTH 7 HIGHWAY,CVS Pharmacy,BLUE SPRINGS,MO,64014,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-94.27369 38.98311)
CVS STORE #02797,9640 N. MILWAUKEE AVE.,CVS Pharmacy,NILES,IL,60714,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.839725 42.05545)
KROGER PHARMACY 01400367,635 CHESTNUT DRIVE,,WALTON,KY,41094,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.61698 38.85614)
ECU PHYSICIANS,600 Moye Blvd.,Room 240,Greenville,NC,27834,07/07/2022 12:00:00 AM,,,POINT (-77.401054 35.611683)
CVS STORE #00668,3110 ROUTE 38,CVS Pharmacy,MOUNT LAUREL,NJ,08054,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.87337 39.9702)
UMMC - BCC Field House,300 W. Preston Street,,BALTIMORE,MD,21201,07/07/2022 12:00:00 AM,,,POINT (-76.62307 39.30223)
CVS Store #06555,21 WEST MAIN STREET,CVS Pharmacy,BROWNSBURG,IN,46112,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.398595 39.843115)
CVS Store #07855,2601 S. HOUGHTON RD.,CVS Pharmacy,TUCSON,AZ,85730,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-110.77189 32.19122)
COVERED BRIDGE HEALTHCARE,658 E. Main Street,,Centreville,MI,49032,07/08/2022 12:00:00 AM,,,POINT (-85.514 41.922115)
CVS Store #04682,4895 POST RD.,CVS Pharmacy,CUMMING,GA,30040,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.21896 34.208685)
CVS STORE #00837,360 RTE 73 SOUTH,CVS Pharmacy,MARLTON,NJ,08053,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.922917 39.88822)
KIRKS PHARMACY AT SUNRISE,11212 Sunrise Blvd E,Ste 204,Puyallup,WA,98374,05/19/2022 12:00:00 AM,,,POINT (-122.28102 47.09697)
CVS Store #07109,300 CANAL STREET,CVS Pharmacy,SALEM,MA,01970,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.89659 42.50098)
Walmart Pharmacy #5390,210 Cobb Pkwy S,,Marietta,GA,30060,07/07/2022 12:00:00 AM,https://www.walmarthealth.com/,,POINT (-84.52132 33.94622)
CVS Store #01022,215 ALEWIFE BROOK PARKWAY,CVS Pharmacy,CAMBRIDGE,MA,02138,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.14356 42.389925)
WALGREENS STORE #11645,10152 LAKE JUNE RD,,DALLAS,TX,75217,,https://www.walgreens.com/findcare/services,,POINT (-96.649055 32.73364)
CVS Store #03197,775 E. US HWY 80,CVS Pharmacy,FORNEY,TX,75126,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-96.4501 32.74216)
Adv lung infec/Disease mgmt clinic,2315 E Illinois Ave,,Fresno,CA,93701,,,,POINT (-119.78337 36.74521)
CVS STORE #02100,9009 SILVERBROOK ROAD,CVS Pharmacy,FAIRFAX STATION,VA,22039,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.25701 38.72784)
CVS Store #09538,1792 GARNET AVE,CVS Pharmacy,SAN DIEGO,CA,92109,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.237835 32.80093)
CVS Store #09811,1871 EL CAMINO REAL,CVS Pharmacy,BURLINGAME,CA,94010,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.385 37.59588)
ARH WHITESBURG ARH PHARMACY OP,326 HOSPITAL RD,,WHITESBURG,KY,41858,07/07/2022 12:00:00 AM,,,POINT (-82.81388 37.111773)
CVS STORE #07061,5895 REIDVILLE RD.,CVS Pharmacy,MOORE,SC,29369,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.06623 34.8864)
Care Resource CHC at Miami,3510 Biscayne Blvd,medical - floor 2,Miami,FL,33137,,,,POINT (-80.18997 25.80962)
Sansum Clinic,215 Pesetas Lane,,Santa Barbara,CA,93110,,,,POINT (-119.75905 34.44241)
CVS STORE #05788,6905 YORK AVE.,CVS Pharmacy,EDINA,MN,55435,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.32033 44.87771)
JVCHC - TAMPA,440 E. Tampa Ave,,Springfield,MO,65806,07/06/2022 12:00:00 AM,http://www.jordanvalley.org,417-831-0150,POINT (-93.288283 37.21336)
WELLNESS POINTE - MATERIALS MGT,1011 E Whaley St,,Longview,TX,75601,06/23/2022 12:00:00 AM,,,POINT (-94.726955 32.496635)
LOGAN HEIGHTS FAMILY HEALTH CENTER,1809 National Ave,,San Diego,CA,92113,07/07/2022 12:00:00 AM,http://www.fhcsd.org,619-515-2300,POINT (-117.146695 32.701445)
CVS STORE #02369,890 BENNETTS MILLS ROAD,CVS Pharmacy,JACKSON,NJ,08527,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.27831 40.12668)
KATAHDIN VALLEY HLTH CTR PATTEN,529 South Patten Road,,Patten,ME,04765,06/30/2022 12:00:00 AM,http://www.kvhc.org,207-538-3700,POINT (-68.45197 45.95983)
CVS Store #09851,130 N GRAND AVE,CVS Pharmacy,GLENDORA,CA,91741,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.87054 34.13683)
KROGER PHARMACY 01600538,1045 HILL RD N,,PICKERINGTON,OH,43147,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-82.77889 39.90684)
Optum Serve - Holl Tres Pinos,"930 Sunset Drive,",Building 2 Ste B,Hollister,CA,95023,07/08/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-121.38564 36.83545)
FIRST CHOICE URGENT CARE - SOUTH,29628 SOUTHFIELD RD,,SOUTHFIELD,MI,48076,07/08/2022 12:00:00 AM,,,POINT (-83.22283 42.507605)
CVS Store #04987,2175 MAIN ST.,CVS Pharmacy,DUNEDIN,FL,34698,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.747517 28.018865)
GoHealth Urgent Care - Bruce Twp,80650 Van Dyke,,Bruce Twp,MI,48065,07/06/2022 12:00:00 AM,,,POINT (-83.0396 42.88814)
AMERICAN INSTITUTE OF RESEARCH,1127 WILSHIRE BLVD,Suite 809,LOS ANGELES,CA,90017,,,,POINT (-118.26382 34.05315)
KROGER PHARMACY 01400475,1700 DECLARATION DR,,INDEPENDENCE,KY,41051,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.54822 38.92857)
CVS Store #03281,11241 MIROMAR SQUARE BLVD,CVS Pharmacy,ESTERO,FL,33928,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.77059 26.435255)
Chinle Comprehensive Healthcare,Hwy 191 and Hospital Road,,CHINLE,AZ,86503,07/08/2022 12:00:00 AM,,,POINT (-109.58 36.16)
CVS Store #05136,11398 QUAIL ROOST DR.,CVS Pharmacy,MIAMI,FL,33157,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.37772 25.59254)
CVS Store #07889,8025 LEE VISTA BLVD,CVS Pharmacy,ORLANDO,FL,32829,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.27562 28.466475)
CVS Store #04356,301 ANDREWS HIGHWAY,CVS Pharmacy,MIDLAND,TX,79701,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-102.10094 31.99561)
Wellstreet UC - Farmington Hills N,29263 Orchard Lake Rd.,,Farmington Hills,MI,48334,07/07/2022 12:00:00 AM,,,POINT (-83.36002 42.5117)
CVS STORE #09165,3327 ROSECRANS ST.,CVS Pharmacy,SAN DIEGO,CA,92110,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.20685 32.7487)
CVS STORE #01490,546 NORTH FREDERICK AVENUE,CVS Pharmacy,GAITHERSBURG,MD,20877,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.20957 39.14798)
SUDLEY PHARMACY,8609 SUDLEY RD,SUITE 103,MANASSAS,VA,20110,07/08/2022 12:00:00 AM,,,POINT (-77.48771 38.769695)
CVS Store #04556,109 WEST HILL STREET,CVS Pharmacy,THOMSON,GA,30824,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.500865 33.462105)
Optum Serve - Fresno,2100 N College Avenue,ATTN: EOA/COVID Testing,Fresno,CA,93741,07/08/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-119.7994 36.76688)
NH GoHealth Waverly,11840 Southmore Drive,Suite 100,Charlotte,NC,28277,07/06/2022 12:00:00 AM,,,POINT (-80.76862 35.04768)
ONEWORLD LIVESTOCK LIVESTOCK BLDG,4920 S 30th St STE 103,,Omaha,NE,68107,06/28/2022 12:00:00 AM,http://www.oneworldomaha.org,402-734-4110,POINT (-95.95577 41.20989)
CVS STORE #07334,5608 SUNSET BLVD.,CVS Pharmacy,LEXINGTON,SC,29072,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.227565 33.99429)
CVS STORE #06507,2420 DIVISION ST.,CVS Pharmacy,SAINT CLOUD,MN,56301,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-94.18733 45.55303)
Grayslake Apothecary,106 Center Street,,Grayslake,IL,60030,07/07/2022 12:00:00 AM,,,POINT (-88.04201 42.34456)
CVS Store #16947,7900 OLD WAKE FOREST RD,CVS Pharmacy,RALEIGH,NC,27616,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.56814 35.86627)
CVS Store #10825,2400 BUTLER PIKE,CVS Pharmacy,PLYMOUTH MEETING,PA,19462,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-75.27292 40.10972)
CVS Store #07047,3573 HILLSBOROUGH RD.,CVS Pharmacy,DURHAM,NC,27705,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.9536 36.021715)
MEDCARE URGENT CARE,26611 W 7 Mile Rd,Suite B,Redford,MI,48240,06/30/2022 12:00:00 AM,,,POINT (-83.30702 42.42776)
99th MDG/SGSM,5601 Stafford Dr,Bldg 1301,Nellis AFB,NV,89191,04/28/2022 12:00:00 AM,,,POINT (-115.0551861 36.2464951)
KROGER PHARMACY 02600895,2131 ABBOTT MARTIN RD,,NASHVILLE,TN,37215,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-86.818445 36.105995)
Optum Serve - Gonzales,600 Elko St,,Gonzales,CA,93926,06/20/2022 12:00:00 AM,https://lhi.care/covidtesting,,POINT (-121.439065 36.506964)
CVS Store #04633,1233 NORTH STATE ST.,CVS Pharmacy,GREENFIELD,IN,46140,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.76932 39.79977)
PRAIRIE HEALTH CENTER,One Warren Way,,Providence,RI,02905,06/28/2022 12:00:00 AM,http://www.providencechc.org,401-444-0530 x3368,POINT (-71.4019296774194 41.80275)
Expresscare Of Westminster,1011 Baltimore Blvd,,Westminster,MD,21157,07/07/2022 12:00:00 AM,,,POINT (-76.96174 39.555895)
CVS Store #17012,4191 THE CIRCLE AT NORTH HILLS ST,CVS Pharmacy,RALEIGH,NC,27609,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.64232 35.83636)
Lanai Community Health Center,333 Sixth Street,,Lanai City,HI,96763,07/07/2022 12:00:00 AM,,,POINT (-156.92107 20.82633)
APHCVLOS FELIZ HEALTH CENTER,1530 Hillhurst Ave,,Los Angeles,CA,90027,07/07/2022 12:00:00 AM,http://www.aphcv.org,323-644-3888,POINT (-118.28724 34.09931)
CVS Store #03880,309 EAST CORNWALLIS DRIVE,CVS Pharmacy,GREENSBORO,NC,27408,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-79.78507 36.10239)
CVS Store #05687,"1301 DORCHESTER RD., SUITE 117",CVS Pharmacy,CHATTANOOGA,TN,37405,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.288703 35.06917)
KROGER PHARMACY 02600530,9161 MIDDLEBROOK PIKE,,KNOXVILLE,TN,37923,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.09364 35.94274)
DAUGHTERS OF CHARITY - CARROLLTON,3201 S Carrollton Ave,,New Orleans,LA,70118,07/08/2022 12:00:00 AM,,504-207-3060,POINT (-90.11398 29.96162)
CENTER FOR FAMILY HEALTH,505 N JACKSON ST,,Jackson,MI,49201,07/08/2022 12:00:00 AM,,,POINT (-84.40807 42.25357)
ProMed Urgent Care,19041 E 12 Mile Rd.,Suite 102,Roseville,MI,48066,07/05/2022 12:00:00 AM,,,POINT (-82.925186 42.510125)
CVS STORE #00921,1155 W. JEFFERSON ST.,CVS Pharmacy,SHOREWOOD,IL,60404,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.2173 41.5208)
CVS Store #02964,6632 S. STATE ROUTE 48,CVS Pharmacy,MAINEVILLE,OH,45039,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.2192 39.33843)
HEALTHPOINT AUBURN,126 Auburn Ave,,Auburn,WA,98002,07/01/2022 12:00:00 AM,http://www.healthpointchc.org,253-735-0166,POINT (-122.22534 47.305895)
Homeless Health Care Center,730 E 11TH ST,,CHATTANOOGA,TN,37403,07/06/2022 12:00:00 AM,,,POINT (-85.29985 35.04003)
CVS Store #04015,302 E. JAMES LEE BLVD.,CVS Pharmacy,CRESTVIEW,FL,32539,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.56948 30.76233)
DETROIT HEALTH DEPARTMENT - MACK,100 Mack Ave,,Detroit,MI,48201,,,,POINT (-83.05599 42.34717)
CVS STORE #02250,121 CLEMSON RD,CVS Pharmacy,COLUMBIA,SC,29229,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.855755 34.099715)
CVS Store #05060,3424 SOUTH HIGH ST.,CVS Pharmacy,COLUMBUS,OH,43207,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.995765 39.892225)
KING SOOPERS PHARMACY 62000025,11747 W KEN CARYL AVE,,LITTLETON,CO,80127,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-105.130815 39.582155)
CVS STORE #10200,2169 MIDLAND TRAIL,CVS Pharmacy,SHELBYVILLE,KY,40065,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.2585 38.21411)
TGH Urgent Care -Tarpon Springs,40545 US Hwy 19 N,,Tarpon Springs,FL,34689,07/08/2022 12:00:00 AM,,,POINT (-82.739398 28.140745)
Mend Urgent Care - Burbank,1701 W Verdugo Ave,,Burbank,CA,91506,06/20/2022 12:00:00 AM,https://mendtesttotreat.as.me/,,POINT (-118.32355 34.168005)
KROGER PHARMACY 01400390,7132 HAMILTON AVE,,CINCINNATI,OH,45231,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-84.5482 39.22439)
BOND COMM HEALTH CENTER - MAIN SITE,1720 S Gadsden Street,,Tallahassee,FL,32301,07/08/2022 12:00:00 AM,http://www.bondchc.com,850-576-4073,POINT (-84.27872 30.42523)
NH GoHealth Mint Hill South,11300 Cresthill Drive,Suite 120,Mint Hill,NC,28227,07/05/2022 12:00:00 AM,,,POINT (-80.65392 35.17516)
CVS Store #04304,30791 DETROIT RD,CVS Pharmacy,WESTLAKE,OH,44145,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.9601 41.46067)
KROGER PHARMACY 02400362,111 TOWNE DR,,ELIZABETHTOWN,KY,42701,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-85.888515 37.734705)
CVS STORE #05920,600 CENTRAL AVE E,CVS Pharmacy,SAINT MICHAEL,MN,55376,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.65303 45.21064)
CVS STORE #01410,415 MONROE AVENUE,CVS Pharmacy,ALEXANDRIA,VA,22301,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.05468 38.82057)
WAIMANALO HEALTH CENTER,41-1295 Kalanianaole Highway,,Waimanalo,HI,96795,07/08/2022 12:00:00 AM,,,POINT (-157.71434 21.34699)
KING SOOPERS PHARMACY 62000118,2355 W 136TH AVE,,BROOMFIELD,CO,80023,07/07/2022 12:00:00 AM,https://www.kroger.com/health/pharmacy/covid-19-treatment,,POINT (-105.01441 39.94433)
CVS Store #08323,4426 WILLIAMS DR,CVS Pharmacy,GEORGETOWN,TX,78628,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.71765 30.68266)
CVS STORE #08872,26891 ALISO CREEK RD,CVS Pharmacy,ALISO VIEJO,CA,92656,07/08/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.72356 33.57249)
PhysicianOne UrgCare/Glastonbury,2928 Main Street,,Glastonbury,CT,06033,07/06/2022 12:00:00 AM,,,POINT (-72.61422 41.723465)
MEDI STATION URGENT CARE,9600 NE 2ND AVE,,MIAMI SHORES,FL,33138,07/05/2022 12:00:00 AM,,,POINT (-80.19354 25.86398)
CMCIA D/B/A JHCHC MAIN SITE,3502 W Northside Dr,,Jackson,MS,39213,07/09/2022 12:00:00 AM,http://www.jackson-hinds.com,601-362-5321 x1223,POINT (-90.23398 32.35677)
