2022-01-28T15-43-02,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-01-28T17-11-19,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-02-01T09-23-15,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-02-02T09-09-05,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,01/24/2022 12:00:00 AM
2022-02-04T09-14-55,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/02/2022 12:00:00 AM
2022-02-07T09-54-34,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/02/2022 12:00:00 AM
2022-02-09T09-41-46,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-10T21-04-53,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/12/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-14T09-23-55,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/12/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-15T10-17-36,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/12/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-16T08-11-48,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/12/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-16T08-23-53,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/12/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-16T18-37-01,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-18T15-54-16,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-18T16-04-21,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-22T09-09-37,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-02-24T09-51-18,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-03-03T09-56-49,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-03-03T10-04-44,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-03-08T14-40-56,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,01/04/2022 12:00:00 AM,01/11/2022 12:00:00 AM,24,24,02/08/2022 12:00:00 AM
2022-03-31T08-53-07,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-04-02T06-05-59,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-04-03T05-51-54,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-04-04T05-38-24,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-04-05T05-48-33,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-04-06T05-45-18,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
2022-04-07T05-34-07,28601,DLP FRYE REGIONAL MEDICAL CENTER LL,NLP,NLP,NLP,24,03/30/2022 12:00:00 AM
