2022-01-14T15-37-26,67114,Central Care Cancer Center,01/12/2022 12:00:00 AM,,48,,
2022-03-08T14-40-56,67114,Central Care Cancer Center,01/25/2022 12:00:00 AM,01/27/2022 12:00:00 AM,96,170,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,67114,Central Care Cancer Center,NLP,NLP,NLP,169,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/15/2022 12:00:00 AM
2022-03-18T09-58-11,67114,Central Care Cancer Center,NLP,NLP,NLP,166,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,67114,Central Care Cancer Center,NLP,NLP,NLP,166,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-18T11-17-38,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-19T11-58-02,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-20T06-05-37,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-21T06-11-50,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-21T14-18-38,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,24,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,67114,Central Care Cancer Center,NLP,NLP,NLP,127,03/17/2022 12:00:00 AM
2022-03-21T16-35-27,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/21/2022 12:00:00 AM
2022-03-22T09-16-18,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/21/2022 12:00:00 AM
2022-03-22T09-16-18,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/21/2022 12:00:00 AM
2022-03-23T08-41-43,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/22/2022 12:00:00 AM
2022-03-23T08-41-43,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/23/2022 12:00:00 AM
2022-03-24T13-46-29,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/24/2022 12:00:00 AM
2022-03-25T08-10-53,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/24/2022 12:00:00 AM
2022-03-26T12-42-50,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/24/2022 12:00:00 AM
2022-03-27T06-25-27,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/24/2022 12:00:00 AM
2022-03-29T08-50-48,67114,NEWTON MEDICAL CENTER,NLP,NLP,NLP,22,03/28/2022 12:00:00 AM
2022-03-29T08-50-48,67114,Central Care Cancer Center,NLP,NLP,NLP,123,03/28/2022 12:00:00 AM
